# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/finalize_pfam_status_20260530_211500.py
#   Source 1: UniProt REST API — all C. reinhardtii proteins (organism_id:3055)
#   Source 2: Ensembl Plants BioMart — creinhardtii_eg_gene, Pfam attribute
#   Source 3: NCBI RefSeq GFF3 — GCF_000002595.2 (gene existence via Phytozome Dbxref)
#   DS3: Flowers et al. 2015 tpc00492 SupplementalDS3 (doi:10.5061/dryad.1n0g6)
#   Date: 2026-05-30 20:43:48
#   Method: Merged UniProt Pfam + Ensembl BioMart Pfam + NCBI GFF3 cross-reference
#
#   Classification:
#     has_pfam=1: gene has >=1 Pfam domain in UniProt and/or BioMart
#     has_pfam=0: gene found in databases but no Pfam domain annotated
#     has_pfam=-1: gene uses old JGI v5.0 ID (g####) not in v5.5/v5.6;
#                  absent from UniProt, Ensembl, and NCBI RefSeq.
#                  These 5,882 genes need hmmsearch on the v5.0 proteome (task 3).
Gene_ID	has_pfam	pfam_domains
Cre01.g047229	1	PF05600
Cre01.g047300	0	
Cre01.g047350	0	
Cre01.g047400	0	
Cre01.g047450	1	PF02338
Cre01.g047500	1	PF13855
Cre01.g047550	1	PF00071
Cre01.g047600	1	PF13561
Cre01.g047650	1	PF00646,PF13516,PF25372
Cre01.g047700	1	PF00160
Cre01.g047750	1	PF01775
Cre01.g047800	1	PF00462
Cre01.g047850	1	PF00155
Cre01.g047900	0	
Cre01.g047950	1	PF00071
Cre01.g048000	0	
Cre01.g048050	1	PF04127
Cre01.g048100	0	
Cre01.g048102	0	
Cre01.g048150	1	PF00565
Cre01.g048200	1	PF13086,PF13087
Cre01.g048250	1	PF16531
Cre01.g048300	0	
Cre01.g048350	1	PF26410
Cre01.g048400	1	PF13815
Cre01.g048450	1	PF03448
Cre01.g048500	-1	
Cre01.g048550	0	
Cre01.g048600	0	
Cre01.g048650	1	PF00069
Cre01.g048750	1	PF17177
Cre01.g048800	1	PF00583
Cre01.g048850	1	PF01342,PF01388
Cre01.g048900	1	PF00439
Cre01.g048950	1	PF00156,PF00215
Cre01.g049000	1	PF01329
Cre01.g049050	0	
Cre01.g049100	0	
Cre01.g049132	1	PF07647,PF13676
Cre01.g049200	1	PF00188
Cre01.g049300	0	
Cre01.g049350	1	PF02163
Cre01.g049400	1	PF04438,PF25790
Cre01.g049450	0	
Cre01.g049550	0	
Cre01.g049600	1	PF24763
Cre01.g049650	1	PF00225
Cre01.g049750	1	PF04191
Cre01.g049900	0	
Cre01.g049950	1	PF00082
Cre01.g050000	1	PF05241
Cre01.g050050	1	PF12796
Cre01.g050100	1	PF00278,PF02784
Cre01.g050150	1	PF00724
Cre01.g050300	0	
Cre01.g050308	-1	
Cre01.g050350	1	PF01694
Cre01.g050400	1	PF02466
Cre01.g050450	-1	
Cre01.g050500	1	PF13812
Cre01.g050550	1	PF09360
Cre01.g050600	1	PF05063
Cre01.g050650	0	
Cre01.g050700	0	
Cre01.g050750	0	
Cre01.g050800	0	
Cre01.g050850	1	PF00149,PF24681
Cre01.g050900	1	PF00535
Cre01.g050950	1	PF01494
Cre01.g051000	1	PF13649,PF22528
Cre01.g051050	1	PF13499
Cre01.g051100	1	PF02731
Cre01.g051150	-1	
Cre01.g051250	1	PF13499
Cre01.g051300	0	
Cre01.g051350	1	PF13563
Cre01.g051400	1	PF00810
Cre01.g051450	1	PF13867
Cre01.g051461	-1	
Cre01.g051500	0	
Cre01.g051550	1	PF00270,PF00271,PF07717,PF21010
Cre01.g051600	-1	
Cre01.g051700	1	PF13639
Cre01.g051750	0	
Cre01.g051800	1	PF00155
Cre01.g051850	0	
Cre01.g051885	-1	
Cre01.g051900	1	PF00355,PF02921
Cre01.g051950	1	PF14541,PF14543
Cre01.g052000	1	PF02492,PF07683
Cre01.g052050	1	PF03981
Cre01.g052100	1	PF00861
Cre01.g052150	1	PF00023,PF12796
Cre01.g052200	1	PF00076,PF12923
Cre01.g052250	1	PF00085
Cre01.g052300	1	PF02319,PF16421
Cre01.g052350	1	PF00453
Cre01.g052400	1	PF02325
Cre01.g052500	0	
Cre01.g052550	1	PF01753
Cre01.g052650	1	PF00328,PF18086
Cre01.g052750	1	PF06011,PF24681
Cre01.g052800	1	PF00069
Cre01.g052850	1	PF00069
Cre01.g052950	0	
Cre01.g053000	1	PF01210,PF07479,PF12710
Cre01.g053050	0	
Cre01.g053150	1	PF01210,PF07479,PF12710
Cre01.g053200	1	PF06087
Cre01.g053250	1	PF13871,PF13872,PF25373
Cre01.g053288	1	PF01137,PF05189
Cre01.g053300	1	PF04371
Cre01.g053350	0	
Cre01.g053360	1	PF13516
Cre01.g053450	0	
Cre01.g053500	1	PF00432
Cre01.g053550	0	
Cre01.g053600	1	PF01016
Cre01.g053700	1	PF00027,PF00520
Cre01.g053750	1	PF21948
Cre01.g053800	0	
Cre01.g053850	1	PF00400
Cre01.g053950	0	
Cre01.g054000	1	PF01585
Cre01.g054050	1	PF09834
Cre01.g054100	1	PF00560,PF13855
Cre01.g054150	1	PF00085,PF07992
Cre01.g054200	0	
Cre01.g054250	1	PF00067
Cre01.g054300	0	
Cre01.g054350	0	
Cre01.g054400	0	
Cre01.g054500	1	PF01262,PF02233,PF05222,PF12769
Cre01.g054550	0	
Cre01.g054600	0	
Cre01.g054650	0	
Cre01.g054700	0	
Cre01.g054750	1	PF00069
Cre01.g054800	1	PF14566
Cre01.g054850	0	
Cre01.g054900	0	
Cre01.g054950	0	
Cre01.g055000	1	PF00293
Cre01.g055050	0	
Cre01.g055100	1	PF12906
Cre01.g055150	-1	
Cre01.g055200	1	PF05030
Cre01.g055250	0	
Cre01.g055314	-1	
Cre01.g055350	0	
Cre01.g055400	1	PF05022
Cre01.g055450	-1	
Cre01.g055500	0	
Cre01.g055550	1	PF04442
g1010	-1	
g1013	-1	
g1016	-1	
g1026	-1	
g1030	-1	
g1032	-1	
g1034	-1	
g1035	-1	
g1036	-1	
g1037	-1	
g1038	-1	
g1039	-1	
g1040	-1	
g1046	-1	
g1048	-1	
g1051	-1	
g1081	-1	
g1090	-1	
g1093	-1	
g1098	-1	
g1103	-1	
g1119	-1	
g1120	-1	
g1121	-1	
g1132	-1	
g1134	-1	
g1142	-1	
g1162	-1	
g1165	-1	
g1173	-1	
g119	-1	
g1191	-1	
g1202	-1	
g1219	-1	
g1224	-1	
g1225	-1	
g1226	-1	
g1227	-1	
g1228	-1	
g1229	-1	
g1230	-1	
g1231	-1	
g1232	-1	
g1233	-1	
g1234	-1	
g1235	-1	
g1236	-1	
g1237	-1	
g1238	-1	
g1239	-1	
g124	-1	
g1240	-1	
g1241	-1	
g1244	-1	
g1245	-1	
g1246	-1	
g1247	-1	
g1248	-1	
g1249	-1	
g1250	-1	
g1251	-1	
g1252	-1	
g1253	-1	
g1254	-1	
g1255	-1	
g1256	-1	
g1257	-1	
g1258	-1	
g1259	-1	
g1260	-1	
g1261	-1	
g1262	-1	
g1263	-1	
g1264	-1	
g1265	-1	
g1266	-1	
g1267	-1	
g1268	-1	
g1269	-1	
g1270	-1	
g1271	-1	
g1272	-1	
g1273	-1	
g1274	-1	
g1276	-1	
g1278	-1	
g1279	-1	
g128	-1	
g1280	-1	
g1281	-1	
g1282	-1	
g1283	-1	
g1284	-1	
g1285	-1	
g1286	-1	
g1287	-1	
g1288	-1	
g1289	-1	
g1290	-1	
g1292	-1	
g134	-1	
g137	-1	
g138	-1	
g140	-1	
g142	-1	
g148	-1	
g153	-1	
g155	-1	
g156	-1	
g161	-1	
g168	-1	
g169	-1	
g17	-1	
g174	-1	
g180	-1	
g185	-1	
g189	-1	
g196	-1	
g197	-1	
g199	-1	
g2	-1	
g200	-1	
g201	-1	
g206	-1	
g207	-1	
g213	-1	
g220	-1	
g226	-1	
g229	-1	
g235	-1	
g241	-1	
g242	-1	
g244	-1	
g256	-1	
g264	-1	
g268	-1	
g269	-1	
g270	-1	
g271	-1	
g272	-1	
g273	-1	
g274	-1	
g275	-1	
g276	-1	
g28	-1	
g284	-1	
g286	-1	
g29	-1	
g292	-1	
g3	-1	
g303	-1	
g304	-1	
g32	-1	
g33	-1	
g357	-1	
g37	-1	
g372	-1	
g376	-1	
g38	-1	
g385	-1	
g386	-1	
g39	-1	
g392	-1	
g393	-1	
g394	-1	
g395	-1	
g396	-1	
g398	-1	
g40	-1	
g41	-1	
g42	-1	
g426	-1	
g429	-1	
g434	-1	
g439	-1	
g447	-1	
g454	-1	
g46	-1	
g468	-1	
g470	-1	
g491	-1	
g497	-1	
g51	-1	
g523	-1	
g531	-1	
g544	-1	
g545	-1	
g546	-1	
g547	-1	
g548	-1	
g567	-1	
g59	-1	
g590	-1	
g597	-1	
g598	-1	
g600	-1	
g627	-1	
g629	-1	
g630	-1	
g650	-1	
g655	-1	
g67	-1	
g68	-1	
g681	-1	
g683	-1	
g695	-1	
g701	-1	
g702	-1	
g703	-1	
g706	-1	
g717	-1	
g722	-1	
g727	-1	
g742	-1	
g747	-1	
g748	-1	
g758	-1	
g759	-1	
g764	-1	
g765	-1	
g769	-1	
g778	-1	
g779	-1	
g78	-1	
g786	-1	
g787	-1	
g791	-1	
g798	-1	
g80	-1	
g808	-1	
g809	-1	
g81	-1	
g819	-1	
g82	-1	
g83	-1	
g834	-1	
g840	-1	
g85	-1	
g859	-1	
g86	-1	
g87	-1	
g877	-1	
g88	-1	
g885	-1	
g887	-1	
g904	-1	
g906	-1	
g908	-1	
g918	-1	
g927	-1	
g930	-1	
g931	-1	
g933	-1	
g936	-1	
g939	-1	
g949	-1	
g950	-1	
g952	-1	
g954	-1	
g955	-1	
g96	-1	
g980	-1	
g982	-1	
g99	-1	
g990	-1	
Cre10.g417450	0	
Cre10.g417500	1	PF00160,PF04969
Cre10.g417550	1	PF02861
Cre10.g417600	0	
Cre10.g417650	1	PF00588
Cre10.g417700	1	PF00297
Cre10.g417750	1	PF01734
Cre10.g417850	1	PF04564
Cre10.g417950	1	PF00400,PF08145
Cre10.g418000	0	
Cre10.g418050	0	
Cre10.g418100	1	PF00227,PF10584
Cre10.g418150	1	PF06294
Cre10.g418200	0	
Cre10.g418250	0	
Cre10.g418300	1	PF03407
Cre10.g418350	0	
Cre10.g418400	1	PF01713,PF08590
Cre10.g418500	0	
Cre10.g418600	0	
Cre10.g418650	0	
Cre10.g418700	1	PF10237
Cre10.g418750	0	
Cre10.g418800	1	PF00612
Cre10.g418850	-1	
Cre10.g418900	1	PF00069,PF13499
Cre10.g418950	1	PF00225
Cre10.g419000	1	PF10248
Cre10.g419050	1	PF00006,PF00306
Cre10.g419100	0	
Cre10.g419150	0	
Cre10.g419200	0	
Cre10.g419250	0	
Cre10.g419300	0	
Cre10.g419350	0	
Cre10.g419400	0	
Cre10.g419443	0	
Cre10.g419500	0	
Cre10.g419550	1	PF07823
Cre10.g419600	1	PF07823
Cre10.g419650	0	
Cre10.g419700	1	PF05653
Cre10.g419750	1	PF01000,PF01193
Cre10.g419800	1	PF01066
Cre10.g419850	0	
Cre10.g419950	1	PF00536
Cre10.g420000	0	
Cre10.g420050	0	
Cre10.g420100	1	PF00226,PF01556
Cre10.g420150	0	
Cre10.g420200	1	PF12499
Cre10.g420250	0	
Cre10.g420350	1	PF02427
Cre10.g420400	1	PF19273
Cre10.g420450	1	PF03762
Cre10.g420500	1	PF00520
Cre10.g420521	-1	
Cre10.g420537	0	
Cre10.g420550	1	PF03572,PF17820
Cre10.g420551	0	
Cre10.g420561	1	PF02415
Cre10.g420600	0	
Cre10.g420650	1	PF00400,PF12894,PF24883
Cre10.g420750	1	PF01248
Cre10.g420800	1	PF25439
Cre10.g420850	0	
Cre10.g420900	1	PF00270,PF00271
Cre10.g420950	0	
Cre10.g421000	1	PF12937
Cre10.g421021	1	PF00249
Cre10.g421050	1	PF07699
Cre10.g421079	0	
Cre10.g421100	0	
Cre10.g421150	1	PF01822
Cre10.g421200	1	PF01985
Cre10.g421250	1	PF03081,PF20669
Cre10.g421300	0	
Cre10.g421350	1	PF05548
Cre10.g421400	1	PF01753
Cre10.g421450	0	
Cre10.g421500	0	
Cre10.g421550	1	PF03110
Cre10.g421600	1	PF00587,PF03129,PF07973
Cre10.g421650	1	PF03083
Cre10.g421700	1	PF01210,PF07479,PF12710
Cre10.g421750	0	
Cre10.g421800	1	PF02469
Cre10.g421850	1	PF09793,PF21166
Cre10.g421900	1	PF00530,PF06011
Cre10.g421950	1	PF12576
Cre10.g422000	1	PF02005
Cre10.g422050	1	PF13639
Cre10.g422100	0	
Cre10.g422150	1	PF05577
Cre10.g422200	-1	
Cre10.g422250	0	
Cre10.g422300	1	PF00578
Cre10.g422400	0	
Cre10.g422419	0	
Cre10.g422450	0	
Cre10.g422500	1	PF09112,PF09113
Cre10.g422550	0	
Cre10.g422600	1	PF01512,PF10589,PF22461
Cre10.g422650	1	PF14970
Cre10.g422700	1	PF08241
Cre10.g422718	0	
Cre10.g422750	1	PF00520,PF12796
Cre10.g422800	1	PF00226,PF00570
Cre10.g422850	1	PF02129
Cre10.g422900	1	PF07714
Cre10.g423150	0	
Cre10.g423200	1	PF07714
Cre10.g423250	1	PF00056,PF02866
Cre10.g423300	1	PF00326
Cre10.g423350	1	PF07052
Cre10.g423400	1	PF01207
Cre10.g423450	1	PF02441
Cre10.g423500	1	PF01126
Cre10.g423550	1	PF01212
Cre10.g423600	1	PF00400,PF13499,PF24883
Cre10.g423650	1	PF00298,PF03946
Cre10.g423700	1	PF07985
Cre10.g423750	1	PF13489
Cre10.g423800	1	PF02735,PF08785
Cre10.g423850	1	PF00530
Cre10.g423900	1	PF07460
Cre10.g423950	1	PF09801
Cre10.g424000	0	
Cre10.g424050	0	
Cre10.g424100	1	PF00719
Cre10.g424150	1	PF02268,PF02751
Cre10.g424200	1	PF04042
Cre10.g424250	0	
Cre10.g424300	1	PF00225
Cre10.g424350	1	PF00412,PF12315
Cre10.g424400	1	PF00227
Cre10.g424500	1	PF00294
Cre10.g424650	0	
Cre10.g424700	1	PF00069
Cre10.g424750	1	PF00391,PF01326,PF02896
Cre10.g424800	-1	
Cre10.g424850	1	PF01798,PF09785
Cre10.g424900	1	PF13640
Cre10.g425000	1	PF00069,PF07714
Cre10.g425050	1	PF00400
Cre10.g425100	1	PF01734,PF13855
Cre10.g425150	0	
Cre10.g425200	1	PF07156
Cre10.g425300	1	PF00733
Cre10.g425350	1	PF07714
Cre10.g425400	0	
Cre10.g425450	1	PF13450
Cre10.g425550	1	PF00996
Cre10.g425600	1	PF00702
Cre10.g425650	1	PF03006
Cre10.g425750	1	PF21032
Cre10.g425800	1	PF00929
Cre10.g425850	0	
Cre10.g425900	1	PF00504
Cre10.g425950	1	PF04073
Cre10.g426000	1	PF09138
Cre10.g426050	1	PF03572,PF17820
Cre10.g426200	0	
Cre10.g426250	1	PF10273
Cre10.g426350	1	PF13225
Cre10.g426400	1	PF00085
Cre10.g426450	0	
Cre10.g426500	0	
Cre10.g426550	0	
Cre10.g426600	1	PF00067
Cre10.g426643	-1	
Cre10.g426700	1	PF00067
Cre10.g426750	1	PF00067
Cre10.g426800	1	PF02458
Cre10.g426850	1	PF02458
Cre10.g426900	1	PF02458
Cre10.g426950	1	PF00067
Cre10.g427000	1	PF02536
Cre10.g427050	1	PF10609
Cre10.g427150	1	PF06246
Cre10.g427200	0	
Cre10.g427250	1	PF00235
Cre10.g427300	1	PF05186
Cre10.g427350	1	PF00067
Cre10.g427400	0	
Cre10.g427500	1	PF00067
Cre10.g427550	1	PF11051
Cre10.g427600	1	PF00004,PF09336,PF17862,PF21126
Cre10.g427650	0	
Cre10.g427700	1	PF00270,PF00271
Cre10.g427750	1	PF00225,PF23735
Cre10.g427800	1	PF01822
Cre10.g427850	1	PF13426,PF25474
Cre10.g427896	0	
Cre10.g427900	1	PF00211
Cre10.g427950	1	PF00211
Cre10.g428000	0	
Cre10.g428050	0	
Cre10.g428100	1	PF02005
Cre10.g428150	1	PF03109
Cre10.g428200	1	PF00076
Cre10.g428250	0	
Cre10.g428300	0	
Cre10.g428350	0	
Cre10.g428400	1	PF00849
Cre10.g428450	-1	
Cre10.g428500	1	PF01549,PF13640
Cre10.g428538	-1	
Cre10.g428550	1	PF00809,PF01288
Cre10.g428600	0	
Cre10.g428650	1	PF00069
Cre10.g428800	0	
Cre10.g428850	1	PF03645
Cre10.g428900	1	PF01479,PF01728
Cre10.g428950	1	PF01965
Cre10.g428966	0	
Cre10.g429000	1	PF00179
Cre10.g429017	0	
Cre10.g429050	1	PF00752,PF00867
Cre10.g429100	1	PF00587,PF03129,PF09180
Cre10.g429250	1	PF00069,PF07714
Cre10.g429300	1	PF00646
Cre10.g429350	1	PF05721
Cre10.g429400	0	
Cre10.g429450	0	
Cre10.g429500	0	
Cre10.g429550	1	PF00886
Cre10.g429600	1	PF01529
Cre10.g429601	1	PF01026
Cre10.g429650	1	PF12697
Cre10.g429750	1	PF13426,PF25474
Cre10.g429800	1	PF03109
Cre10.g429850	1	PF25003
Cre10.g429900	-1	
Cre10.g430000	0	
Cre10.g430050	1	PF00179
Cre10.g430100	1	PF03016
Cre10.g430150	1	PF11998,PF13181
Cre10.g430200	1	PF00884
Cre10.g430250	1	PF03016,PF07974
Cre10.g430300	0	
Cre10.g430350	0	
Cre10.g430400	1	PF01907
Cre10.g430450	1	PF00551,PF01842
Cre10.g430500	-1	
Cre10.g430550	0	
Cre10.g430600	0	
Cre10.g430650	0	
Cre10.g430800	1	PF03109
Cre10.g430850	0	
Cre10.g430900	1	PF04130
Cre10.g430950	1	PF00176,PF00271
Cre10.g431000	0	
Cre10.g431050	1	PF00024,PF00059,PF00530
Cre10.g431100	0	
Cre10.g431150	1	PF13424,PF21038,PF21040
Cre10.g431200	0	
Cre10.g431250	1	PF00211
Cre10.g431350	1	PF01734
Cre10.g431400	1	PF12706
Cre10.g431450	1	PF00583
Cre10.g431500	0	
Cre10.g431550	1	PF00107,PF08240
Cre10.g431650	1	PF01513,PF20143
Cre10.g431700	0	
Cre10.g431750	0	
Cre10.g431800	1	PF00884
Cre10.g431850	1	PF00300
Cre10.g431900	1	PF12796
Cre10.g431950	1	PF00069
Cre10.g432000	1	PF03178,PF10433,PF23726
Cre10.g432050	1	PF15239
Cre10.g432100	0	
Cre10.g432150	1	PF00069
Cre10.g432200	0	
Cre10.g432250	1	PF00069
Cre10.g432350	0	
Cre10.g432400	0	
Cre10.g432450	0	
Cre10.g432500	1	PF12717,PF12922
Cre10.g432550	1	PF00520
Cre10.g432600	1	PF00884
Cre10.g432650	1	PF05652,PF11969
Cre10.g432700	1	PF01423
Cre10.g432750	0	
Cre10.g432770	0	
Cre10.g432850	1	PF14825
Cre10.g432900	1	PF00248
Cre10.g432950	0	
Cre10.g433000	1	PF02091,PF02092
Cre10.g433050	1	PF00350
Cre10.g433100	1	PF01018,PF01926,PF09269
Cre10.g433150	1	PF24681
Cre10.g433200	1	PF00860
Cre10.g433250	1	PF00860
Cre10.g433300	0	
Cre10.g433350	1	PF03110
Cre10.g433400	1	PF03650
Cre10.g433450	1	PF00400
Cre10.g433500	1	PF04720
Cre10.g433550	1	PF01068,PF04675,PF04679
Cre10.g433600	1	PF02219,PF21895
Cre10.g433650	1	PF01189
Cre10.g433700	0	
Cre10.g433750	1	PF04926,PF04928,PF20750
Cre10.g433800	0	
Cre10.g433850	0	
Cre10.g433880	-1	
Cre10.g433900	1	PF00622,PF00632,PF01135
Cre10.g433950	1	PF14159
Cre10.g434150	0	
Cre10.g434200	0	
Cre10.g434250	1	PF02466
Cre10.g434300	1	PF00400
Cre10.g434350	1	PF04145
Cre10.g434400	1	PF14874
Cre10.g434450	1	PF01370
Cre10.g434500	1	PF00069
Cre10.g434550	0	
Cre10.g434600	1	PF00400,PF00520
Cre10.g434650	0	
Cre10.g434700	0	
Cre10.g434750	1	PF01450,PF07991
Cre10.g434800	0	
Cre10.g434850	0	
Cre10.g434900	1	PF01565,PF02913
Cre10.g435000	0	
Cre10.g435050	0	
Cre10.g435100	0	
Cre10.g435200	0	
Cre10.g435300	1	PF02127
Cre10.g435350	1	PF04667
Cre10.g435400	1	PF03398
Cre10.g435450	1	PF00320
Cre10.g435500	1	PF00889
Cre10.g435550	1	PF13646
Cre10.g435600	1	PF09799
Cre10.g435650	1	PF07690
Cre10.g435800	1	PF01370
Cre10.g435850	0	
Cre10.g435900	1	PF24787
Cre10.g435950	1	PF26188
Cre10.g436000	1	PF01477
Cre10.g436050	1	PF00081,PF02777
Cre10.g436053	0	
Cre10.g436100	1	PF07714,PF13185
Cre10.g436150	1	PF01121
Cre10.g436200	0	
Cre10.g436250	1	PF14240
Cre10.g436300	0	
Cre10.g436350	1	PF01202
Cre10.g436400	0	
Cre10.g436450	0	
Cre10.g436500	1	PF01975
Cre10.g436550	0	
Cre10.g436600	1	PF03193
Cre10.g436650	1	PF00270,PF00271
Cre10.g436700	1	PF02469
Cre10.g436800	1	PF01833,PF07691,PF10162,PF24606
Cre10.g436850	1	PF13432
Cre10.g436900	1	PF09139
Cre10.g436950	1	PF07534
Cre10.g437000	1	PF14240
Cre10.g437050	1	PF06644
Cre10.g437100	1	PF04063,PF04064
Cre10.g437150	1	PF00134,PF13812,PF17177
Cre10.g437250	1	PF12796
Cre10.g437300	1	PF23106
Cre10.g437350	1	PF00153,PF13202,PF13405
Cre10.g437400	0	
Cre10.g437450	1	PF18360
Cre10.g437500	1	PF08038
Cre10.g437550	0	
Cre10.g437600	-1	
Cre10.g437650	0	
Cre10.g437700	0	
Cre10.g437800	0	
Cre10.g437829	1	PF09273
Cre10.g437850	1	PF00076
Cre10.g437900	1	PF06101
Cre10.g437950	1	PF01074,PF07748,PF09261,PF17677,PF22907
Cre10.g438000	0	
Cre10.g438050	1	PF00109,PF02801
Cre10.g438100	1	PF13242,PF13344
Cre10.g438150	1	PF13920
Cre10.g438200	1	PF13920
Cre10.g438250	0	
Cre10.g438300	0	
Cre10.g438350	0	
Cre10.g438400	0	
Cre10.g438450	0	
Cre10.g438500	1	PF13516
Cre10.g438550	1	PF02416
Cre10.g438600	1	PF09072
Cre10.g438650	1	PF00406
Cre10.g438700	1	PF00400,PF04003,PF25172,PF25173
Cre10.g438750	1	PF11712
Cre10.g438800	-1	
Cre10.g438850	1	PF00170
Cre10.g438900	-1	
Cre10.g438950	0	
Cre10.g439000	1	PF00005,PF06472
Cre10.g439050	1	PF00153
Cre10.g439100	1	PF00118
Cre10.g439150	1	PF00004,PF16450,PF17862
Cre10.g439200	0	
Cre10.g439250	0	
Cre10.g439300	0	
Cre10.g439350	1	PF13181
Cre10.g439400	1	PF01425
Cre10.g439450	1	PF05517
Cre10.g439500	0	
Cre10.g439550	1	PF07534
Cre10.g439600	1	PF05879,PF20428
Cre10.g439650	1	PF04124
Cre10.g439700	1	PF00076
Cre10.g439750	0	
Cre10.g439800	0	
Cre10.g439850	1	PF02990
Cre10.g439900	1	PF00012
Cre10.g439950	0	
Cre10.g440000	0	
Cre10.g440050	1	PF01370
Cre10.g440150	1	PF08583
Cre10.g440200	1	PF02463
Cre10.g440250	1	PF00300
Cre10.g440300	1	PF13476
Cre10.g440350	0	
Cre10.g440400	0	
Cre10.g440450	1	PF03912
Cre10.g440500	1	PF12738
Cre10.g440550	1	PF13540
Cre10.g440600	0	
Cre10.g440650	1	PF13649
Cre10.g440700	1	PF13883
Cre10.g440750	1	PF00204,PF00986,PF01751,PF02518
Cre10.g440800	0	
Cre10.g440850	1	PF00255
Cre10.g440900	1	PF01138,PF03725
Cre10.g440950	1	PF00612,PF24923
Cre10.g441000	1	PF08711
Cre10.g441050	1	PF00628,PF12165
Cre10.g441100	1	PF04113
Cre10.g441150	0	
Cre10.g441200	1	PF05383,PF21071
Cre10.g441250	1	PF10149
Cre10.g441300	0	
Cre10.g441350	0	
Cre10.g441400	1	PF01798,PF08156
Cre10.g441450	1	PF05178,PF12936
Cre10.g441500	1	PF10275
Cre10.g441550	1	PF01595
Cre10.g441600	0	
Cre10.g441650	1	PF25036
Cre10.g441700	0	
Cre10.g441750	1	PF13537
Cre10.g441800	1	PF05066
Cre10.g441850	0	
Cre10.g441900	1	PF15739
Cre10.g441950	1	PF01423
Cre10.g442000	1	PF08640,PF24892
Cre10.g442041	0	
Cre10.g442050	0	
Cre10.g442150	0	
Cre10.g442200	1	PF01073
Cre10.g442250	1	PF12333,PF25781
Cre10.g442300	0	
Cre10.g442350	0	
Cre10.g442400	1	PF01125
Cre10.g442450	1	PF12678
Cre10.g442500	0	
Cre10.g442550	0	
Cre10.g442600	1	PF00860
Cre10.g442650	1	PF01424,PF13086,PF13087,PF21138
Cre10.g442700	1	PF06068,PF17856
Cre10.g442750	1	PF13639
Cre10.g442800	1	PF00860
Cre10.g442850	1	PF00505,PF01131,PF01396,PF01751,PF13368
Cre10.g442950	1	PF13483
Cre10.g443000	1	PF00005,PF00664
Cre10.g443050	1	PF13640
Cre10.g443100	1	PF00856
Cre10.g443150	0	
Cre10.g443250	1	PF00118
Cre10.g443300	1	PF00069
Cre10.g443350	1	PF10474,PF10475
Cre10.g443400	0	
Cre10.g443500	1	PF03364
Cre10.g443550	1	PF00027,PF00069,PF00481
Cre10.g443600	0	
Cre10.g443650	1	PF11470
Cre10.g443700	1	PF04564
Cre10.g443750	0	
Cre10.g443850	1	PF00675,PF05193
Cre10.g443950	1	PF04564,PF05049
Cre10.g444000	1	PF05049
Cre10.g444086	0	
Cre10.g444100	1	PF04564,PF05049
Cre10.g444150	1	PF05049
Cre10.g444200	-1	
Cre10.g444250	1	PF00650
Cre10.g444300	0	
Cre10.g444317	0	
Cre10.g444400	1	PF21040
Cre10.g444450	1	PF00397
Cre10.g444500	1	PF00581
Cre10.g444550	1	PF01343
Cre10.g444600	0	
Cre10.g444650	0	
Cre10.g444700	1	PF00128,PF02806,PF02922
Cre10.g444750	0	
Cre10.g444800	0	
Cre10.g444850	1	PF00520
Cre10.g444900	1	PF01554
Cre10.g444950	0	
Cre10.g445000	1	PF02080,PF03600
Cre10.g445050	1	PF02080,PF03600
Cre10.g445100	0	
Cre10.g445150	1	PF01612,PF04073
Cre10.g445151	0	
Cre10.g445300	-1	
Cre10.g445600	1	PF04950,PF08142
Cre10.g445650	1	PF02463,PF06470
Cre10.g445700	1	PF07714
Cre10.g445750	0	
Cre10.g445800	0	
Cre10.g445850	1	PF01554
Cre10.g445900	1	PF00226,PF14901,PF18201
Cre10.g446000	1	PF10358
Cre10.g446050	1	PF01697
Cre10.g446100	1	PF00085
Cre10.g446150	1	PF01697
Cre10.g446200	1	PF11566
Cre10.g446250	1	PF00004,PF23315
Cre10.g446282	-1	
Cre10.g446350	1	PF01789
Cre10.g446400	1	PF00004,PF17862
Cre10.g446450	1	PF00072
Cre10.g446500	1	PF07534
Cre10.g446550	1	PF01990
Cre10.g446650	1	PF00270,PF02889,PF23445
Cre10.g446700	1	PF01529,PF12796,PF13637
Cre10.g446750	1	PF01344,PF13964
Cre10.g446800	0	
Cre10.g446850	1	PF02373
Cre10.g446900	1	PF00400
Cre10.g446950	1	PF00397,PF02213
Cre10.g447000	0	
Cre10.g447050	0	
Cre10.g447100	1	PF02330
Cre10.g447200	0	
Cre10.g447264	-1	
Cre10.g447300	1	PF00240,PF00627,PF09668
Cre10.g447350	1	PF04810,PF04811
Cre10.g447400	0	
Cre10.g447450	0	
Cre10.g447500	1	PF00225
Cre10.g447550	1	PF22422
Cre10.g447600	0	
Cre10.g447650	0	
Cre10.g447735	0	
Cre10.g447800	1	PF05731,PF25045
Cre10.g447850	1	PF04143,PF20398
Cre10.g447900	1	PF12239
Cre10.g447950	0	
Cre10.g448000	0	
Cre10.g448050	-1	
Cre10.g448100	1	PF03547
Cre10.g448150	1	PF01847
Cre10.g448200	1	PF00025
