# Provenance:
#   Script: /media/drn2/External/TARA-Oceans/MANUSCRIPT/.wt_ralph58/task2/scripts/pnps_analysis/download_uniprot_pfam_20260530_202800.py
#   Source: UniProt REST API (organism_id:3055, all proteins)
#   Date: 2026-05-30 20:31:01
#   Total entries: 19802
Entry	Gene Names	Pfam
A0A2K3DCL8	CHLRE_09g404250v5	PF07645;PF01476;PF00112;
A0A2K3DCT7	CHLRE_09g401300v5	PF06220;
A0A2K3DD15	CHLRE_09g398350v5	PF04564;PF10408;
A0A2K3DD53	CHLRE_09g396700v5	PF00871;
A0A2K3DDM4	CHLRE_09g388850v5	PF13246;PF00689;PF00690;PF00122;
A0A2K3DDR6	CHLRE_09g387400v5	PF00136;PF03104;PF24055;PF24065;
A0A2K3DEZ8	CHLRE_09g400553v5	PF02259;PF02260;PF08771;PF23593;PF11865;PF00454;
A0A2K3DF40	CHLRE_09g401886v5	PF00141;
A0A2K3DF91	CHLRE_09g406400v5	PF00122;PF00403;PF00702;
A0A2K3DFH4	CHLRE_09g408950v5	PF13329;
A0A2K3DGA4	CHLRE_08g358580v5	PF25596;PF02786;PF02787;PF02142;
A0A2K3DGA9	CHLRE_08g358900v5	PF00156;
A0A2K3DGD3	CHLRE_08g359700v5	PF16881;PF04055;
A0A2K3DGG4	CHLRE_08g359900v5	PF00069;
A0A2K3DGP1	CHLRE_08g363500v5	PF04387;
A0A2K3DGR2	GATC CHLRE_08g364650v5	PF02686;PF01588;
A0A2K3DGU0	CHLRE_08g365600v5	PF08543;PF03070;PF02581;
A0A2K3DH17	CHLRE_08g368900v5	PF02272;PF01411;PF07973;
A0A2K3DH31	CHLRE_08g368900v5	PF02272;PF01411;PF07973;
A0A2K3DHN4	CHLRE_08g375200v5	PF08356;PF00071;
A0A2K3DHQ7	CHLRE_08g376100v5	PF00459;
A0A2K3DHS7	CHLRE_08g377350v5	PF00406;PF05186;PF00625;PF00612;
A0A2K3DI56	CHLRE_08g382545v5	PF02597;
A0A2K3DIC1	CHLRE_08g385050v5	PF00069;
A0A2K3DID6	CHLRE_08g385650v5	PF00069;
A0A2K3DIL4	CHLRE_07g314550v5	PF02390;
A0A2K3DIP5	CHLRE_07g316850v5	PF00493;PF17855;PF14551;PF17207;
A0A2K3DJ11	CHLRE_07g320650v5	PF04188;
A0A2K3DJ39	CHLRE_07g322176v5	PF06883;PF04563;PF04561;PF04565;PF00562;PF04560;
A0A2K3DJ43	CHLRE_07g322250v5	PF02391;
A0A2K3DJC2	CHLRE_07g325716v5	PF04679;PF01068;PF04675;
A0A2K3DJT8	CHLRE_07g329900v5	PF01036;PF00211;PF02518;PF00512;PF00072;PF00536;
A0A2K3DK84	CHLRE_07g336600v5	PF01532;
A0A2K3DKC4	CHLRE_07g338400v5	PF08652;
A0A2K3DLJ9	CHLRE_07g354250v5	PF00162;
A0A2K3DLM4	CHLRE_07g356150v5	PF01435;PF16491;
A0A2K3DLX4	CHLRE_06g250500v5	PF01256;
A0A2K3DLX7	CHLRE_06g250200v5	PF02773;PF02772;PF00438;
A0A2K3DLZ7	CHLRE_06g250902v5	PF02310;PF02965;PF00809;PF02574;
A0A2K3DM03	CHLRE_06g252100v5	PF22958;PF22999;PF23009;
A0A2K3DMS1	CHLRE_06g261700v5	PF00466;PF17777;
A0A2K3DNA7	CHLRE_06g270100v5	PF00128;PF02806;PF02922;
A0A2K3DNZ9	CHLRE_06g278157v5	PF03747;
A0A2K3DPT0	CHLRE_06g281350v5	PF00004;PF05362;PF22667;PF02190;
A0A2K3DQB8	CHLRE_06g291800v5	PF01040;
A0A2K3DQK9	CHLRE_06g295700v5	PF00493;PF17855;PF14551;PF17207;
A0A2K3DQN1	CHLRE_06g297016v5	PF16203;PF13625;PF04851;
A0A2K3DR64	CHLRE_06g301600v5	PF01532;PF02225;
A0A2K3DRI1	CHLRE_06g307300v5	PF00153;
A0A2K3DRT1	CHLRE_05g233800v5	PF03129;PF00587;PF00458;
A0A2K3DS72	COQ5 CHLRE_05g245450v5	PF01209;
A0A2K3DSC5	CHLRE_05g244250v5	PF12774;PF12775;PF12780;PF12781;PF18198;PF08393;PF22597;PF17852;PF18199;PF03028;PF12777;
A0A2K3DSN0	CHLRE_05g234657v5	PF03481;PF01300;
A0A2K3DSP5	CHLRE_05g234664v5	PF01256;
A0A2K3DST4	CHLRE_05g234700v5	PF00224;PF02887;
A0A2K3DSU8	CHLRE_05g236500v5	PF04734;PF17048;
A0A2K3DT04	CHLRE_05g238374v5	PF01485;PF22191;PF00097;
A0A2K3DT30	CHLRE_05g239100v5	
A0A2K3DTD5	CHLRE_04g217550v5	PF05470;PF26569;PF01399;
A0A2K3DTG6	CHLRE_04g217922v5	PF25563;PF13639;
A0A2K3DTT8	CHLRE_04g214500v5	PF00180;
A0A2K3DTU6	CHLRE_04g214350v5	PF12254;PF00136;PF03104;PF08996;
A0A2K3DTU9	THI1 CHLRE_04g214150v5	PF01946;
A0A2K3DTX9	CHLRE_04g213652v5	PF12009;PF21399;
A0A2K3DU67	CHLRE_04g220200v5	PF00999;PF02254;
A0A2K3DU69	CHLRE_04g219750v5	PF00270;PF00271;PF16124;PF09382;
A0A2K3DU70	CHLRE_04g220200v5	PF00999;PF02254;
A0A2K3DU71	CHLRE_04g220200v5	PF00999;PF02254;
A0A2K3DUX7	CHLRE_04g230144v5	PF00155;
A0A2K3DUZ8	CHLRE_04g229948v5	PF01207;PF25585;
A0A2K3DV20	CHLRE_03g143907v5	PF01853;PF11717;PF17772;
A0A2K3DV97	CHLRE_03g145127v5	PF12774;PF12775;PF12780;PF12781;PF17857;PF18198;PF08393;PF17852;PF18199;PF03028;PF00630;PF07646;PF24681;PF12777;PF01833;
A0A2K3DVB1	CHLRE_03g145267v5	PF01979;
A0A2K3DVC2	CHLRE_03g145687v5	PF00867;PF00752;
A0A2K3DVC3	CHLRE_03g145767v5	PF01612;PF00570;
A0A2K3DVF9	CHLRE_03g146507v5	PF00155;
A0A2K3DVK1	CHLRE_03g149300v5	PF04055;PF00919;
A0A2K3DVR8	CHLRE_03g152000v5	PF00266;PF03473;PF03476;
A0A2K3DVY2	CHLRE_03g155051v5	PF00282;
A0A2K3DVY4	CHLRE_03g154850v5	PF05019;
A0A2K3DWC2	CHLRE_03g159900v5	PF01163;
A0A2K3DWN1	CHLRE_03g165000v5	PF00679;PF00009;PF03144;PF06421;
A0A2K3DWN6	CHLRE_03g165215v5	PF16420;PF00899;
A0A2K3DWP2	CHLRE_03g165050v5	PF00690;PF00122;PF00702;
A0A2K3DWQ1	CHLRE_03g165750v5	PF04997;PF00623;PF04983;PF05000;PF04998;
A0A2K3DWV5	CHLRE_03g167924v5	PF04387;
A0A2K3DWZ3	CHLRE_03g169550v5	PF01786;
A0A2K3DX99	CHLRE_03g174000v5	PF00679;PF00009;PF06421;
A0A2K3DXB8	CHLRE_03g175000v5	PF01138;PF03725;
A0A2K3DXE2	CHLRE_03g175850v5	PF03372;
A0A2K3DXL1	CHLRE_03g178950v5	PF00270;PF00271;PF16124;
A0A2K3DXL6	CHLRE_03g178600v5	PF14370;PF01028;PF02919;
A0A2K3DXM2	CHLRE_03g178650v5	PF00493;PF17855;PF14551;PF17207;PF18263;
A0A2K3DXP3	CHLRE_03g179961v5	PF03104;PF08490;PF22634;PF22912;PF23250;
A0A2K3DY10	CHLRE_03g185550v5	PF00316;PF18913;
A0A2K3DY21	CHLRE_03g185500v5	PF00328;PF18086;
A0A2K3DY61	CHLRE_03g187350v5	PF00091;
A0A2K3DYD7	CHLRE_03g191200v5	
A0A2K3DYE8	CHLRE_03g192550v5	PF13476;
A0A2K3DYI2	CHLRE_03g192850v5	PF13718;PF05127;PF08351;PF13725;
A0A2K3DYL8	CHLRE_03g195500v5	PF01734;
A0A2K3DZ72	CHLRE_03g204601v5	PF00294;
A0A2K3E0E4	CHLRE_02g078858v5	PF01080;
A0A2K3E0I1	CHLRE_02g080600v5	PF00012;
A0A2K3E0J5	CHLRE_02g080350v5	PF00627;PF00443;PF02148;PF17807;
A0A2K3E0T4	TOP6A CHLRE_02g084800v5	PF21180;PF04406;
A0A2K3E124	CHLRE_02g087950v5	PF19303;PF09334;PF01588;
A0A2K3E150	CHLRE_02g089237v5	PF18995;PF22960;PF02207;
A0A2K3E158	CHLRE_02g089608v5	PF23109;PF06733;PF13307;
A0A2K3E1V4	CHLRE_02g095147v5	PF13439;PF00534;
A0A2K3E2P8	CHLRE_02g107000v5	PF00069;
A0A2K3E372	LIP1P CHLRE_02g114400v5	PF16881;PF04055;
A0A2K3E3A7	CHLRE_02g114750v5	PF13499;PF00069;
A0A2K3E3U6	CHLRE_02g145100v5	PF13246;PF00689;PF00690;PF00122;PF08282;
A0A2K3E3Y9	CHLRE_02g143200v5	PF26023;PF02272;PF01411;PF07973;
A0A2K3E486	CHLRE_02g141606v5	PF12774;PF12775;PF12780;PF12781;PF18198;PF08393;PF22597;PF17852;PF18199;PF03028;PF12777;
A0A2K3E4N6	CHLRE_01g000650v5	PF01179;PF02727;PF02728;
A0A2K3E5A0	CHLRE_01g009250v5	PF00204;PF00521;PF02518;PF01751;PF16898;
A0A2K3E5R9	CHLRE_01g016528v5	PF00596;PF00702;
A0A2K3E5T4	CHLRE_01g015250v5	PF00136;PF03104;PF24065;PF14260;
A0A2K3E5Z0	TOP6B CHLRE_01g019750v5	PF13589;PF09239;
A0A2K3E6C1	CHLRE_01g025850v5	PF05153;
A0A2K3E6D5	CHLRE_01g023150v5	PF00493;PF21933;PF17855;PF14551;PF17207;
A0A2K3E6F3	CHLRE_01g027200v5	PF00179;
A0A2K3E706	CHLRE_01g035500v5	PF00454;PF00792;PF00613;
A0A2K3E729	CHLRE_01g036350v5	PF13246;PF00689;PF00690;PF00122;PF08282;
A0A2K3E738	CHLRE_01g036950v5	PF02654;
A0A2K3E769	CHLRE_01g037400v5	PF00160;PF08231;
A0A2K3E7F7	CHLRE_01g041300v5	PF04922;
A0A2K3E7W9	CHLRE_01g048950v5	PF00215;PF00156;
A0A2K3E888	CHLRE_01g054150v5	PF07992;PF00085;
A2PZC2	EZY11 CHLRE_13g565800v5	PF03214;
A8HMC0	CHLRE_01g038400v5	PF00262;
A8HP06	CHLRE_14g619133v5	PF00890;PF02910;
A8HRS8	CHLRE_13g566050v5	PF01423;
A8HUE0	EIF6 CHLRE_13g585150v5	PF01912;
A8HVK4	CHLRE_06g273600v5	PF01599;PF00240;
A8HVZ5	CHLRE_06g271100v5	PF00069;
A8HX04	CHLRE_06g264200v5	PF13085;PF13534;
A8HYD8	UBCH1p CHLRE_06g253300v5	PF01088;PF18031;
A8HYN9	LSM4 CHLRE_06g251300v5	PF01423;
A8I074	CHLRE_10g453450v5	PF01423;
A8I0E2	CHLRE_10g455300v5	PF01423;
A8I164	CHLRE_10g461050v5	PF00006;PF02874;PF16886;PF22919;
A8I531	CHLRE_05g242000v5	PF17863;PF01078;PF13519;
A8I6R4	CHLRE_07g318750v5	PF00586;PF02769;
A8I7T8	CHLRE_02g080700v5	PF00012;
A8I7Y8	CHLRE_02g081550v5	PF13238;
A8I815	CHLRE_02g082000v5	PF00730;
A8I8K4	CHLRE_02g085900v5	PF00459;
A8I980	CHLRE_02g091050v5	PF00490;
A8I9S6	CHLRE_02g073650v5	PF08606;PF24814;
A8IAN1	CHLRE_02g080200v5	PF02779;PF22613;PF00456;
A8IBA6	CHLRE_10g431350v5	PF01734;
A8IIN4	GATA CHLRE_10g439400v5	PF01425;
A8IKQ0	CHLRE_12g510650v5	PF00316;PF18913;
A8IKQ6	CHLRE_12g510800v5	PF17863;PF01078;
A8IKW6	CHLRE_12g511900v5	PF00834;
A8IMN5	CHLRE_06g308500v5	PF00988;PF00117;
A8IMZ5	CHLRE_06g306300v5	PF17863;PF01078;
A8INY3	CHLRE_06g299300v5	PF00091;PF03953;
A8IQ05	CHLRE_17g703700v5	PF08442;PF00549;
A8IRV6	CHLRE_03g190100v5	PF08662;PF00076;
A8ISU1	CHLRE_04g220700v5	PF00069;
A8IT25	CHLRE_04g223850v5	PF00270;PF00271;
A8ITS8	CHLRE_07g343700v5	PF00198;PF00364;
A8IVR6	CHLRE_12g533550v5	PF00224;PF02887;
A8IWJ8	CHLRE_03g193850v5	PF02629;PF00549;
A8IY04	CHLRE_12g542850v5	PF03079;
A8IZJ9	CHLRE_09g388000v5	PF00069;
A8J0B0	CHLRE_09g394436v5	PF03030;
A8J173	CHLRE_09g389689v5	PF01118;PF02774;
A8J1B6	CHLRE_09g386650v5	PF00153;
A8J1C1	CHLRE_09g386400v5	PF09358;PF00899;PF10585;
A8J1M5	CHLRE_09g403800v5	PF12774;PF12775;PF12780;PF12781;PF17857;PF18198;PF08385;PF08393;PF17852;PF18199;PF03028;PF12777;
A8J1U1	CHLRE_09g386750v5	PF13589;PF00183;
A8J1Z0	CHLRE_06g279750v5	PF00557;PF15801;
A8J2N5	CHLRE_03g150950v5	PF00535;
A8J2Y5	CHLRE_03g145907v5	PF01728;
A8J4P9	CHLRE_09g410950v5	PF00173;PF00970;PF03404;PF00175;PF00174;
A8J4W8	CHLRE_09g414050v5	PF06068;PF17856;
A8J537	CHLRE_09g417150v5	PF00199;PF06628;
A8J6Q7	CHLRE_17g726750v5	PF01474;
A8J977	CHLRE_06g278101v5	PF00291;
A8J9E6	CHLRE_16g652100v5	PF00557;
A8J9H8	CHLRE_16g650550v5	PF00334;
A8JAP7	CHLRE_14g614300v5	PF00571;PF00478;
A8JAY5	CHLRE_13g606050v5	PF22421;PF00579;
A8JBY2	CHLRE_11g467739v5	PF10243;PF17749;
A8JC04	CHLRE_11g467770v5	PF00162;
A8JCF0	CHLRE_07g338000v5	PF00493;PF12619;PF17855;PF14551;PF17207;PF23669;
A8JCP5	CHLRE_01g054500v5	PF01262;PF05222;PF02233;PF12769;
A8JEP4	CHLRE_04g217929v5	PF00173;PF03404;PF00174;
A8JER6	CHLRE_08g370300v5	PF10163;
A8JFB1	CHLRE_16g663900v5	PF01379;PF03900;
A8JGK5	CHLRE_12g498100v5	PF09440;PF01399;
A8JGU7	CHLRE_02g117500v5	PF00349;PF03727;
A8JGW5	CHLRE_12g558700v5	PF00334;PF25364;
A8JHR4	CHLRE_12g559800v5	PF01124;
A8JHR9	CHLRE_12g485150v5	PF02800;PF00044;
A8WCT5	FER2 CHLRE_13g574500v5	PF00210;
B2XY88	cox1 cox	PF00115;
B7U1J0	atpA	PF00006;PF00306;PF02874;
C4PG67	NS CHLRE_10g435250v5	PF00795;PF02540;
C5HJ53	petA	PF01333;PF16639;
D0FZF9	rbcL	PF00016;PF02788;
D5LB07	UBCH1m	PF01088;PF18031;
D9IPD0	SRT1 CHLRE_12g524650v5	PF02146;
O22416	UNI3	PF00091;
O22472	CAT	PF00199;PF06628;
O22547	CHLRE_09g386758v5	PF02775;PF00205;PF02776;
O48949	PDI CHLRE_02g088200v5	PF00085;PF13848;
O49229	ALS	PF02775;PF00205;PF02776;
O65000	AOX1 CHLRE_09g395950v5	PF01786;
Q2LGZ4		PF00994;PF03454;PF03453;
Q4AC22	DHC9	PF12774;PF12775;PF12780;PF12781;PF18198;PF08393;PF22597;PF17852;PF18199;PF03028;PF12777;
Q548U3		PF00162;
Q5K1Y0	adometdc CHLRE_03g205900v5	PF01536;
Q695H0	CPKG1 CHLRE_02g076900v5	PF00027;PF00069;PF00433;
Q69B19	CHLRE_16g654300v5	PF00612;PF00334;
Q6J213	PDS CHLRE_12g509650v5	PF01593;
Q6PLP9		PF01088;PF18031;
Q6Q242	CHLRE_14g622850v5	PF14520;PF08423;
Q6V9B2		PF01512;PF10589;PF22461;
Q84X75	CHLRE_03g172000v5	PF13561;
Q8LRU1	Fer1 CHLRE_09g387800v5	PF00210;
Q8SAQ6	gnd	PF00393;PF03446;
Q8W4V3	shmt CHLRE_16g664550v5	PF00464;
Q93Z22	PMA2 CHLRE_10g459200v5	PF00690;PF00122;PF00702;
Q9ATG5	ars2 Ars2 CHLRE_16g671350v5	PF00884;
Q9FE26	AOX2	PF01786;
Q9FEK6	lhcb5 CHLRE_16g673650v5	PF00504;
Q9FNS3	pmh1	PF00690;PF00122;PF00702;
Q9FXT7	CrMPK2 CHLRE_01g010000v5	PF00069;
Q9LLJ1	CHLRE_12g529550v5	PF00069;
Q9LLL6	STA6 CHLRE_03g188250v5	PF25247;PF00483;
Q9SNV7	KATNA1 CHLRE_10g427600v5	PF00004;PF17862;PF21126;PF09336;
A0A0A1H1F6	FAP59 CHLRE_17g701250v5	PF24161;
A0A0B5KTL4	CHLRE_01g053000v5	PF12710;PF07479;PF01210;
A0A0B5KYA7		PF12710;PF07479;PF01210;
A0A0G4DBZ7	TAR1	PF00069;
A0A0K0MNL8		PF01036;
A0A0U2Q5E3	UVS9 CHLRE_10g429050v5	PF00867;PF00752;
A0A140CTI1	Arl3 CHLRE_04g218250v5	PF00025;
A0A1W7GJN7		PF14933;
A0A218N8A4	clpP	PF00574;
A0A218N8A9	tufA	PF00009;PF03144;PF03143;
A0A218N8B5	ycf4	PF02392;
A0A218N8B8	ccsA ycf5	PF01578;
A0A218N8C5	psbK	PF02533;
A0A218N8D6	rpoC1	PF04997;PF00623;PF04983;
A0A218N8D7	psbZ	PF01737;
A0A218N8E9	rps9	PF00380;
A0A218N8I0	rps3	PF00189;
A0A218N8I2	cemA ycf10	PF03040;
A0A218N8J1	petL	PF05115;
A0A218N8J2	atpI	PF00119;
A0A218N8K4	psbI	PF02532;
A0A218N8L2	psbL	PF02419;
A0A218N8N4	rps18	PF01084;
A0A218N8N6	rpl16	PF00252;
A0A218N8P4	rpl36 secX	PF00444;
A0A218N8P7	rps12	PF00164;
A0A218N8P8	petG	PF02529;
A0A218N8P9	atpF	PF00430;
A0A218N8Q6	rpoB	PF00562;PF04560;
A0A218N8S0	psbB	PF00421;
A0A218N8U0	rps14	PF00253;
A0A218N8U2	psbH	PF00737;
A0A218N8U4	rpl2	PF03947;PF00181;
A0A218N8V2	rpl23	PF00276;
A0A218N8W1	psbT	PF01405;
A0A218N8W3	ycf3	PF00515;
A0A218N8W4	psbJ	PF01788;
A0A218N8X3	rps2	PF00318;PF01938;
A0A218N8Z8	rps4	PF00163;PF01479;
A0A218N906	atpE	PF00401;PF02823;
A0A218N907	petD	PF00032;
A0A218N953	rpl5	PF00281;PF00673;
A0A218N963	rps11	PF00411;
A0A218N972	rpl20	PF00453;
A0A218N973	rpl14	PF00238;
A0A218N982	psbN	PF02468;
A0A218N984	psbM	PF05151;
A0A218N994	ycf12 psb30	PF05969;
A0A218N9A1	rps7	PF00177;
A0A218N9B0	rps8	PF00410;
A0A218N9B1	rps19	PF00203;
A0A218N9C3	rpoA	PF01000;PF03118;PF01193;
A0A286T4S6		PF04969;
A0A2K3CMQ0	CHLRE_50g761497v5	PF01544;
A0A2K3CMR1	CHLRE_50g761447v5	PF01189;PF01029;PF22458;
A0A2K3CMT2	CHLRE_45g760847v5	PF20209;PF05970;
A0A2K3CMU3	CHLRE_42g760447v5	PF07714;
A0A2K3CMW9	CHLRE_33g758897v5	PF03919;PF01331;
A0A2K3CMX8	CHLRE_33g758897v5	PF03919;PF01331;
A0A2K3CMX9	CHLRE_33g758847v5	PF00112;
A0A2K3CMY3	CHLRE_29g757797v5	PF14214;
A0A2K3CMY7	CHLRE_32g758797v5	PF14214;PF00628;PF05970;
A0A2K3CN09	CHLRE_26g756847v5	PF01734;
A0A2K3CN22	CHLRE_24g755397v5	
A0A2K3CN25	CHLRE_24g755297v5	PF00338;
A0A2K3CN31	CHLRE_24g755347v5	PF00270;PF21010;PF00271;PF07717;PF04408;
A0A2K3CN33	CHLRE_24g755647v5	
A0A2K3CN43	CHLRE_24g755447v5	PF04889;
A0A2K3CN44	CHLRE_24g755947v5	PF05686;
A0A2K3CN86	CHLRE_22g753847v5	
A0A2K3CN96	CHLRE_21g752047v5	PF20209;PF14214;
A0A2K3CNA2	CHLRE_21g752697v5	PF00078;
A0A2K3CNA8	CHLRE_21g752397v5	PF13245;
A0A2K3CNC5	CHLRE_19g750397v5	PF01471;
A0A2K3CND3	CHLRE_19g750697v5	PF08373;
A0A2K3CND5	CHLRE_19g750447v5	PF02225;PF00082;
A0A2K3CND6	CHLRE_19g750497v5	PF08373;
A0A2K3CND7	CHLRE_19g750547v5	PF13202;PF22366;PF07992;
A0A2K3CND8	CHLRE_19g750597v5	PF13499;PF00069;
A0A2K3CNE1	CHLRE_19g750197v5	PF00225;
A0A2K3CNE3	CHLRE_19g750547v5	PF13202;PF22366;PF07992;
A0A2K3CNE5	CHLRE_19g750847v5	PF01145;PF16200;
A0A2K3CNE6	CHLRE_19g750747v5	PF08373;
A0A2K3CNE7	CHLRE_19g750797v5	PF00069;
A0A2K3CNE8	CHLRE_19g750547v5	PF13202;PF22366;PF07992;
A0A2K3CNF0	CHLRE_19g750547v5	PF13202;PF22366;PF07992;
A0A2K3CNF2	CHLRE_19g750897v5	PF00383;
A0A2K3CNF3	CHLRE_19g750847v5	PF01145;PF16200;
A0A2K3CNF5	CHLRE_19g751247v5	PF11527;
A0A2K3CNF8	CHLRE_19g750897v5	PF00383;
A0A2K3CNG2	CHLRE_19g750847v5	PF01145;PF16200;
A0A2K3CNH1	CHLRE_19g751247v5	PF11527;
A0A2K3CNH4	CHLRE_18g748497v5	PF02383;
A0A2K3CNI1	CHLRE_18g748447v5	PF01106;
A0A2K3CNI4	CHLRE_18g748947v5	PF03151;
A0A2K3CNJ0	CHLRE_18g749247v5	
A0A2K3CNJ9	CHLRE_18g749697v5	PF00852;
A0A2K3CNK1	CHLRE_18g748997v5	
A0A2K3CNK2	CHLRE_18g749497v5	PF01071;PF02843;PF02844;
A0A2K3CNL9	CHLRE_17g696250v5	PF02854;
A0A2K3CNM8	CHLRE_17g696900v5	PF07714;
A0A2K3CNN0	CHLRE_17g696300v5	PF01424;PF25447;
A0A2K3CNN4	CHLRE_17g696950v5	PF07714;
A0A2K3CNN9	CHLRE_17g696750v5	
A0A2K3CNP0	CHLRE_17g697300v5	PF01476;PF00112;
A0A2K3CNP3	CHLRE_17g697624v5	PF01138;PF03725;
A0A2K3CNP4	CHLRE_17g697350v5	PF05700;
A0A2K3CNP6	CHLRE_17g697934v5	PF09768;
A0A2K3CNQ0	CHLRE_17g697450v5	PF10255;
A0A2K3CNQ7	CHLRE_17g698150v5	PF02984;PF00134;
A0A2K3CNQ8	CHLRE_17g698266v5	PF01230;
A0A2K3CNQ9	CHLRE_17g697650v5	PF00326;PF02897;
A0A2K3CNR0	CHLRE_17g698200v5	
A0A2K3CNR2	CHLRE_17g698450v5	PF00763;PF02882;
A0A2K3CNR3	CHLRE_17g697950v5	PF03219;
A0A2K3CNR5	CHLRE_17g698233v5	PF00651;PF03110;
A0A2K3CNR8	CHLRE_17g698683v5	PF18826;
A0A2K3CNS1	CHLRE_17g698700v5	PF03547;
A0A2K3CNS3	CHLRE_17g698750v5	
A0A2K3CNS6	CHLRE_17g698550v5	PF00069;
A0A2K3CNS8	CHLRE_17g698950v5	PF04068;PF04034;
A0A2K3CNT1	CHLRE_17g699000v5	PF13500;PF07085;PF01515;
A0A2K3CNT4	CHLRE_17g698800v5	PF04757;PF00097;
A0A2K3CNT5	CHLRE_17g698903v5	PF00989;PF25474;
A0A2K3CNT7	CHLRE_17g699300v5	
A0A2K3CNT9	CHLRE_17g699000v5	PF13500;PF07085;PF01515;
A0A2K3CNU4	CHLRE_17g699100v5	PF11815;PF01734;
A0A2K3CNU5	CHLRE_17g699650v5	
A0A2K3CNU6	CHLRE_17g699850v5	PF03009;
A0A2K3CNV4	CHLRE_17g700133v5	PF00069;
A0A2K3CNV5	CHLRE_17g699500v5	PF03133;
A0A2K3CNW4	CHLRE_17g700650v5	PF01184;
A0A2K3CNW6	CHLRE_17g700166v5	PF00069;
A0A2K3CNW9	CHLRE_17g700550v5	PF00651;
A0A2K3CNX1	CHLRE_17g700450v5	PF01184;
A0A2K3CNX7	CHLRE_17g701050v5	PF08790;PF12874;
A0A2K3CNY2	CHLRE_17g701350v5	PF01351;
A0A2K3CNY4	CHLRE_17g700600v5	PF00651;
A0A2K3CNY6	CHLRE_17g701500v5	PF00226;PF01556;PF00684;
A0A2K3CNY9	CHLRE_17g701350v5	PF01351;
A0A2K3CNZ0	CHLRE_17g701350v5	PF01351;
A0A2K3CP11	CHLRE_17g702700v5	PF03151;
A0A2K3CP12	CHLRE_17g702650v5	PF00505;
A0A2K3CP17	CHLRE_17g702900v5	PF01184;
A0A2K3CP19	CHLRE_17g702950v5	PF01184;
A0A2K3CP21	CHLRE_17g702850v5	PF00520;
A0A2K3CP26	CHLRE_17g703200v5	PF00650;PF03765;
A0A2K3CP32	CHLRE_17g702550v5	PF05129;
A0A2K3CP33	CHLRE_17g703250v5	PF03151;
A0A2K3CP34	CHLRE_17g702750v5	PF00106;
A0A2K3CP36	CHLRE_17g703176v5	PF02777;PF00081;
A0A2K3CP50	CHLRE_17g704150v5	PF03009;
A0A2K3CP59	CHLRE_17g704450v5	PF01753;
A0A2K3CP63	CHLRE_17g704400v5	PF01753;
A0A2K3CP65	CHLRE_17g704750v5	
A0A2K3CP68	CHLRE_17g704950v5	
A0A2K3CP73	CHLRE_17g705350v5	PF00069;
A0A2K3CP75	CHLRE_17g705050v5	PF02931;PF02932;
A0A2K3CP82	CHLRE_17g704700v5	PF01753;
A0A2K3CP88	CHLRE_17g705700v5	PF00696;PF01472;
A0A2K3CPA3	CHLRE_17g705550v5	PF09766;
A0A2K3CPA5	CHLRE_17g706450v5	PF02931;
A0A2K3CPA9	CHLRE_17g705850v5	PF00696;PF01472;
A0A2K3CPB3	CHLRE_17g706350v5	
A0A2K3CPB8	CHLRE_17g706250v5	PF13374;PF13424;
A0A2K3CPC0	CHLRE_17g707050v5	PF14237;PF00076;
A0A2K3CPD1	CHLRE_17g706900v5	PF00027;PF00520;
A0A2K3CPD5	CHLRE_17g707300v5	PF01553;
A0A2K3CPE0	CHLRE_17g707200v5	PF02931;
A0A2K3CPE2	CHLRE_17g708000v5	PF13426;PF25474;
A0A2K3CPG5	CHLRE_17g708400v5	PF00082;
A0A2K3CPH3	CHLRE_17g709750v5	PF00069;
A0A2K3CPH4	CHLRE_17g710200v5	PF01231;
A0A2K3CPH5	CHLRE_17g709500v5	PF00069;
A0A2K3CPH6	CHLRE_17g710100v5	PF08154;PF00400;
A0A2K3CPI0	CHLRE_17g708800v5	PF03917;PF03199;
A0A2K3CPJ3	CHLRE_17g710600v5	PF07714;
A0A2K3CPJ4	CHLRE_17g709550v5	PF02373;
A0A2K3CPJ7	CHLRE_17g710050v5	PF03547;
A0A2K3CPK8	CHLRE_17g711250v5	PF00230;
A0A2K3CPL0	CHLRE_17g710200v5	PF01231;
A0A2K3CPL5	CHLRE_17g710850v5	PF03151;
A0A2K3CPL6	CHLRE_17g710800v5	PF01106;
A0A2K3CPL8	CHLRE_17g710650v5	PF07714;
A0A2K3CPM1	CHLRE_17g711050v5	PF08433;
A0A2K3CPM2	CHLRE_17g711650v5	PF04969;
A0A2K3CPM4	CHLRE_17g710800v5	PF01106;
A0A2K3CPN1	CHLRE_17g711450v5	
A0A2K3CPN6	CHLRE_17g711550v5	PF00134;
A0A2K3CPN9	CHLRE_17g712450v5	PF08585;
A0A2K3CPP7	CHLRE_17g713025v5	PF07714;
A0A2K3CPQ8	CHLRE_17g712850v5	PF00085;
A0A2K3CPS1	CHLRE_17g713700v5	PF01231;
A0A2K3CPS8	CHLRE_17g713650v5	PF05192;PF00488;
A0A2K3CPT0	CHLRE_17g713025v5	PF07714;
A0A2K3CPT6	CHLRE_17g714150v5	PF02705;PF22776;
A0A2K3CPT7	CHLRE_17g714200v5	PF02705;PF22776;
A0A2K3CPT9	CHLRE_17g713600v5	PF00082;
