Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9311	dN/dS 70_70	dN/dS PAML
sync_0226	hypothetical protein (EC:2.8.2.- )	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0227	ATP-dependent DNA helicase PcrA (EC:3.6.1.- )	0.03	0.01	0.318	83.54	100.0	7.467	0.034	0.03	0.0456440046093525
sync_0228	polyA polymerase family protein	0.204	0.038	0.186	17.85	78.01	2.297	0.197	0.226	0.166399605170277
sync_0229	hypothetical protein	NaN	0.0	0.0	0.0	51.16	0.671	NaN	NaN	NaN
sync_0230	Selenide,water dikinase	NaN	0.0	0.0	0.0	33.33	0.345	NaN	NaN	NaN
sync_0231	UDP-glucose 4-epimerase (EC:5.1.3.2 )	0.174	0.054	0.313	49.51	100.0	5.599	0.186	0.169	0.180316637393828
sync_0232	histidyl-tRNA synthetase (EC:6.1.1.21 )	0.134	0.031	0.234	83.22	99.07	8.202	0.14	0.133	0.0978314097326116
sync_0233	UDP-glucose dehydrogenase (EC:1.1.1.22 )	0.092	0.03	0.322	78.19	98.61	8.29	0.087	0.092	0.0538525212189822
sync_0234	WbnF (EC:5.1.3.- )	0.115	0.034	0.3	87.13	100.0	9.479	0.105	0.133	0.227087634732723
sync_0235	hypothetical protein	0.153	0.029	0.188	50.33	87.64	4.362	0.178	0.153	0.126979375672425
sync_0236	photosystem II reaction center protein PsbJ	0.0	0.0	0.209	56.72	100.0	6.806	0.0	0.0	2.38992164695038
sync_0237	photosystem II reaction center protein PsbL	0.051	0.008	0.15	100.0	100.0	16.367	0.048	0.051	NaN
sync_0238	cytochrome b559, beta subunit	0.0	0.0	0.115	100.0	100.0	12.297	0.0	0.0	NaN
sync_0239	cytochrome b559, alpha subunit	0.015	0.002	0.12	100.0	100.0	13.036	0.014	0.015	0.0
sync_0240	photosystem II stability/assembly factor HCF136	0.032	0.007	0.22	100.0	100.0	11.059	0.035	0.032	0.219782683106731
sync_0241	Rubredoxin	0.014	0.002	0.128	57.82	100.0	5.646	0.014	0.014	0.0
sync_0242	NADH dehydrogenase I chain 3 (or A) (EC:1.6.5.- )	0.057	0.008	0.133	99.77	100.0	8.921	0.059	0.057	0.0327690786533946
sync_0243	NADH dehydrogenase I chain B or NdhK (EC:1.6.5.- )	0.052	0.01	0.193	89.62	100.0	7.16	0.051	0.052	0.0599040472399346
sync_0244	NADH dehydrogenase I chain J (EC:1.6.5.- )	0.14	0.025	0.179	9.78	100.0	3.342	0.123	0.14	0.137936724405018
sync_0245	Uncharacterized conserved membrane-associated protein	0.079	0.014	0.177	45.09	100.0	4.554	0.07	0.074	0.988913101830863
sync_0246	possible ABC transporter, ATP-binding component	0.083	0.015	0.179	56.16	96.38	4.919	0.086	0.083	0.123779444005888
sync_0247	possible ABC transporter	0.123	0.028	0.225	45.3	100.0	3.864	0.135	0.118	0.116332058935306
sync_0248	magnesium chelatase, ATPase subunit D (EC:6.6.1.1 )	0.06	0.007	0.122	54.32	100.0	5.156	0.067	0.06	0.767441207602236
sync_0249	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (EC:2.7.6.3 )	0.0	0.0	0.053	9.22	100.0	2.022	0.0	0.0	NaN
sync_0250	NUDIX hydrolase	0.131	0.015	0.117	55.24	100.0	4.514	0.209	0.131	0.261804262050578
sync_0251	NUDIX hydrolase (EC:3.6.1.13 )	NaN	0.0	0.0	0.0	58.47	0.672	NaN	NaN	NaN
sync_0252	deoxyribodipyrimidine photolyase (EC:4.1.99.3 )	0.085	0.013	0.157	27.52	99.32	3.828	0.06	0.112	0.105744116763786
sync_0253	DegT/DnrJ/EryC1/StrS aminotransferase family protein	0.132	0.025	0.186	84.28	100.0	9.261	0.132	0.132	0.144812925066802
sync_0254	Thioredoxin family protein	0.212	0.044	0.208	88.73	100.0	10.997	0.211	0.212	0.269935023053614
sync_0255	lipoprotein, putative	0.164	0.037	0.223	89.29	100.0	11.266	0.158	0.164	0.250127526710647
sync_0256	hypothetical protein	0.107	0.019	0.18	78.06	100.0	6.482	0.1	0.131	0.41288597713741
sync_0257	blue light photoreceptor cryptochrome (EC:4.1.99.3 )	0.158	0.032	0.205	93.78	100.0	11.351	0.166	0.174	0.231326128617895
sync_0258	enoyl-[acyl-carrier-protein] reductase (EC:1.3.1.9 )	0.017	0.003	0.161	64.88	97.83	6.526	0.016	0.047	0.0466067899890059
sync_0259	hypothetical protein	0.232	0.034	0.147	14.44	74.78	2.664	0.239	0.227	0.304581769226921
sync_0260	imidazoleglycerol-phosphate dehydratase (EC:4.2.1.19 )	0.064	0.01	0.155	52.48	100.0	4.642	0.058	0.094	0.0364052752075353
sync_0261	Retinal pigment epithelial membrane protein	0.052	0.012	0.228	63.04	77.23	5.248	0.064	0.053	0.0577905368780107
sync_0262	hypothetical protein	NaN	0.0	0.0	0.0	51.61	0.903	NaN	NaN	0.0
sync_0263	two component sensor histidine kinase, putative	NaN	0.0	0.0	0.0	3.96	0.04	NaN	NaN	NaN
sync_0264	probable transcriptional regulator, AraC family, putative	NaN	0.0	0.0	0.0	39.75	0.784	NaN	NaN	NaN
sync_0265	two-component response regulator	NaN	0.0	0.0	0.0	23.84	0.238	NaN	NaN	NaN
sync_0266	hypothetical protein	NaN	0.0	0.0	0.0	75.56	1.393	NaN	NaN	0.0461409395973154
sync_0267	possible transporter, MFS family protein	0.147	0.019	0.13	90.77	100.0	7.225	0.142	0.143	0.106449563805403
sync_0268	Glycine betaine transporter	0.085	0.013	0.155	44.74	100.0	4.81	0.1	0.085	0.199329528217469
sync_0269	putative sarcosine oxidase	0.056	0.007	0.123	81.04	100.0	6.169	0.051	0.056	0.0601225571472911
sync_0270	possible leucine dehydrogenase (EC:1.4.1.9 )	0.07	0.009	0.127	39.72	96.24	3.921	0.068	0.07	0.191871938326194
sync_0271	hypothetical protein	0.074	0.011	0.152	30.21	94.6	4.792	0.066	0.074	0.163171643218949
sync_0272	non-canonical purine NTP pyrophosphatase	0.0	0.0	0.067	3.7	66.02	1.435	0.0	0.0	1.49436888213389
sync_0273	Phosphoglucomutase/phosphomannomutase family protein (EC:5.4.2.8 )	0.054	0.009	0.159	9.36	83.13	2.307	0.033	0.054	0.302365179544494
sync_0274	hypothetical protein	0.135	0.018	0.135	41.65	95.41	3.939	0.132	0.135	0.124531440477669
sync_0275	Glycine cleavage T-protein (aminomethyl transferase) superfamily protein	0.232	0.016	0.071	65.26	100.0	5.585	0.229	0.232	0.338736858669175
sync_0276	orotate phosphoribosyltransferase (EC:2.4.2.10 )	0.189	0.011	0.057	23.68	100.0	3.73	0.24	0.189	0.442496203711205
sync_0277	possible Occludin/ELL family protein	0.048	0.007	0.14	45.5	100.0	4.633	0.057	0.048	0.298335528467985
sync_0279	Conserved membrane protein containing two CBS domains	0.061	0.008	0.132	32.16	95.38	3.627	0.064	0.072	0.0232141513862235
sync_0280	Predicted dehydrogenase (EC:1.1.1.- )	0.016	0.003	0.153	73.83	100.0	5.63	0.031	0.016	0.0924036970003999
sync_0281	phosphorylase kinase alpha chain (EC:2.7.11.19 )	0.096	0.012	0.128	24.56	97.63	2.972	0.099	0.095	0.26165640347069
sync_0282	Glycosyl transferase WecB/TagA/CpsF family protein (EC:2.4.1.- )	0.147	0.011	0.076	18.2	100.0	3.238	0.184	0.147	0.319257713320675
sync_0283	photosystem II reaction center protein PsbK	NaN	0.0	0.0	38.19	100.0	3.278	NaN	NaN	NaN
sync_0284	queuine tRNA-ribosyltransferase (EC:2.4.2.29 )	0.065	0.007	0.105	77.48	100.0	7.422	0.062	0.069	0.121469681126946
sync_0285	cobalamin 5'-phosphate synthase (EC:2.7.8.26 )	0.13	0.016	0.122	47.71	100.0	4.468	0.157	0.13	0.316234847224815
sync_0286	two-component sensor histidine kinase	0.106	0.021	0.193	62.35	92.75	6.004	0.124	0.106	0.348097501671153
sync_0287	hypothetical protein	0.158	0.003	0.021	60.18	100.0	5.284	0.241	0.158	0.120445344129555
sync_0288	Predicted esterase (EC:3.1.2.- )	0.174	0.028	0.163	80.77	100.0	10.569	0.175	0.211	0.82028083609674
sync_0289	bifunctional purine biosynthesis protein PurH (EC:2.1.2.3,EC:3.5.4.10 )	0.097	0.012	0.124	73.02	100.0	7.786	0.095	0.097	0.120276958165305
sync_0290	hypothetical protein	0.028	0.003	0.115	89.03	97.47	9.127	0.026	0.031	0.0127220185270561
sync_0291	hypothetical protein	0.053	0.011	0.213	86.92	100.0	8.943	0.048	0.055	0.55499541776931
sync_0292	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC:1.17.1.2 )	0.052	0.009	0.17	100.0	100.0	12.03	0.057	0.067	0.112297081358117
sync_0293	ammonium transporter	0.097	0.018	0.185	60.15	100.0	5.863	0.084	0.102	0.209244587381878
sync_0294	sugar fermentation stimulation protein	0.085	0.016	0.188	79.95	92.83	7.572	0.088	0.089	0.181763750132022
sync_0295	integral membrane protein MviN	0.11	0.012	0.11	97.2	100.0	9.225	0.122	0.11	0.161134210944424
sync_0296	possible Cytochrome c oxidase subunit Va	0.0	0.0	0.155	93.19	100.0	7.036	0.0	0.0	0.444964275297725
sync_0297	hypothetical protein	0.054	0.007	0.124	100.0	100.0	9.704	0.045	0.054	0.549943378998204
sync_0298	Uncharacterized membrane protein	0.035	0.003	0.094	52.16	100.0	4.984	0.035	0.108	0.0791505791505791
sync_0300	serine hydroxymethyltransferase (EC:2.1.2.1 )	0.045	0.007	0.166	99.84	100.0	12.333	0.041	0.048	0.0297800434301701
sync_0301	glycosyl transferase, group 4 family protein (EC:2.7.8.- )	0.073	0.015	0.207	100.0	100.0	10.091	0.069	0.074	0.0938834981924483
sync_0302	CinA-like protein	0.148	0.023	0.158	77.28	100.0	7.121	0.135	0.148	0.174283893712294
sync_0303	3-isopropylmalate dehydratase, large subunit (EC:4.2.1.33 )	0.05	0.009	0.189	99.93	100.0	11.64	0.051	0.05	0.041006951191962
sync_0304	3-isopropylmalate dehydratase, small subunit (EC:4.2.1.33 )	0.122	0.02	0.163	100.0	100.0	16.033	0.109	0.14	0.105168543214
sync_0305	Pentapeptide repeats	0.129	0.025	0.192	99.37	99.37	13.08	0.124	0.123	0.118689734803451
sync_0306	hypothetical protein	0.057	0.009	0.157	3.3	57.38	1.292	0.054	0.056	0.234965778914524
sync_0307	photosystem II reaction center I protein	0.0	0.0	0.086	100.0	100.0	5.792	0.0	0.0	1.86122350395586
sync_0308	Glycoside hydrolase family 38 (EC:3.2.1.24 )	0.17	0.028	0.167	86.19	100.0	7.576	0.167	0.169	0.192152420314882
sync_0309	photosystem II reaction center protein PsbN	0.0	0.0	0.097	100.0	100.0	8.043	0.0	0.0	NaN
sync_0310	photosystem II reaction center protein PsbH	0.0	0.0	0.148	78.74	100.0	6.638	0.0	0.0	0.0
sync_0311	twin-arginine translocation protein TatA	0.164	0.052	0.316	100.0	100.0	11.892	0.165	0.164	0.129290792076837
sync_0312	peptidyl-tRNA hydrolase (EC:3.1.1.29 )	0.078	0.014	0.18	93.91	100.0	7.462	0.069	0.078	0.0896878770911688
sync_0313	hypothetical protein	0.026	0.004	0.162	87.21	100.0	8.248	0.021	0.026	0.0637178746947628
sync_0314	hypothetical protein	0.251	0.022	0.088	69.09	100.0	4.896	0.22	0.251	0.963844447691487
sync_0315	hypothetical protein	0.085	0.015	0.172	83.62	100.0	8.238	0.079	0.077	0.265878720384156
sync_0316	nitrogen-responsive regulatory protein	0.008	0.001	0.142	58.23	100.0	5.675	0.008	0.008	0.0595061578014748
sync_0317	ribonuclease PH (EC:2.7.7.56 )	0.121	0.017	0.142	100.0	100.0	9.86	0.102	0.121	0.126258149194094
sync_0318	putative cob(I)alamin adenosyltransferase	0.08	0.016	0.203	93.92	100.0	7.834	0.073	0.08	0.124530108258161
sync_0319	deoxycytidine triphosphate deaminase (EC:3.5.4.13 )	0.045	0.011	0.235	64.65	100.0	8.788	0.038	0.03	0.0616136459937073
sync_0320	thymidylate synthase, flavin-dependent (EC:2.1.1.148 )	0.018	0.003	0.186	56.06	100.0	6.528	0.017	0.018	0.147109613568056
sync_0321	thioredoxin	0.094	0.013	0.142	90.96	100.0	6.805	0.099	0.094	0.772101505789999
sync_0322	hypothetical protein	0.025	0.002	0.08	47.22	100.0	4.067	0.022	0.025	0.0559690145941299
sync_0323	transglycosylase, SLT family protein	0.223	0.028	0.123	37.43	99.37	4.282	0.238	0.223	0.270053266311348
sync_0324	hypothetical protein	2.225	0.04	0.018	30.21	100.0	3.752	2.309	2.225	2.64944064944065
sync_0325	Phosphotransferase superclass (EC:5.4.2.3 )	0.091	0.009	0.095	59.36	100.0	4.884	0.119	0.091	0.0870983514373321
sync_0326	BadF/BadG/BcrA/BcrD ATPase family superfamily	0.331	0.025	0.075	86.4	100.0	7.698	0.287	0.332	0.432267130516254
sync_0327	putative inorganic carbon transporter/0-antigen polymerase (ICT/OAP) family protein	0.185	0.015	0.08	74.55	100.0	5.752	0.161	0.185	0.448004462665311
sync_0328	tRNA (guanine-N(7)-)-methyltransferase (EC:2.1.1.33 )	0.232	0.019	0.082	87.82	100.0	7.903	0.226	0.232	0.248451996111065
sync_0329	hypothetical protein	0.083	0.012	0.143	81.27	100.0	8.151	0.087	0.082	0.178823979414687
sync_0330	hypothetical protein	0.073	0.012	0.17	100.0	100.0	11.359	0.084	0.073	0.0733366127102091
sync_0331	hypothetical protein	0.131	0.015	0.116	48.4	74.68	3.734	0.192	0.131	0.0904420739530782
sync_0332	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0333	isoleucyl-tRNA synthetase (EC:6.1.1.5 )	0.094	0.013	0.135	95.18	99.93	9.946	0.095	0.103	0.0917391672541314
sync_0334	hypothetical protein	0.172	0.026	0.149	61.81	88.71	6.5	0.166	0.169	1.57950543257668
sync_0336	beta-carotene hydroxylase	0.061	0.019	0.31	65.69	99.02	5.697	0.06	0.071	0.0824922421618302
sync_0337	glutamyl-tRNA(Gln) amidotransferase, C subunit (EC:6.3.5.- )	0.066	0.011	0.169	100.0	100.0	9.153	0.072	0.066	1.63320833517934
sync_0338	creatininase (EC:3.5.2.10 )	0.061	0.014	0.223	100.0	100.0	16.641	0.053	0.061	0.50192580566887
sync_0339	hypothetical protein	0.032	0.006	0.2	100.0	100.0	18.069	0.031	0.032	0.56257562662057
sync_0340	Transporter	0.06	0.016	0.271	100.0	100.0	15.712	0.066	0.06	0.284375318426282
sync_0341	hypothetical protein	0.272	0.017	0.064	93.03	100.0	9.363	0.184	0.364	0.0279114533205005
sync_0342	possible Methylpurine-DNA glycosylase	0.226	0.065	0.286	89.83	100.0	20.056	0.231	0.226	0.149825354733931
sync_0343	aspartate carbamoyltransferase (EC:2.1.3.2 )	0.107	0.03	0.279	100.0	100.0	21.129	0.112	0.111	0.0576571527685013
sync_0344	NADH dehydrogenase (EC:1.6.99.3 )	0.069	0.015	0.21	99.87	100.0	14.584	0.067	0.069	0.0892540854270065
sync_0345	Uncharacterized secreted or membrane protein	0.087	0.019	0.224	100.0	100.0	16.082	0.082	0.087	0.471996750826616
sync_0346	hypothetical protein	0.017	0.005	0.275	100.0	100.0	15.045	0.024	0.017	0.0
sync_0347	hypothetical protein	0.257	0.043	0.167	100.0	100.0	7.925	0.181	0.268	0.806077039991248
sync_0348	hypothetical protein	0.137	0.02	0.145	72.85	91.75	4.68	0.14	0.136	0.129788604589386
sync_0349	beta-lactamase, putative	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0351	hypothetical protein	0.131	0.028	0.213	91.77	100.0	10.368	0.118	0.131	0.144453042494323
sync_0352	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase (EC:4.1.1.36,EC:6.3.2.5 )	0.1	0.018	0.18	84.67	100.0	6.217	0.105	0.108	0.12119765109273
sync_0353	photosystem II manganese-stabilizing protein	0.057	0.011	0.195	100.0	100.0	13.675	0.056	0.082	0.0244226767191834
sync_0354	sulfate adenylyltransferase (EC:2.7.7.4 )	0.038	0.006	0.155	93.76	100.0	9.317	0.036	0.037	0.0556011300615262
sync_0355	cell division protein FtsH (EC:3.4.24.- )	0.012	0.002	0.163	90.67	100.0	8.945	0.016	0.011	0.0159944402432863
sync_0356	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase (EC:4.1.2.14,EC:4.1.3.16 )	0.186	0.02	0.105	90.63	100.0	6.536	0.178	0.172	0.104511705371495
sync_0357	Predicted protein family PM-3	0.056	0.006	0.1	53.04	100.0	4.783	0.073	0.072	0.166582499036053
sync_0358	chorismate synthase (EC:4.2.3.5 )	0.047	0.007	0.151	91.64	100.0	10.552	0.04	0.047	0.0405508334492118
sync_0359	Cupin superfamily (DUF985) superfamily	0.156	0.014	0.092	53.46	100.0	5.658	0.221	0.156	0.071795149006903
sync_0360	possible Vng0271c	0.054	0.005	0.089	85.75	100.0	7.333	0.053	0.063	0.184891526289317
sync_0361	Glycosidase (EC:2.4.1.7 )	0.145	0.016	0.112	98.74	100.0	8.126	0.149	0.145	0.159048874915702
sync_0362	mannosyl-3-phosphoglycerate phosphatase homolog (EC:3.1.3.- )	0.21	0.029	0.136	85.04	100.0	9.534	0.196	0.21	0.232432906603359
sync_0363	Predicted redox protein	0.152	0.025	0.165	100.0	100.0	8.229	0.149	0.177	0.212727683082159
sync_0364	PyrF/pyrE bifunctional enzyme (EC:4.1.1.23,EC:2.4.2.10 )	0.0	0.0	0.036	2.27	50.58	0.999	0.0	0.0	0.801993490480495
sync_0365	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0366	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0367	hypothetical protein	NaN	0.0	0.0	0.0	0.0	0.0	NaN	NaN	NaN
sync_0368	photosystem II protein D1	0.084	0.037	0.444	87.31	100.0	15.643	0.086	0.113	0.0961863808560715
sync_0369	radical SAM domain protein	0.062	0.014	0.223	89.22	99.38	8.12	0.058	0.062	0.049916249380786
sync_0370	CAAX amino terminal protease family protein	NaN	0.0	0.0	0.0	7.82	0.078	NaN	NaN	NaN
sync_0371	ATP-dependent Clp protease adaptor protein ClpS	0.0	0.0	0.087	44.87	100.0	4.183	0.042	0.026	0.0
sync_0372	aminotransferase, classes I and II (EC:2.6.1.- )	0.063	0.005	0.076	77.9	100.0	6.147	0.055	0.063	0.255400672428026
sync_0373	radical SAM domain protein	0.1	0.012	0.12	93.98	100.0	9.688	0.098	0.1	0.104844939414716
sync_0374	ribonuclease, Rne/Rng family protein	0.046	0.006	0.136	70.76	97.75	6.053	0.047	0.046	0.0331758064126048
sync_0375	ribonuclease HII (EC:3.1.26.4 )	0.176	0.024	0.137	88.89	100.0	9.933	0.155	0.176	0.15895958652549
sync_0376	hypothetical protein	0.201	0.013	0.064	89.58	100.0	6.495	0.225	0.201	0.238236139623773
sync_0377	prephenate dehydratase (EC:4.2.1.51 )	0.033	0.004	0.114	30.0	98.21	3.861	0.033	0.033	0.0872524223504145
sync_0378	cyclopropane-fatty-acyl-phospholipid synthase family protein	0.057	0.007	0.125	73.97	100.0	7.171	0.064	0.062	0.596732501713683
sync_0379	ATP-dependent protease La (EC:3.4.21.53 )	0.065	0.005	0.083	90.05	100.0	9.097	0.05	0.065	0.250483848760084
sync_0380	ribosomal protein S10	0.046	0.012	0.263	77.57	100.0	8.592	0.048	0.046	1.36655537366063
sync_0381	translation elongation factor Tu	0.047	0.006	0.135	100.0	100.0	9.012	0.054	0.067	0.0385766015378608
sync_0382	translation elongation factor G	0.025	0.004	0.143	54.14	100.0	5.806	0.029	0.026	0.0197352473401763
sync_0383	ribosomal protein S7	0.0	0.0	0.091	35.03	100.0	3.786	0.0	0.0	0.0
sync_0384	ribosomal protein S12	0.0	0.0	0.129	99.73	100.0	7.149	0.0	0.0	0.0
sync_0385	Uncharacterized HesB family conserved protein	0.0	0.0	0.111	25.69	100.0	3.043	0.0	0.0	1.14951811884394
sync_0386	hypothetical protein	0.16	0.02	0.128	29.54	99.81	3.86	0.159	0.16	0.214183238847364
sync_0387	Ferredoxin-dependent glutamate synthase, Fd-GOGAT (EC:1.4.7.1 )	0.078	0.011	0.143	75.98	100.0	6.361	0.08	0.08	0.085337352370848
sync_0388	uncharacterized ycii family conserved protein	0.109	0.015	0.14	84.47	100.0	5.816	0.105	0.11	0.14882739209267
sync_0389	lipoic acid synthetase (EC:2.8.1.- )	0.048	0.006	0.13	75.54	100.0	5.721	0.04	0.048	0.104786568863965
sync_0391	cbiG protein/precorrin-3B C17-methyltransferase (EC:2.1.1.131 )	0.203	0.028	0.136	92.96	100.0	9.564	0.218	0.205	0.289884099991095
sync_0392	Proline-rich region	0.178	0.023	0.127	46.75	82.78	4.533	0.184	0.174	0.25107513006743
sync_0393	photosystem I core protein PsaA	0.03	0.002	0.078	89.76	100.0	7.993	0.036	0.031	0.0368214119130236
sync_0394	photosystem I core protein PsaB	0.048	0.004	0.09	56.65	88.95	5.081	0.047	0.048	0.0269105341439005
sync_0395	hypothetical protein	0.139	0.02	0.147	47.69	99.16	4.616	0.132	0.139	0.156477144476769
sync_0396	possible fatty acid desaturase	0.133	0.029	0.216	83.58	100.0	8.801	0.13	0.134	0.277309809068375
sync_0397	transporter, hydrophobe/amphiphile efflux-1 (HAE1) family protein	0.09	0.015	0.171	92.8	100.0	8.721	0.086	0.09	0.11960496245095
sync_0398	photosystem I reaction center subunit XI	0.017	0.001	0.075	72.76	100.0	6.862	0.015	0.017	0.352246026933984
sync_0399	photosystem I reaction center subunit VIII	0.179	0.004	0.022	100.0	100.0	5.504	0.12	0.179	2.85557083906465
sync_0400	hypothetical protein	0.168	0.018	0.104	58.12	100.0	5.404	0.256	0.177	0.289212770231829
sync_0401	Glycosyl transferase, family 2 (EC:2.- )	0.045	0.007	0.149	97.11	100.0	9.078	0.042	0.045	0.249788326508436
sync_0402	Cell wall-associated hydrolase	0.188	0.031	0.166	100.0	100.0	12.648	0.172	0.188	0.18470644661337
sync_0403	Beta-lactamase superfamily protein	0.212	0.029	0.135	83.89	100.0	8.269	0.194	0.218	0.127801773169377
sync_0404	hypothetical protein	NaN	0.0	0.0	0.0	84.38	2.229	NaN	NaN	NaN
sync_0406	alanine racemase (EC:5.1.1.1 )	0.112	0.018	0.157	100.0	100.0	12.996	0.107	0.112	0.302225253533102
sync_0407	HNH endonuclease family protein (EC:3.1.21.- )	0.024	0.005	0.225	100.0	100.0	16.747	0.024	0.024	0.0134470952483863
sync_0408	peptide chain release factor 1	0.035	0.004	0.111	96.8	100.0	7.92	0.039	0.035	0.13567739159599
sync_0409	ribosomal protein L31	0.068	0.014	0.211	94.01	100.0	6.109	0.07	0.068	0.159239910846806
sync_0410	ribosomal protein S9	0.0	0.0	0.067	21.08	100.0	2.765	0.0	0.0	0.0
sync_0411	ribosomal protein L13	0.038	0.004	0.105	50.77	100.0	5.49	0.038	0.038	0.184108258766925
sync_0412	tRNA pseudouridine synthase A (EC:4.2.1.70 )	0.07	0.007	0.103	93.56	100.0	7.29	0.072	0.072	0.142975192282237
sync_0413	ribosomal protein L17	0.0	0.0	0.125	49.57	100.0	5.877	0.0	0.0	0.0
sync_0414	DNA-directed RNA polymerase, alpha subunit (EC:2.7.7.6 )	0.009	0.001	0.167	67.94	100.0	6.578	0.013	0.009	0.343885735506899
sync_0415	ribosomal protein S11	0.068	0.008	0.116	92.88	100.0	7.753	0.062	0.073	0.6470870432879821
sync_0416	ribosomal protein S13	0.066	0.007	0.1	78.14	100.0	6.23	0.063	0.066	0.638999009956495
sync_0417	ribosomal protein L36	0.0	0.0	0.056	100.0	100.0	7.877	0.0	0.0	1.7972101811715
sync_0418	adenylate kinase (EC:2.7.4.3 )	0.054	0.007	0.128	86.05	100.0	6.08	0.045	0.054	0.283036413036403
sync_0419	preprotein translocase, SecY subunit	0.007	0.001	0.177	81.21	100.0	7.208	0.01	0.024	0.00193565684309931
sync_0420	ribosomal protein L15	0.037	0.005	0.125	89.18	100.0	5.916	0.037	0.037	0.394114631770275
sync_0421	ribosomal protein S5	0.202	0.023	0.116	95.67	100.0	7.753	0.194	0.207	0.182166191066852
sync_0422	ribosomal protein L18	0.076	0.003	0.033	100.0	100.0	10.127	0.067	0.076	0.752189928414293
sync_0423	ribosomal protein L6	0.055	0.005	0.094	99.81	100.0	8.369	0.063	0.055	0.128985020308624
sync_0424	ribosomal protein S8	0.037	0.001	0.031	100.0	100.0	8.351	0.036	0.037	1.1113331414309
sync_0425	ribosomal protein L5	0.013	0.002	0.13	100.0	100.0	12.269	0.019	0.013	0.115722743139764
sync_0426	ribosomal protein L24	0.053	0.006	0.113	100.0	100.0	15.096	0.051	0.053	0.459615620288984
sync_0427	ribosomal protein L14	0.017	0.002	0.143	100.0	100.0	6.577	0.017	0.017	0.0436507936507936
sync_0428	ribosomal protein S17	0.123	0.017	0.138	100.0	100.0	9.873	0.123	0.123	0.1551693275373
sync_0429	ribosomal protein L29	0.17	0.005	0.031	85.24	100.0	6.414	0.17	0.17	2.82467416532762
sync_0430	ribosomal protein L16	0.035	0.003	0.083	67.74	100.0	4.784	0.033	0.03	0.00731584924596572
sync_0431	ribosomal protein S3	0.019	0.002	0.103	95.77	100.0	8.617	0.018	0.044	0.0785869550585554
