Locus Tag	Description	dN/dS	dN	dS	%min5Xcov	%min1Xcov	avg read depth	dN/dS vs CC9902	dN/dS 70_70	dN/dS PAML
Syncc9902_0220	Histidyl-tRNA synthetase, class IIa (EC:6.1.1.21 )	0.129	0.034	0.26	79.58	100.0	7.647	0.13	0.134	0.118628567655619
Syncc9902_0221	NAD dependent epimerase/dehydratase family	0.026	0.004	0.169	76.98	100.0	6.524	0.029	0.026	0.031688808494773
Syncc9902_0222	UDP-glucose 6-dehydrogenase (EC:1.1.1.22 )	0.139	0.021	0.149	26.64	93.44	4.54	0.15	0.188	0.121506549202523
Syncc9902_0223	putative nucleotide sugar epimerase	0.136	0.063	0.463	100.0	100.0	27.665	0.137	0.14	0.0709540848703048
Syncc9902_0224	photosystem II reaction center protein PsbJ	0.047	0.019	0.4	100.0	100.0	18.667	0.047	0.047	0.0
Syncc9902_0225	photosystem II reaction center L	0.068	0.023	0.338	100.0	100.0	25.558	0.068	0.068	2.38441292586635
Syncc9902_0226	cytochrome b559 subunit beta	0.039	0.014	0.346	100.0	100.0	43.072	0.049	0.039	1.3913449696352
Syncc9902_0227	cytochrome b559 subunit alpha	0.037	0.011	0.302	100.0	100.0	40.819	0.041	0.037	0.193498087341471
Syncc9902_0228	photosystem II stability/assembly factor-like	0.079	0.032	0.404	100.0	100.0	25.458	0.086	0.079	0.144666117581704
Syncc9902_0229	probable rubredoxin	0.133	0.029	0.218	80.98	95.71	12.043	0.124	0.153	0.154735081665806
Syncc9902_0230	NADH dehydrogenase alpha subunit	0.024	0.008	0.328	100.0	100.0	22.672	0.023	0.024	0.00787990805238
Syncc9902_0231	NADH dehydrogenase beta subunit (EC:1.6.5.3 )	0.029	0.01	0.35	99.18	100.0	11.642	0.028	0.029	0.0173054393096847
Syncc9902_0232	NADH dehydrogenase subunit J	0.1	0.024	0.236	86.08	100.0	9.134	0.094	0.1	0.0735123670069355
Syncc9902_0233	hypothetical protein	0.069	0.02	0.285	98.16	100.0	12.049	0.072	0.07	0.0918375477219084
Syncc9902_0234	ATPase	0.083	0.028	0.335	100.0	100.0	11.91	0.081	0.087	0.0281504111609121
Syncc9902_0235	possible ABC transporter	0.178	0.058	0.329	100.0	100.0	19.797	0.175	0.192	0.245884793261502
Syncc9902_0236	Magnesium chelatase ATPase subunit D (EC:6.6.1.1 )	0.078	0.018	0.225	94.13	100.0	11.035	0.08	0.079	0.123910683179148
Syncc9902_0237	7, 8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	0.309	0.051	0.166	99.19	100.0	6.953	0.286	0.313	0.468117805746745
Syncc9902_0238	NUDIX hydrolase	0.087	0.018	0.21	86.27	100.0	7.189	0.086	0.087	0.129118326646175
Syncc9902_0239	Deoxyribodipyrimidine photolyase (EC:4.1.99.3 )	0.077	0.017	0.215	85.43	100.0	8.845	0.087	0.084	0.0674600104116114
Syncc9902_0240	hypothetical protein	1.38	0.013	0.009	32.39	100.0	3.464	1.38	1.38	0.155548902683416
Syncc9902_0241	putative pleiotropic regulatory protein	0.094	0.016	0.172	91.77	100.0	8.243	0.099	0.095	0.246028324958251
Syncc9902_0242	hypothetical protein	0.158	0.023	0.143	78.48	94.77	7.365	0.156	0.16	0.0851423275748803
Syncc9902_0243	hypothetical protein	0.175	0.04	0.229	100.0	100.0	12.387	0.171	0.175	0.291315413449648
Syncc9902_0244	hypothetical protein	0.1	0.023	0.234	97.28	100.0	8.868	0.113	0.1	0.271218009105306
Syncc9902_0245	probable deoxyribodipyrimidine photolyase	0.151	0.037	0.245	100.0	100.0	13.904	0.152	0.151	0.155718792714721
Syncc9902_0246	enoyl-(acyl carrier protein) reductase	0.047	0.01	0.208	97.22	100.0	10.727	0.043	0.047	0.0541773994891224
Syncc9902_0247	imidazoleglycerol-phosphate dehydratase (EC:4.2.1.19 )	0.042	0.012	0.283	100.0	100.0	13.134	0.047	0.042	0.0550524112867404
Syncc9902_0248	lignostilbene-alpha,beta-dioxygenase and related enzyme-like	0.081	0.022	0.274	93.47	100.0	11.098	0.084	0.123	0.114949918425147
Syncc9902_0249	hypothetical protein	0.237	0.046	0.195	89.87	100.0	9.849	0.227	0.239	0.314390439902106
Syncc9902_0250	hypothetical protein	0.172	0.05	0.289	99.61	100.0	13.129	0.18	0.177	0.130997038760681
Syncc9902_0251	putative glycine betaine transporter, BCCT family	0.037	0.011	0.3	100.0	100.0	14.443	0.038	0.039	0.0375156243738479
Syncc9902_0252	putative sarcosine oxidase	0.07	0.013	0.192	89.03	100.0	8.807	0.063	0.07	0.0362786876312911
Syncc9902_0253	Glutamate dehydrogenase/leucine dehydrogenase-like	0.047	0.009	0.19	80.3	100.0	7.387	0.046	0.042	0.0224559668322477
Syncc9902_0256	Ham1-like protein	0.168	0.02	0.119	80.2	100.0	6.328	0.186	0.168	0.651750602918034
Syncc9902_0257	phosphoglucomutase/phosphomannomutase family protein	0.065	0.004	0.068	7.31	97.88	2.173	0.065	0.065	0.973185952657375
Syncc9902_0258	hypothetical protein	0.13	0.019	0.15	51.69	96.16	4.515	0.126	0.13	0.143021090195315
Syncc9902_0259	hypothetical protein	0.198	0.038	0.194	48.5	100.0	5.486	0.187	0.198	0.386890225819775
Syncc9902_0260	Orotate phosphoribosyl transferase (EC:2.4.2.10 )	0.173	0.028	0.16	70.09	100.0	5.501	0.174	0.173	0.271099491951729
Syncc9902_0261	hypothetical protein	0.132	0.021	0.16	31.04	100.0	4.397	0.132	0.132	0.215746119031156
Syncc9902_0262	hypothetical protein	0.066	0.011	0.174	81.46	100.0	8.13	0.063	0.063	0.071225441172679
Syncc9902_0263	probable oxidoreductase	0.012	0.002	0.166	87.1	100.0	8.664	0.012	0.012	0.0135926294133577
Syncc9902_0264	putative phosphorylase kinase	0.119	0.019	0.159	62.14	100.0	5.415	0.122	0.122	0.202549289422867
Syncc9902_0265	Glycosyl transferase WecB/TagA/CpsF	0.108	0.017	0.159	70.48	100.0	7.405	0.113	0.108	0.245147518754259
Syncc9902_0266	photosystem II reaction center protein PsbK precursor	0.082	0.009	0.115	55.19	100.0	6.208	0.074	0.082	0.665605852410706
Syncc9902_0267	Queuine tRNA-ribosyltransferase (EC:2.4.2.29 )	0.047	0.008	0.16	75.42	100.0	6.535	0.045	0.047	0.187872126922697
Syncc9902_0268	Cobalamin-5-phosphate synthase CobS	0.154	0.026	0.166	61.64	100.0	5.377	0.136	0.149	0.123472989115341
Syncc9902_0269	histidine kinase	0.124	0.021	0.165	82.49	100.0	6.676	0.128	0.124	0.175589140949443
Syncc9902_0270	hypothetical protein	0.019	0.005	0.258	98.92	100.0	10.463	0.019	0.019	0.00172997039797297
Syncc9902_0271	probable esterase	0.244	0.04	0.164	96.67	100.0	7.781	0.233	0.244	0.426232823416749
Syncc9902_0272	AICAR transformylase/IMP cyclohydrolase PurH (EC:2.1.2.3 )	0.065	0.01	0.159	100.0	100.0	9.926	0.065	0.065	0.0924350695119443
Syncc9902_0273	hypothetical protein	0.019	0.003	0.137	75.6	100.0	7.002	0.019	0.019	0.0279453451455653
Syncc9902_0274	hypothetical protein	0.169	0.021	0.124	97.51	100.0	9.43	0.173	0.169	0.279100904268404
Syncc9902_0275	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC:1.17.1.2 )	0.041	0.008	0.194	100.0	100.0	11.312	0.041	0.067	0.150384926283462
Syncc9902_0276	Ammonium transporter	0.101	0.024	0.24	96.33	100.0	11.665	0.1	0.099	0.0401360981322657
Syncc9902_0277	Sugar fermentation stimulation protein	0.179	0.03	0.168	100.0	100.0	10.064	0.181	0.179	0.587653690213166
Syncc9902_0278	Virulence factor MVIN-like	0.12	0.023	0.19	95.15	100.0	9.39	0.112	0.12	0.110807450224825
Syncc9902_0279	citrate synthase (EC:2.3.3.1 )	0.047	0.01	0.221	100.0	100.0	14.202	0.047	0.047	0.0403345854660285
Syncc9902_0280	NADH dehydrogenase subunit H	0.022	0.005	0.243	100.0	100.0	18.791	0.025	0.024	0.0241910491566811
Syncc9902_0281	NADH dehydrogenase subunit I	0.038	0.009	0.245	100.0	100.0	19.864	0.039	0.038	0.0116950657875098
Syncc9902_0282	NADH dehydrogenase subunit J	0.039	0.008	0.2	100.0	100.0	18.265	0.039	0.039	0.0255091353407801
Syncc9902_0283	NADH dehydrogenase kappa subunit	0.037	0.006	0.151	100.0	100.0	15.012	0.037	0.037	0.149192835742548
Syncc9902_0284	inorganic polyphosphate/ATP-NAD kinase (EC:2.7.1.23 )	0.062	0.014	0.22	100.0	100.0	14.947	0.06	0.062	0.0814656493909305
Syncc9902_0285	hypothetical protein	0.181	0.051	0.281	100.0	100.0	17.716	0.186	0.181	0.208522754465352
Syncc9902_0286	hypothetical protein	0.298	0.066	0.221	100.0	100.0	20.016	0.331	0.306	0.422726673484539
Syncc9902_0287	transcriptional regulator, LuxR family	0.038	0.006	0.172	100.0	100.0	20.634	0.038	0.038	0.760516334564067
Syncc9902_0288	hypothetical protein	0.09	0.026	0.285	100.0	100.0	15.864	0.088	0.09	0.0847734553541253
Syncc9902_0289	putative sugar-phosphate nucleotidyl transferase	0.019	0.006	0.322	100.0	100.0	13.786	0.021	0.019	0.027837884950909
Syncc9902_0290	putative segregation and condensation protein A	0.076	0.015	0.191	96.75	100.0	10.103	0.071	0.088	0.150257769356584
Syncc9902_0291	hypothetical protein	0.103	0.02	0.194	95.05	100.0	8.977	0.103	0.103	0.399831167291922
Syncc9902_0292	NAD(P)H-quinone oxidoreductase subunit 4 (EC:1.6.99.5 )	0.035	0.006	0.172	90.77	100.0	11.637	0.036	0.034	0.145864272278186
Syncc9902_0293	NADH dehydrogenase subunit L (EC:1.6.99.5 )	0.041	0.01	0.233	91.09	100.0	9.818	0.041	0.046	0.0678608881817041
Syncc9902_0294	hypothetical protein	0.11	0.021	0.194	93.85	100.0	8.378	0.107	0.11	0.328049868497847
Syncc9902_0295	putative Rubisco transcriptional regulator	0.04	0.008	0.212	100.0	100.0	10.722	0.04	0.04	0.028629106752358
Syncc9902_0296	hypothetical protein	0.068	0.013	0.191	99.19	100.0	8.095	0.068	0.068	0.0378248936913892
Syncc9902_0297	NADH dehydrogenase I subunit M	0.089	0.019	0.211	100.0	100.0	9.46	0.109	0.089	0.041250222805882
Syncc9902_0298	Carotene 7,8-desaturase (EC:1.14.99.30 )	0.031	0.008	0.258	98.73	100.0	9.995	0.03	0.031	0.012047411226361
Syncc9902_0299	phytoene synthase	0.032	0.009	0.285	87.87	100.0	8.412	0.036	0.032	0.029194254739131
Syncc9902_0300	RNA-binding region RNP-1	0.021	0.005	0.242	84.47	100.0	10.046	0.021	0.021	0.00581854043392505
Syncc9902_0301	poly A polymerase family	0.223	0.043	0.192	77.28	100.0	7.331	0.237	0.223	0.248456253718607
Syncc9902_0301a	hypothetical protein	0.176	0.023	0.132	87.3	100.0	9.571	0.184	0.176	0.210075445484848
Syncc9902_0302	hypothetical protein	0.228	0.049	0.213	100.0	100.0	10.635	0.241	0.228	0.194165358974593
Syncc9902_0303	hypothetical protein	0.118	0.018	0.153	80.73	100.0	6.894	0.141	0.118	0.0748427866522738
Syncc9902_0304	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.104	0.02	0.191	91.36	100.0	9.291	0.109	0.104	0.0890583667264848
Syncc9902_0305	Malonyl CoA-acyl carrier protein transacylase	0.148	0.03	0.201	100.0	100.0	12.856	0.14	0.148	0.262392478311238
Syncc9902_0306	3-oxoacyl-(acyl carrier protein) synthase (EC:2.3.1.41 )	0.118	0.02	0.173	73.62	100.0	7.673	0.115	0.118	0.0780795030685038
Syncc9902_0307	fatty acid/phospholipid synthesis protein	0.075	0.011	0.15	95.03	100.0	8.62	0.08	0.073	0.0756960213515626
Syncc9902_0308	two component transcriptional regulator, winged helix family	0.015	0.002	0.115	70.01	100.0	6.195	0.015	0.015	0.0
Syncc9902_0309	DNA repair protein RadA	0.039	0.008	0.208	70.1	100.0	5.997	0.039	0.039	0.0432140961534563
Syncc9902_0310	photosystem I assembly protein Ycf3	0.018	0.003	0.174	100.0	100.0	13.908	0.018	0.018	0.179136330684756
Syncc9902_0311	Copper-translocating P-type ATPase	0.102	0.021	0.201	99.65	100.0	11.998	0.101	0.105	0.107162658142489
Syncc9902_0312	Thymidylate kinase (EC:2.7.4.9 )	0.143	0.034	0.238	100.0	100.0	15.695	0.151	0.143	0.0683946305876951
Syncc9902_0313	DNA polymerase III subunit delta	0.132	0.039	0.294	96.87	100.0	19.213	0.134	0.134	0.104812572071745
Syncc9902_0314	two component transcriptional regulator, winged helix family	0.008	0.003	0.358	100.0	100.0	22.885	0.012	0.008	0.104658341598564
Syncc9902_0315	ATPase	0.195	0.059	0.305	100.0	100.0	26.314	0.201	0.194	0.242754731092838
Syncc9902_0317	Photosystem II reaction centre protein PsbD/D2	0.01	0.002	0.167	100.0	100.0	17.864	0.01	0.015	0.00168340831521063
Syncc9902_0318	hypothetical protein	0.203	0.056	0.276	100.0	100.0	16.87	0.198	0.203	0.320263180324449
Syncc9902_0319	hypothetical protein	0.227	0.065	0.288	100.0	100.0	16.571	0.226	0.234	0.214887659229325
Syncc9902_0320	hypothetical protein	0.215	0.054	0.252	100.0	100.0	20.726	0.22	0.218	0.223008143982528
Syncc9902_0321	hypothetical protein	0.261	0.059	0.225	100.0	100.0	16.242	0.271	0.264	0.34819928666842
Syncc9902_0322	hypothetical protein	0.179	0.035	0.197	100.0	100.0	13.812	0.183	0.188	0.167425709459236
Syncc9902_0323	possible porin	0.174	0.035	0.202	51.04	99.81	11.27	0.186	0.199	0.077943378177188
Syncc9902_0324	possible porin	0.246	0.052	0.21	47.03	94.91	8.284	0.241	0.271	0.101179332587375
Syncc9902_0325	Cysteine synthase K/M/A	0.059	0.011	0.188	47.68	100.0	4.131	0.069	0.059	0.0422059213932873
Syncc9902_0326	Heat shock protein DnaJ-like	0.115	0.017	0.147	36.92	100.0	4.254	0.107	0.114	0.098596154458964
Syncc9902_0327	hypothetical protein	0.182	0.028	0.152	72.04	100.0	6.435	0.18	0.182	0.23871602423336
Syncc9902_0328	hypothetical protein	0.136	0.015	0.108	63.53	100.0	4.929	0.117	0.151	NaN
Syncc9902_0329	putative Na+/H+ antiporter, CPA1 family	NaN	0.0	0.0	0.0	87.65	1.653	NaN	0.774	0.117028903945422
Syncc9902_0330	hypothetical protein	0.216	0.04	0.186	48.71	100.0	4.653	0.196	0.216	0.306163817233521
Syncc9902_0331	hypothetical protein	0.164	0.031	0.189	65.93	100.0	6.857	0.169	0.164	1.62042730853339
Syncc9902_0332	hypothetical protein	0.217	0.03	0.139	77.5	100.0	7.183	0.213	0.215	0.316974706581968
Syncc9902_0333	hypothetical protein	0.0	0.0	0.111	7.38	100.0	3.124	0.0	0.0	0.203301467993118
Syncc9902_0334	HesB/YadR/YfhF	0.112	0.016	0.147	84.95	100.0	5.495	0.108	0.112	0.397175945587286
Syncc9902_0335	Carotene 7,8-desaturase (EC:1.14.99.30 )	0.03	0.006	0.207	70.62	100.0	6.936	0.033	0.03	0.0536740205382918
Syncc9902_0336	hypothetical protein	0.056	0.007	0.125	60.09	100.0	6.413	0.074	0.056	0.0099056603773585
Syncc9902_0337	hypothetical protein	0.387	0.079	0.204	42.32	100.0	4.206	0.373	0.387	0.439610111926934
Syncc9902_0338	Uroporphyrinogen-III synthase (EC:4.2.1.75 )	0.108	0.016	0.145	89.38	100.0	6.607	0.097	0.108	0.0999026220811996
Syncc9902_0339	TPR repeat	0.159	0.023	0.143	72.73	100.0	5.313	0.163	0.169	0.158499274875427
Syncc9902_0340	putative beta-glucosidase	0.162	0.032	0.197	68.27	99.94	6.626	0.166	0.18	0.285845919485049
Syncc9902_0341	Ribosome-binding factor A	0.008	0.001	0.171	87.65	100.0	6.143	0.008	0.008	0.332725315430445
Syncc9902_0342	hypothetical protein	0.064	0.008	0.132	79.71	100.0	6.251	0.063	0.064	NaN
Syncc9902_0343	putative glutathione S-transferase	0.087	0.017	0.202	73.42	100.0	5.787	0.089	0.084	0.0605610675510459
Syncc9902_0344	hypothetical protein	0.194	0.026	0.135	82.67	100.0	7.652	0.196	0.194	0.128458596918565
Syncc9902_0345	hypothetical protein	0.026	0.004	0.145	93.63	100.0	6.21	0.039	0.024	0.0
Syncc9902_0346	shikimate kinase (EC:2.7.1.71 )	0.198	0.027	0.138	74.65	98.09	6.293	0.195	0.202	0.140663704479127
Syncc9902_0347	6-pyruvoyltetrahydropterin synthase (EC:4.2.3.12 )	0.074	0.012	0.167	74.16	100.0	7.502	0.073	0.074	0.0466295608076009
Syncc9902_0348	putative riboflavin-specific deaminase	0.302	0.004	0.014	15.59	100.0	3.31	0.302	0.302	0.392602040816326
Syncc9902_0349	hypothetical protein	0.277	0.027	0.098	57.62	100.0	4.155	0.281	0.277	0.472857351794072
Syncc9902_0350	hypothetical protein	0.09	0.026	0.286	89.12	99.49	13.125	0.105	0.092	0.103632318874645
Syncc9902_0351	hypothetical protein	0.167	0.035	0.209	100.0	100.0	13.807	0.173	0.167	0.222334235787738
Syncc9902_0351a	cytochrome b6f complex subunit PetL	0.138	0.022	0.156	100.0	100.0	14.935	0.131	0.138	0.387046710734185
Syncc9902_0352	putative multidrug efflux MFS transporter	0.108	0.031	0.281	100.0	100.0	17.3	0.114	0.108	0.184187774641017
Syncc9902_0353	hypothetical protein	0.078	0.019	0.243	100.0	100.0	17.305	0.077	0.084	0.0813315569482832
Syncc9902_0354	Thioredoxin domain 2	0.105	0.024	0.225	97.2	100.0	10.382	0.097	0.102	0.118911008691874
Syncc9902_0355	L-aspartate oxidase (EC:1.4.3.16 )	0.073	0.013	0.175	100.0	100.0	12.869	0.073	0.073	0.0671455535390394
Syncc9902_0356	photosystem II complex extrinsic protein precursor PsuB	0.062	0.011	0.184	100.0	100.0	17.216	0.055	0.062	0.0488556612056886
Syncc9902_0357	hypothetical protein	0.117	0.038	0.321	100.0	100.0	13.06	0.124	0.117	0.407181346566561
Syncc9902_0358	undecaprenyl pyrophosphate phosphatase (EC:2.7.1.66 )	0.107	0.034	0.318	100.0	100.0	14.736	0.108	0.109	0.127805484365698
Syncc9902_0359	possible Fe-S oxidoreductase	0.106	0.028	0.261	89.41	100.0	10.037	0.107	0.106	0.0902254219451868
Syncc9902_0360	putative RND family outer membrane efflux protein	0.148	0.044	0.294	76.52	100.0	6.537	0.147	0.151	0.153860000241439
Syncc9902_0363	serum resistance locus BrkB-like	0.177	0.068	0.387	100.0	100.0	18.836	0.177	0.18	0.0940784297925122
Syncc9902_0364	hypothetical protein	0.226	0.069	0.307	100.0	100.0	13.046	0.226	0.201	2.26969763956977
Syncc9902_0365	hypothetical protein	0.106	0.041	0.388	100.0	100.0	12.33	0.117	0.104	0.361364286342835
Syncc9902_0366	exodeoxyribonuclease VII small subunit	0.153	0.049	0.321	100.0	100.0	12.545	0.151	0.153	0.0151851898925451
Syncc9902_0367	Exonuclease VII, large subunit (EC:3.1.11.6 )	0.122	0.033	0.269	94.93	100.0	13.004	0.134	0.122	0.206024814690548
Syncc9902_0368	possible high light inducible protein	0.079	0.023	0.291	100.0	100.0	20.901	0.082	0.079	1.7451705285082
Syncc9902_0369	ATP-dependent helicase HrpB	0.152	0.032	0.213	95.93	100.0	11.661	0.157	0.152	0.160841803852707
Syncc9902_0370	hypothetical protein	0.023	0.005	0.211	100.0	100.0	12.237	0.023	0.024	0.248966158648316
Syncc9902_0371	hypothetical protein	0.224	0.021	0.095	100.0	100.0	9.415	0.218	0.224	1.46131778206274
Syncc9902_0372	PDZ/DHR/GLGF	0.122	0.021	0.172	86.07	100.0	6.689	0.121	0.122	0.193220938857433
Syncc9902_0373	ATPase	0.082	0.014	0.17	71.8	100.0	6.525	0.084	0.084	0.283328260078831
Syncc9902_0374	hypothetical protein	0.179	0.005	0.027	43.38	100.0	3.438	0.171	0.179	0.152184535156336
Syncc9902_0375	hypothetical protein	NaN	0.0	0.0	0.0	96.97	2.628	NaN	0.035	NaN
Syncc9902_0376	hypothetical protein	0.066	0.026	0.391	27.99	100.0	3.868	0.063	0.066	0.1146801775871
Syncc9902_0377	hypothetical protein	0.044	0.006	0.129	28.57	79.25	2.585	0.044	0.044	0.0649651972157773
Syncc9902_0378	conserved hypothetical protein, transport associated	0.164	0.018	0.108	44.88	88.54	4.227	0.152	0.164	0.604656120853307
Syncc9902_0379	putative potassium channel, VIC family	0.07	0.011	0.153	71.21	100.0	5.996	0.064	0.07	0.0518348641900842
Syncc9902_0380	possible sodium transporter, trk family	0.033	0.006	0.166	41.88	98.09	5.048	0.036	0.033	0.0310051381915626
Syncc9902_0381	putative sodium/sulfate transporter, DASS family	0.031	0.005	0.154	27.91	95.63	3.504	0.036	0.031	0.0535832627945165
Syncc9902_0382	putative GTP-binding protein, transporter associated	0.052	0.008	0.162	56.53	98.86	4.922	0.051	0.052	0.230982857600866
Syncc9902_0383	putative NADH dehydrogenase, transport associated	0.132	0.022	0.166	79.2	100.0	5.819	0.132	0.131	0.636067804620084
Syncc9902_0384	phosphoadenosine phosphosulfate reductase (EC:1.8.4.8 )	0.125	0.024	0.193	77.4	100.0	9.634	0.126	0.145	0.216535658951749
Syncc9902_0385	putative transcriptional acitvator, Baf	0.251	0.043	0.171	85.11	100.0	6.527	0.245	0.27	0.676455332948073
Syncc9902_0386	putative bacterioferritin comigratory (BCP) protein	0.056	0.014	0.258	100.0	100.0	10.669	0.059	0.055	0.224854907950961
Syncc9902_0387	possible protein phosphatase 2C	0.185	0.038	0.206	98.63	100.0	13.852	0.183	0.179	0.292063248979388
Syncc9902_0388	ATPase	0.112	0.025	0.226	87.28	96.55	12.466	0.11	0.112	0.142723896765058
Syncc9902_0389	Secretion protein HlyD	0.078	0.018	0.231	99.39	100.0	9.737	0.076	0.081	0.137641015082615
Syncc9902_0390	Hydrophobe/amphiphile efflux-1 HAE1	0.039	0.012	0.3	100.0	100.0	14.779	0.038	0.049	0.0402249631324229
Syncc9902_0391	hypothetical protein	0.283	0.081	0.286	100.0	100.0	19.155	0.283	0.285	0.272853077374368
Syncc9902_0392	phosphoglucomutase	0.113	0.032	0.28	100.0	100.0	18.5	0.115	0.145	0.126740338582364
Syncc9902_0393	hypothetical protein	0.17	0.047	0.28	100.0	100.0	18.545	0.174	0.17	0.121472767678839
Syncc9902_0394	hypothetical protein	0.314	0.109	0.347	100.0	100.0	18.501	0.326	0.311	0.425587951336191
Syncc9902_0395	hypothetical protein	NaN	0.0	0.0	0.0	0.14	0.001	NaN	NaN	NaN
Syncc9902_0396	Phospholipase D/Transphosphatidylase	0.222	0.058	0.264	98.38	100.0	11.658	0.238	0.224	0.206168827175545
Syncc9902_0397	hypothetical protein	0.125	0.029	0.233	100.0	100.0	11.076	0.108	0.125	2.03333616297474
Syncc9902_0398	hypothetical protein	0.089	0.028	0.314	100.0	100.0	17.434	0.093	0.091	0.100472559864654
Syncc9902_0399	phycobilisome rod-core linker polypeptide cpcG	0.066	0.015	0.23	100.0	100.0	16.601	0.068	0.066	0.208203188663688
Syncc9902_0400	hypothetical protein	0.1	0.027	0.267	100.0	100.0	9.859	0.103	0.1	0.149035673607526
Syncc9902_0401	hypothetical protein	0.142	0.037	0.259	81.85	100.0	7.83	0.14	0.142	0.867208908989497
Syncc9902_0402	putative transcriptional regulator	0.107	0.022	0.208	97.52	100.0	11.594	0.112	0.107	0.429479465693007
Syncc9902_0403	ferredoxin thioredoxin reductase, catalytic beta chain	0.066	0.017	0.253	100.0	100.0	8.555	0.063	0.066	0.0542579078164661
Syncc9902_0404	FeS assembly protein SufB	0.033	0.01	0.302	96.25	100.0	9.894	0.036	0.033	0.0360722721177329
Syncc9902_0405	FeS assembly ATPase SufC	0.033	0.006	0.19	64.89	100.0	6.203	0.034	0.033	0.0349659233031197
Syncc9902_0406	ABC transporter, membrane component	0.117	0.018	0.157	63.82	100.0	5.067	0.12	0.106	0.129669651572214
Syncc9902_0407	Cysteine desulphurases, SufS	0.101	0.019	0.187	51.75	100.0	4.665	0.108	0.1	0.162239675800251
Syncc9902_0408	putative peptidase	0.209	0.033	0.16	49.95	99.9	5.06	0.211	0.193	0.333856484163321
Syncc9902_0409	peptide deformylase (EC:3.5.1.88 )	0.082	0.012	0.145	38.28	100.0	3.751	0.08	0.082	0.111374005842208
Syncc9902_0410	hypothetical protein	0.04	0.007	0.179	100.0	100.0	7.131	0.048	0.04	0.0621510463282615
Syncc9902_0411	hypothetical protein	0.124	0.029	0.234	60.74	97.97	6.393	0.125	0.124	0.161843190635952
Syncc9902_0412	Mg chelatase-related protein	0.198	0.038	0.193	76.72	100.0	6.575	0.204	0.198	0.296682268835806
Syncc9902_0413	HIT (histidine triad) family protein	0.106	0.012	0.114	90.35	100.0	7.632	0.098	0.106	0.219817681503829
Syncc9902_0414	ATPase	0.061	0.016	0.258	92.58	100.0	9.824	0.064	0.062	0.0426804827819254
Syncc9902_0415	possible high light inducible protein	0.065	0.012	0.182	39.52	100.0	4.233	0.063	0.065	0.273469387755102
Syncc9902_0416	hypothetical protein	0.13	0.024	0.183	87.07	100.0	7.739	0.151	0.13	0.101348655210578
Syncc9902_0417	hypothetical protein	0.166	0.033	0.198	100.0	100.0	10.155	0.166	0.163	0.0902918861932581
Syncc9902_0418	hypothetical protein	0.153	0.038	0.245	99.61	100.0	9.462	0.16	0.192	0.203927505060175
