protein_id	locus_tag	has_interpro	n_interpro_domains	interpro_ids
XP_002286385.1	THAPSDRAFT_20984	yes	1	IPR001683
XP_002286386.1	THAPSDRAFT_20985	yes	1	IPR005612
XP_002286387.1	THAPSDRAFT_31609	yes	1	IPR001208
XP_002286388.1	THAPSDRAFT_1771	yes	1	IPR002220
XP_002286389.1	THAPSDRAFT_31437	yes	1	IPR001431
XP_002286390.1	THAPSDRAFT_19928	yes	1	IPR005813
XP_002286391.1	THAPSDRAFT_20988	yes	1	IPR001623
XP_002286392.1	THAPSDRAFT_1779	yes	1	IPR004331
XP_002286393.1	THAPSDRAFT_16613	yes	1	IPR000719
XP_002286394.1	THAPSDRAFT_1786	no	0	none
XP_002286395.1	THAPSDRAFT_20993	no	0	none
XP_002286396.1	THAPSDRAFT_1791	no	0	none
XP_002286397.1	THAPSDRAFT_20996	no	0	none
XP_002286398.1	THAPSDRAFT_20998	no	0	none
XP_002286399.1	THAPSDRAFT_1798	no	0	none
XP_002286400.1	THAPSDRAFT_21000	yes	2	IPR004367,IPR006671
XP_002286401.1	THAPSDRAFT_21001	yes	1	IPR006671
XP_002286402.1	THAPSDRAFT_1804	yes	1	IPR007632
XP_002286403.1	THAPSDRAFT_1806	no	0	none
XP_002286404.1	THAPSDRAFT_21004	no	0	none
XP_002286405.1	THAPSDRAFT_31362	yes	2	IPR003135,IPR005811
XP_002286406.1	THAPSDRAFT_1814	no	0	none
XP_002286407.1	THAPSDRAFT_1817	yes	1	IPR001476
XP_002286408.1	THAPSDRAFT_1819	no	0	none
XP_002286409.1	THAPSDRAFT_1820	no	0	none
XP_002286410.1	THAPSDRAFT_1822	no	0	none
XP_002286411.1	THAPSDRAFT_21014	no	0	none
XP_002286412.1	THAPSDRAFT_21016	yes	1	IPR000048
XP_002286413.1	THAPSDRAFT_268117	yes	1	IPR007125
XP_002286414.1	THAPSDRAFT_31145	yes	2	IPR001650,IPR011545
XP_002286415.1	THAPSDRAFT_21021	no	0	none
XP_002286416.1	THAPSDRAFT_1840	no	0	none
XP_002286417.1	THAPSDRAFT_1842	no	0	none
XP_002286418.1	THAPSDRAFT_1845	yes	1	IPR000717
XP_002286419.1	THAPSDRAFT_261124	yes	3	IPR005097,IPR007698,IPR007886
XP_002286420.1	THAPSDRAFT_1849	yes	2	IPR000719,IPR001611
XP_002286421.1	THAPSDRAFT_1850	yes	2	IPR000719,IPR001611
XP_002286422.1	THAPSDRAFT_1852	yes	1	IPR000608
XP_002286423.1	THAPSDRAFT_1855	yes	1	IPR004776
XP_002286424.1	THAPSDRAFT_1857	yes	1	IPR005307
XP_002286425.1	THAPSDRAFT_261126	no	0	none
XP_002286426.1	THAPSDRAFT_31014	yes	1	IPR001392
XP_002286427.1	THAPSDRAFT_31438	yes	1	IPR004155
XP_002286428.1	THAPSDRAFT_39278	yes	1	IPR002379
XP_002286429.1	THAPSDRAFT_39282	yes	1	IPR000439
XP_002286430.1	THAPSDRAFT_21033	yes	1	IPR000089
XP_002286431.1	THAPSDRAFT_1870	no	0	none
XP_002286432.1	THAPSDRAFT_1873	yes	1	IPR002110
XP_002286433.1	THAPSDRAFT_261132	yes	1	IPR003386
XP_002286434.1	THAPSDRAFT_1875	no	0	none
XP_002286435.1	THAPSDRAFT_39286	yes	1	IPR003439
XP_002286436.1	THAPSDRAFT_268127	yes	1	IPR001344
XP_002286437.1	THAPSDRAFT_21040	no	0	none
XP_002286438.1	THAPSDRAFT_21042	no	0	none
XP_002286439.1	THAPSDRAFT_1889	yes	1	IPR001059
XP_002286440.1	THAPSDRAFT_21044	no	0	none
XP_002286441.1	THAPSDRAFT_21046	no	0	none
XP_002286442.1	THAPSDRAFT_268130	yes	1	IPR001680
XP_002286443.1	THAPSDRAFT_39299	yes	1	IPR006689
XP_002286444.1	THAPSDRAFT_21050	yes	1	IPR010674
XP_002286445.1	THAPSDRAFT_1900	no	0	none
XP_002286446.1	THAPSDRAFT_21052	no	0	none
XP_002286447.1	THAPSDRAFT_1903	no	0	none
XP_002286448.1	THAPSDRAFT_1905	no	0	none
XP_002286449.1	THAPSDRAFT_1908	no	0	none
XP_002286450.1	THAPSDRAFT_1911	no	0	none
XP_002286451.1	THAPSDRAFT_1912	yes	1	IPR005123
XP_002286452.1	THAPSDRAFT_1913	yes	2	IPR001214,IPR003959
XP_002286453.1	THAPSDRAFT_30928	yes	1	IPR005123
XP_002286454.1	THAPSDRAFT_31294	yes	1	IPR009631
XP_002286455.1	THAPSDRAFT_261145	yes	1	IPR001279
XP_002286456.1	THAPSDRAFT_1921	no	0	none
XP_002286457.1	THAPSDRAFT_261147	no	0	none
XP_002286458.1	THAPSDRAFT_1926	no	0	none
XP_002286459.1	THAPSDRAFT_21059	no	0	none
XP_002286460.1	THAPSDRAFT_1930	no	0	none
XP_002286461.1	THAPSDRAFT_1931	no	0	none
XP_002286462.1	THAPSDRAFT_21061	no	0	none
XP_002286463.1	THAPSDRAFT_1934	no	0	none
XP_002286464.1	THAPSDRAFT_268136	no	0	none
XP_002286465.1	THAPSDRAFT_1937	no	0	none
XP_002286466.1	THAPSDRAFT_30972	yes	1	IPR008509
XP_002286467.1	THAPSDRAFT_1941	no	0	none
XP_002286468.1	THAPSDRAFT_1942	no	0	none
XP_002286469.1	THAPSDRAFT_1945	yes	1	IPR001841
XP_002286470.1	THAPSDRAFT_31446	yes	1	IPR001911
XP_002286471.1	THAPSDRAFT_21066	no	0	none
XP_002286472.1	THAPSDRAFT_1953	no	0	none
XP_002286473.1	THAPSDRAFT_1955	no	0	none
XP_002286474.1	THAPSDRAFT_1957	no	0	none
XP_002286475.1	THAPSDRAFT_31007	yes	1	IPR001853
XP_002286476.1	THAPSDRAFT_1960	yes	1	IPR000535
XP_002286477.1	THAPSDRAFT_1962	yes	1	IPR001915
XP_002286478.1	THAPSDRAFT_1965	no	0	none
XP_002286479.1	THAPSDRAFT_21070	no	0	none
XP_002286480.1	THAPSDRAFT_1973	no	0	none
XP_002286481.1	THAPSDRAFT_1975	no	0	none
XP_002286482.1	THAPSDRAFT_1977	no	0	none
XP_002286483.1	THAPSDRAFT_21071	no	0	none
XP_002286484.1	THAPSDRAFT_19837	no	0	none
XP_002286485.1	THAPSDRAFT_30919	yes	1	IPR001388
XP_002286486.1	THAPSDRAFT_261158	yes	2	IPR002048,IPR005821
XP_002286487.1	THAPSDRAFT_1985	no	0	none
XP_002286488.1	THAPSDRAFT_1989	yes	1	IPR001179
XP_002286489.1	THAPSDRAFT_21074	no	0	none
XP_002286490.1	THAPSDRAFT_21076	no	0	none
XP_002286491.1	THAPSDRAFT_21078	yes	1	IPR007577
XP_002286492.1	THAPSDRAFT_31113	yes	1	IPR003213
XP_002286493.1	THAPSDRAFT_26874	yes	1	IPR008429
XP_002286494.1	THAPSDRAFT_21081	no	0	none
XP_002286495.1	THAPSDRAFT_2003	no	0	none
XP_002286496.1	THAPSDRAFT_2004	no	0	none
XP_002286497.1	THAPSDRAFT_2010	no	0	none
XP_002286498.1	THAPSDRAFT_2012	no	0	none
XP_002286499.1	THAPSDRAFT_21085	no	0	none
XP_002286500.1	THAPSDRAFT_31658	no	0	none
XP_002286501.1	THAPSDRAFT_2018	yes	1	IPR005114
XP_002286502.1	THAPSDRAFT_21087	no	0	none
XP_002286503.1	THAPSDRAFT_2022	yes	1	IPR005114
XP_002286504.1	THAPSDRAFT_2023	no	0	none
XP_002286505.1	THAPSDRAFT_21088	yes	1	IPR005114
XP_002286506.1	THAPSDRAFT_21089	no	0	none
XP_002286507.1	THAPSDRAFT_2027	no	0	none
XP_002286508.1	THAPSDRAFT_21090	no	0	none
XP_002286509.1	THAPSDRAFT_261172	yes	1	IPR002085
XP_002286510.1	THAPSDRAFT_2031	no	0	none
XP_002286511.1	THAPSDRAFT_2032	no	0	none
XP_002286512.1	THAPSDRAFT_2035	no	0	none
XP_002286513.1	THAPSDRAFT_2037	no	0	none
XP_002286514.1	THAPSDRAFT_31287	no	0	none
XP_002286515.1	THAPSDRAFT_268146	no	0	none
XP_002286516.1	THAPSDRAFT_261174	no	0	none
XP_002286517.1	THAPSDRAFT_2042	no	0	none
XP_002286518.1	THAPSDRAFT_261176	yes	1	IPR000073
XP_002286519.1	THAPSDRAFT_867	no	0	none
XP_002286520.1	THAPSDRAFT_869	yes	1	IPR006970
XP_002286521.1	THAPSDRAFT_870	yes	1	IPR003594
XP_002286522.1	THAPSDRAFT_20563	no	0	none
XP_002286523.1	THAPSDRAFT_873	no	0	none
XP_002286524.1	THAPSDRAFT_20564	no	0	none
XP_002286525.1	THAPSDRAFT_20565	no	0	none
XP_002286526.1	THAPSDRAFT_267922	yes	1	IPR001353
XP_002286527.1	THAPSDRAFT_20567	yes	1	IPR006685
XP_002286528.1	THAPSDRAFT_882	no	0	none
XP_002286529.1	THAPSDRAFT_20569	yes	1	IPR000182
XP_002286530.1	THAPSDRAFT_887	yes	1	IPR001487
XP_002286531.1	THAPSDRAFT_20571	yes	1	IPR005804
XP_002286532.1	THAPSDRAFT_31174	no	0	none
XP_002286533.1	THAPSDRAFT_260749	no	0	none
XP_002286534.1	THAPSDRAFT_896	no	0	none
XP_002286535.1	THAPSDRAFT_20578	no	0	none
XP_002286536.1	THAPSDRAFT_31266	yes	1	IPR000086
XP_002286537.1	THAPSDRAFT_30833	yes	1	IPR007955
XP_002286538.1	THAPSDRAFT_31021	no	0	none
XP_002286539.1	THAPSDRAFT_907	yes	1	IPR004843
XP_002286540.1	THAPSDRAFT_912	no	0	none
XP_002286541.1	THAPSDRAFT_914	no	0	none
XP_002286542.1	THAPSDRAFT_916	no	0	none
XP_002286543.1	THAPSDRAFT_918	no	0	none
XP_002286544.1	THAPSDRAFT_921	no	0	none
XP_002286545.1	THAPSDRAFT_923	no	0	none
XP_002286546.1	THAPSDRAFT_926	no	0	none
XP_002286547.1	THAPSDRAFT_928	yes	1	IPR007130
XP_002286548.1	THAPSDRAFT_931	no	0	none
XP_002286549.1	THAPSDRAFT_932	yes	1	IPR007603
XP_002286550.1	THAPSDRAFT_935	yes	1	IPR001611
XP_002286551.1	THAPSDRAFT_20589	yes	1	IPR001440
XP_002286552.1	THAPSDRAFT_937	no	0	none
XP_002286553.1	THAPSDRAFT_20590	yes	1	IPR000048
XP_002286554.1	THAPSDRAFT_940	yes	1	IPR000048
XP_002286555.1	THAPSDRAFT_942	no	0	none
XP_002286556.1	THAPSDRAFT_31276	yes	1	IPR003409
XP_002286557.1	THAPSDRAFT_20593	no	0	none
XP_002286558.1	THAPSDRAFT_260761	yes	1	IPR005114
XP_002286559.1	THAPSDRAFT_18104	yes	2	IPR000445,IPR003265
XP_002286560.1	THAPSDRAFT_950	no	0	none
XP_002286561.1	THAPSDRAFT_951	no	0	none
XP_002286562.1	THAPSDRAFT_954	no	0	none
XP_002286563.1	THAPSDRAFT_20595	yes	1	IPR007603
XP_002286564.1	THAPSDRAFT_20596	no	0	none
XP_002286565.1	THAPSDRAFT_960	no	0	none
XP_002286566.1	THAPSDRAFT_961	yes	1	IPR000794
XP_002286567.1	THAPSDRAFT_260768	yes	1	IPR008260
XP_002286568.1	THAPSDRAFT_20597	no	0	none
XP_002286569.1	THAPSDRAFT_20600	no	0	none
XP_002286570.1	THAPSDRAFT_968	yes	1	IPR000182
XP_002286571.1	THAPSDRAFT_20603	no	0	none
XP_002286572.1	THAPSDRAFT_972	no	0	none
XP_002286573.1	THAPSDRAFT_974	yes	1	IPR002539
XP_002286574.1	THAPSDRAFT_976	no	0	none
XP_002286575.1	THAPSDRAFT_267933	yes	1	IPR000719
XP_002286576.1	THAPSDRAFT_20607	yes	1	IPR000453
XP_002286577.1	THAPSDRAFT_20609	no	0	none
XP_002286578.1	THAPSDRAFT_26523	yes	1	IPR002085
XP_002286579.1	THAPSDRAFT_988	yes	1	IPR006175
XP_002286580.1	THAPSDRAFT_990	no	0	none
XP_002286581.1	THAPSDRAFT_991	no	0	none
XP_002286582.1	THAPSDRAFT_992	no	0	none
XP_002286583.1	THAPSDRAFT_993	no	0	none
XP_002286584.1	THAPSDRAFT_20613	yes	1	IPR000183
XP_002286585.1	THAPSDRAFT_20615	no	0	none
XP_002286586.1	THAPSDRAFT_997	yes	2	IPR006131,IPR006132
XP_002286587.1	THAPSDRAFT_20617	no	0	none
XP_002286588.1	THAPSDRAFT_30846	no	0	none
XP_002286589.1	THAPSDRAFT_260785	yes	2	IPR001433,IPR002916
XP_002286590.1	THAPSDRAFT_1010	yes	1	IPR001173
XP_002286591.1	THAPSDRAFT_20620	no	0	none
XP_002286592.1	THAPSDRAFT_1015	no	0	none
XP_002286593.1	THAPSDRAFT_1017	no	0	none
XP_002286594.1	THAPSDRAFT_26530	yes	1	IPR002524
XP_002286595.1	THAPSDRAFT_1022	no	0	none
XP_002286596.1	THAPSDRAFT_20625	no	0	none
XP_002286597.1	THAPSDRAFT_20627	yes	2	IPR006935,IPR011545
XP_002286598.1	THAPSDRAFT_20629	no	0	none
XP_002286599.1	THAPSDRAFT_20630	no	0	none
XP_002286600.1	THAPSDRAFT_31069	yes	1	IPR000719
XP_002286601.1	THAPSDRAFT_20633	yes	1	IPR002422
XP_002286602.1	THAPSDRAFT_267948	yes	1	IPR000733
XP_002286603.1	THAPSDRAFT_19059	yes	1	IPR009269
XP_002286604.1	THAPSDRAFT_260799	no	0	none
XP_002286605.1	THAPSDRAFT_20637	yes	2	IPR006021,IPR008191
XP_002286606.1	THAPSDRAFT_1042	no	0	none
XP_002286607.1	THAPSDRAFT_26545	yes	1	IPR001208
XP_002286608.1	THAPSDRAFT_31510	yes	1	IPR000361
XP_002286609.1	THAPSDRAFT_20640	yes	1	IPR000571
XP_002286610.1	THAPSDRAFT_20641	no	0	none
XP_002286611.1	THAPSDRAFT_1049	yes	2	IPR000683,IPR004104
XP_002286612.1	THAPSDRAFT_1051	no	0	none
XP_002286613.1	THAPSDRAFT_1054	no	0	none
XP_002286614.1	THAPSDRAFT_1057	no	0	none
XP_002286615.1	THAPSDRAFT_260805	yes	2	IPR000897,IPR004125
XP_002286616.1	THAPSDRAFT_20643	no	0	none
XP_002286617.1	THAPSDRAFT_267952	yes	2	IPR003338,IPR003959
XP_002286618.1	THAPSDRAFT_20647	yes	1	IPR005307
XP_002286619.1	THAPSDRAFT_1071	no	0	none
XP_002286620.1	THAPSDRAFT_1080	yes	2	IPR001258,IPR006209
XP_002286621.1	THAPSDRAFT_1082	no	0	none
XP_002286622.1	THAPSDRAFT_1083	yes	1	IPR002528
XP_002286623.1	THAPSDRAFT_20656	yes	1	IPR001734
XP_002286624.1	THAPSDRAFT_1086	no	0	none
XP_002286625.1	THAPSDRAFT_1088	no	0	none
XP_002286626.1	THAPSDRAFT_20658	no	0	none
XP_002286627.1	THAPSDRAFT_260812	yes	1	IPR002123
XP_002286628.1	THAPSDRAFT_39003	yes	1	IPR005155
XP_002286629.1	THAPSDRAFT_1094	no	0	none
XP_002286630.1	THAPSDRAFT_20662	no	0	none
XP_002286631.1	THAPSDRAFT_20664	no	0	none
XP_002286632.1	THAPSDRAFT_1101	no	0	none
XP_002286633.1	THAPSDRAFT_20666	no	0	none
XP_002286634.1	THAPSDRAFT_267958	yes	1	IPR002007
XP_002286635.1	THAPSDRAFT_1109	no	0	none
XP_002286636.1	THAPSDRAFT_1111	no	0	none
XP_002286637.1	THAPSDRAFT_20673	no	0	none
XP_002286638.1	THAPSDRAFT_20674	yes	1	IPR001680
XP_002286639.1	THAPSDRAFT_1116	no	0	none
XP_002286640.1	THAPSDRAFT_260818	yes	1	IPR010554
XP_002286641.1	THAPSDRAFT_31052	yes	2	IPR000719,IPR002048
XP_002286642.1	THAPSDRAFT_20678	no	0	none
XP_002286643.1	THAPSDRAFT_20682	no	0	none
XP_002286644.1	THAPSDRAFT_1131	no	0	none
XP_002286645.1	THAPSDRAFT_1132	no	0	none
XP_002286646.1	THAPSDRAFT_1135	yes	1	IPR001129
XP_002286647.1	THAPSDRAFT_1136	yes	1	IPR001440
XP_002286648.1	THAPSDRAFT_20686	yes	1	IPR000156
XP_002286649.1	THAPSDRAFT_1140	no	0	none
XP_002286650.1	THAPSDRAFT_31673	yes	1	IPR007197
XP_002286651.1	THAPSDRAFT_20086	yes	1	IPR000504
XP_002286652.1	THAPSDRAFT_20688	yes	1	IPR000910
XP_002286653.1	THAPSDRAFT_1149	no	0	none
XP_002286654.1	THAPSDRAFT_267964	yes	1	IPR001373
XP_002286655.1	THAPSDRAFT_31064	yes	1	IPR000626
XP_002286656.1	THAPSDRAFT_39032	yes	1	IPR000361
XP_002286657.1	THAPSDRAFT_1155	no	0	none
XP_002286658.1	THAPSDRAFT_260829	yes	1	IPR006204
XP_002286659.1	THAPSDRAFT_20696	yes	1	IPR000719
XP_002286660.1	THAPSDRAFT_1161	yes	1	IPR007087
XP_002286661.1	THAPSDRAFT_20698	no	0	none
XP_002286662.1	THAPSDRAFT_13922	yes	1	IPR004841
XP_002286663.1	THAPSDRAFT_1170	no	0	none
XP_002286664.1	THAPSDRAFT_1172	no	0	none
XP_002286665.1	THAPSDRAFT_30866	no	0	none
XP_002286666.1	THAPSDRAFT_1175	no	0	none
XP_002286667.1	THAPSDRAFT_260833	yes	1	IPR003439
XP_002286668.1	THAPSDRAFT_20703	no	0	none
XP_002286669.1	THAPSDRAFT_260838	no	0	none
XP_002286670.1	THAPSDRAFT_31084	yes	1	IPR001971
XP_002286671.1	THAPSDRAFT_260841	yes	3	IPR001433,IPR003097,IPR008254
XP_002286672.1	THAPSDRAFT_31316	yes	4	IPR000399,IPR001450,IPR002869,IPR002880
XP_002286673.1	THAPSDRAFT_1186	yes	1	IPR000620
XP_002286674.1	THAPSDRAFT_260844	yes	1	IPR002048
XP_002286675.1	THAPSDRAFT_20707	no	0	none
XP_002286676.1	THAPSDRAFT_260846	yes	1	IPR001199
XP_002286677.1	THAPSDRAFT_1192	no	0	none
XP_002286678.1	THAPSDRAFT_1193	yes	1	IPR000719
XP_002286679.1	THAPSDRAFT_1194	no	0	none
XP_002286680.1	THAPSDRAFT_1196	no	0	none
XP_002286681.1	THAPSDRAFT_1197	no	0	none
XP_002286682.1	THAPSDRAFT_267973	no	0	none
XP_002286683.1	THAPSDRAFT_20710	no	0	none
XP_002286684.1	THAPSDRAFT_1201	no	0	none
XP_002286685.1	THAPSDRAFT_1204	no	0	none
XP_002286686.1	THAPSDRAFT_20712	no	0	none
XP_002286687.1	THAPSDRAFT_20714	yes	1	IPR006662
XP_002286688.1	THAPSDRAFT_20715	no	0	none
XP_002286689.1	THAPSDRAFT_260852	yes	1	IPR002822
XP_002286690.1	THAPSDRAFT_1214	no	0	none
XP_002286691.1	THAPSDRAFT_1217	yes	1	IPR001005
XP_002286692.1	THAPSDRAFT_1219	no	0	none
XP_002286693.1	THAPSDRAFT_31256	yes	1	IPR002616
XP_002286694.1	THAPSDRAFT_20719	yes	1	IPR001164
XP_002286695.1	THAPSDRAFT_20720	no	0	none
XP_002286696.1	THAPSDRAFT_270361	no	0	none
XP_002286697.1	THAPSDRAFT_1230	yes	1	IPR001841
XP_002286698.1	THAPSDRAFT_260861	yes	1	IPR003959
XP_002286699.1	THAPSDRAFT_260862	yes	1	IPR000740
XP_002286700.1	THAPSDRAFT_19421	no	0	none
XP_002286701.1	THAPSDRAFT_20728	yes	1	IPR001440
XP_002286702.1	THAPSDRAFT_1237	no	0	none
XP_002286703.1	THAPSDRAFT_30871	yes	1	IPR002637
XP_002286704.1	THAPSDRAFT_31575	no	0	none
XP_002286705.1	THAPSDRAFT_1241	no	0	none
XP_002286706.1	THAPSDRAFT_20732	no	0	none
XP_002286707.1	THAPSDRAFT_1247	yes	1	IPR001926
XP_002286708.1	THAPSDRAFT_1249	no	0	none
XP_002286709.1	THAPSDRAFT_1252	no	0	none
XP_002286710.1	THAPSDRAFT_20737	yes	1	IPR001678
XP_002286711.1	THAPSDRAFT_20740	no	0	none
XP_002286712.1	THAPSDRAFT_260875	no	0	none
XP_002286713.1	THAPSDRAFT_20743	no	0	none
XP_002286714.1	THAPSDRAFT_20745	yes	1	IPR003903
XP_002286715.1	THAPSDRAFT_1268	no	0	none
XP_002286716.1	THAPSDRAFT_31047	yes	1	IPR007109
XP_002286717.1	THAPSDRAFT_1274	no	0	none
XP_002286718.1	THAPSDRAFT_1275	no	0	none
XP_002286719.1	THAPSDRAFT_31003	yes	2	IPR006109,IPR011128
XP_002286720.1	THAPSDRAFT_1280	no	0	none
XP_002286721.1	THAPSDRAFT_31551	yes	1	IPR004839
XP_002286722.1	THAPSDRAFT_39075	yes	2	IPR000583,IPR000836
XP_002286723.1	THAPSDRAFT_31126	yes	1	IPR001993
XP_002286724.1	THAPSDRAFT_260885	yes	1	IPR001086
XP_002286725.1	THAPSDRAFT_20504	no	0	none
XP_002286726.1	THAPSDRAFT_26635	yes	1	IPR002422
XP_002286727.1	THAPSDRAFT_31465	yes	1	IPR007109
XP_002286728.1	THAPSDRAFT_31636	yes	1	IPR008183
XP_002286729.1	THAPSDRAFT_260890	no	0	none
XP_002286730.1	THAPSDRAFT_15417	yes	1	IPR003959
XP_002286731.1	THAPSDRAFT_31011	yes	1	IPR001993
XP_002286732.1	THAPSDRAFT_268003	no	0	none
XP_002286733.1	THAPSDRAFT_31091	yes	1	IPR001564
XP_002286734.1	THAPSDRAFT_20766	yes	1	IPR005828
XP_002286735.1	THAPSDRAFT_1305	no	0	none
XP_002286736.1	THAPSDRAFT_31515	yes	1	IPR001878
XP_002286737.1	THAPSDRAFT_1308	yes	1	IPR002110
XP_002286738.1	THAPSDRAFT_1311	yes	1	IPR001026
XP_002286739.1	THAPSDRAFT_260899	yes	1	IPR006746
XP_002286740.1	THAPSDRAFT_20768	no	0	none
XP_002286741.1	THAPSDRAFT_1316	no	0	none
XP_002286742.1	THAPSDRAFT_260900	yes	1	IPR000924
XP_002286743.1	THAPSDRAFT_39098	yes	1	IPR001023
XP_002286744.1	THAPSDRAFT_20773	no	0	none
XP_002286745.1	THAPSDRAFT_1322	yes	1	IPR000048
XP_002286746.1	THAPSDRAFT_1326	yes	1	IPR002650
XP_002286747.1	THAPSDRAFT_20776	no	0	none
XP_002286748.1	THAPSDRAFT_20777	yes	1	IPR000197
XP_002286749.1	THAPSDRAFT_268010	yes	7	IPR007120,IPR007641,IPR007642,IPR007644,IPR007645,IPR007646,IPR007647
XP_002286750.1	THAPSDRAFT_20782	no	0	none
XP_002286751.1	THAPSDRAFT_1337	yes	1	IPR001680
XP_002286752.1	THAPSDRAFT_1339	no	0	none
XP_002286753.1	THAPSDRAFT_20784	yes	1	IPR002885
XP_002286754.1	THAPSDRAFT_15819	yes	1	IPR000286
XP_002286755.1	THAPSDRAFT_20786	no	0	none
XP_002286756.1	THAPSDRAFT_20788	yes	1	IPR000878
XP_002286757.1	THAPSDRAFT_31382	no	0	none
XP_002286758.1	THAPSDRAFT_20791	yes	1	IPR001932
XP_002286759.1	THAPSDRAFT_20792	yes	1	IPR000048
XP_002286760.1	THAPSDRAFT_1353	no	0	none
XP_002286761.1	THAPSDRAFT_1355	no	0	none
XP_002286762.1	THAPSDRAFT_1357	yes	1	IPR001179
XP_002286763.1	THAPSDRAFT_20795	yes	1	IPR001283
XP_002286764.1	THAPSDRAFT_20797	no	0	none
XP_002286765.1	THAPSDRAFT_1365	no	0	none
XP_002286766.1	THAPSDRAFT_1367	yes	1	IPR001440
XP_002286767.1	THAPSDRAFT_31380	no	0	none
XP_002286768.1	THAPSDRAFT_31150	yes	1	IPR000754
XP_002286769.1	THAPSDRAFT_260919	yes	1	IPR001345
XP_002286770.1	THAPSDRAFT_31317	yes	1	IPR001732
XP_002286771.1	THAPSDRAFT_1374	yes	1	IPR000504
XP_002286772.1	THAPSDRAFT_20804	no	0	none
XP_002286773.1	THAPSDRAFT_260923	yes	1	IPR003696
XP_002286774.1	THAPSDRAFT_1381	no	0	none
XP_002286775.1	THAPSDRAFT_1383	yes	1	IPR002937
XP_002286776.1	THAPSDRAFT_260925	yes	1	IPR002125
XP_002286777.1	THAPSDRAFT_1388	no	0	none
XP_002286778.1	THAPSDRAFT_30887	yes	1	IPR001199
XP_002286779.1	THAPSDRAFT_20812	no	0	none
XP_002286780.1	THAPSDRAFT_1394	yes	1	IPR002085
XP_002286781.1	THAPSDRAFT_260934	yes	1	IPR001544
XP_002286782.1	THAPSDRAFT_20816	yes	1	IPR001544
XP_002286783.1	THAPSDRAFT_260937	yes	1	IPR000719
XP_002286784.1	THAPSDRAFT_30969	yes	1	IPR000433
XP_002286785.1	THAPSDRAFT_1407	no	0	none
XP_002286786.1	THAPSDRAFT_30990	yes	1	IPR001395
XP_002286787.1	THAPSDRAFT_260941	yes	1	IPR000462
XP_002286788.1	THAPSDRAFT_260942	yes	1	IPR006175
XP_002286789.1	THAPSDRAFT_1415	no	0	none
XP_002286790.1	THAPSDRAFT_30971	yes	1	IPR003608
XP_002286791.1	THAPSDRAFT_1418	yes	1	IPR002130
XP_002286792.1	THAPSDRAFT_20821	yes	1	IPR001283
XP_002286793.1	THAPSDRAFT_268024	no	0	none
XP_002286794.1	THAPSDRAFT_20823	yes	1	IPR004820
XP_002286795.1	THAPSDRAFT_20824	no	0	none
XP_002286796.1	THAPSDRAFT_1429	no	0	none
XP_002286797.1	THAPSDRAFT_31277	yes	1	IPR006846
XP_002286798.1	THAPSDRAFT_1432	no	0	none
XP_002286799.1	THAPSDRAFT_20827	no	0	none
XP_002286800.1	THAPSDRAFT_20829	no	0	none
XP_002286801.1	THAPSDRAFT_268027	yes	1	IPR003402
XP_002286802.1	THAPSDRAFT_20831	no	0	none
XP_002286803.1	THAPSDRAFT_1440	no	0	none
XP_002286804.1	THAPSDRAFT_1444	no	0	none
XP_002286805.1	THAPSDRAFT_30921	yes	1	IPR004316
XP_002286806.1	THAPSDRAFT_20833	no	0	none
XP_002286807.1	THAPSDRAFT_1449	no	0	none
XP_002286808.1	THAPSDRAFT_1451	no	0	none
XP_002286809.1	THAPSDRAFT_1460	no	0	none
XP_002286810.1	THAPSDRAFT_1464	no	0	none
XP_002286811.1	THAPSDRAFT_260959	yes	1	IPR001650
XP_002286812.1	THAPSDRAFT_1470	no	0	none
XP_002286813.1	THAPSDRAFT_20843	no	0	none
XP_002286814.1	THAPSDRAFT_260962	no	0	none
XP_002286815.1	THAPSDRAFT_39141	no	0	none
XP_002286816.1	THAPSDRAFT_1477	no	0	none
XP_002286817.1	THAPSDRAFT_1479	yes	1	IPR004166
XP_002286818.1	THAPSDRAFT_1481	no	0	none
XP_002286819.1	THAPSDRAFT_31472	yes	1	IPR000719
XP_002286820.1	THAPSDRAFT_1487	yes	1	IPR008580
XP_002286821.1	THAPSDRAFT_39149	yes	2	IPR001404,IPR003594
XP_002286822.1	THAPSDRAFT_20854	no	0	none
XP_002286823.1	THAPSDRAFT_1495	no	0	none
XP_002286824.1	THAPSDRAFT_268040	yes	1	IPR000569
XP_002286825.1	THAPSDRAFT_1499	yes	1	IPR002308
XP_002286826.1	THAPSDRAFT_12960	no	0	none
XP_002286827.1	THAPSDRAFT_260982	no	0	none
XP_002286828.1	THAPSDRAFT_268043	no	0	none
XP_002286829.1	THAPSDRAFT_268044	no	0	none
XP_002286830.1	THAPSDRAFT_1506	no	0	none
XP_002286831.1	THAPSDRAFT_39157	yes	1	IPR003959
XP_002286832.1	THAPSDRAFT_268048	no	0	none
XP_002286833.1	THAPSDRAFT_1512	no	0	none
XP_002286834.1	THAPSDRAFT_20864	no	0	none
XP_002286835.1	THAPSDRAFT_20865	no	0	none
XP_002286836.1	THAPSDRAFT_20866	no	0	none
XP_002286837.1	THAPSDRAFT_1520	no	0	none
XP_002286838.1	THAPSDRAFT_20869	no	0	none
XP_002286839.1	THAPSDRAFT_14924	yes	1	IPR009637
