Entry	Gene Names	InterPro	Pfam	Protein names
B8C398	THAPSDRAFT_262575	IPR013785;IPR050074;IPR033886;IPR023359;IPR012135;IPR005720;IPR001295;	PF01180;	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1) (Dihydroorotate oxidase)
B8C3D2	THAPSDRAFT_5601	IPR044015;IPR000146;IPR033391;IPR028343;	PF00316;PF18913;	fructose-bisphosphatase (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase)
B8C3U2	THAPSDRAFT_5763	IPR006166;IPR033309;IPR011335;IPR003034;IPR036361;IPR036388;IPR047417;	PF02732;	Crossover junction endonuclease MUS81 (EC 3.1.22.-)
B8C3V9	acnB THAPSDRAFT_268965	IPR015931;IPR001030;IPR015928;IPR050926;IPR018136;IPR036008;IPR004406;IPR015933;IPR036288;IPR015929;IPR015932;	PF00330;PF06434;PF11791;	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (2-methyl-cis-aconitate hydratase) (Iron-responsive protein-like) (RNA-binding protein)
B8C3Y7	THAPSDRAFT_268976	IPR001108;IPR006639;IPR042524;	PF01080;	Presenilin (EC 3.4.23.-)
B8C486	THAPSDRAFT_23228	IPR008927;IPR013328;IPR013023;IPR000506;IPR013116;IPR036291;	PF01450;PF07991;	Ketol-acid reductoisomerase, chloroplastic (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)
B8C4A5	THAPSDRAFT_269158	IPR045263;IPR020846;IPR005828;IPR036259;IPR003663;IPR005829;	PF00083;	Hexose transporter 1
B8C4D6	THAPSDRAFT_35129	IPR002464;IPR014001;IPR001650;IPR009057;IPR044754;IPR036306;IPR027417;IPR015195;IPR038718;IPR049730;IPR000330;	PF00271;PF09111;PF00176;	Chromatin-remodeling complex ATPase chain
B8C4D7	THAPSDRAFT_6461	IPR007785;IPR046408;	PF05093;	Anamorsin homolog (Fe-S cluster assembly protein DRE2 homolog)
B8C4K2	THAPSDRAFT_23291	IPR002937;IPR036188;IPR001613;IPR014102;IPR050464;	PF01593;	Amine oxidase (EC 1.4.3.-)
B8C4M1	RPC1 THAPSDRAFT_28816	IPR000722;IPR006592;IPR007080;IPR007066;IPR042102;IPR007083;IPR007081;IPR044893;IPR035698;IPR035697;IPR038120;IPR015700;	PF04997;PF00623;PF04983;PF05000;PF04998;	DNA-directed RNA polymerase subunit (EC 2.7.7.6)
B8C4S7	THAPSDRAFT_6600	IPR027141;IPR010920;IPR047575;IPR034102;IPR001163;	PF01423;	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)
B8C4U6	THAPSDRAFT_22947	IPR044046;IPR039164;IPR003126;	PF18995;PF02207;	E3 ubiquitin-protein ligase (EC 2.3.2.27)
B8C4V9	THAPSDRAFT_40871	IPR000182;IPR033688;IPR027417;IPR007807;IPR032672;IPR013562;IPR027992;	PF13718;PF05127;PF08351;PF13725;	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)
B8C546	THAPSDRAFT_34975	IPR003593;IPR031327;IPR008046;IPR001208;IPR041562;IPR033762;IPR012340;IPR027417;	PF00493;PF17855;PF17207;	DNA replication licensing factor MCM3 (EC 3.6.4.12)
B8C5E1	TPI1 THAPSDRAFT_40958	IPR013785;IPR035990;IPR022896;IPR000652;IPR020861;	PF00121;	Triosephosphate isomerase (EC 5.3.1.1)
B8C5P6	THAPSDRAFT_269065	IPR029063;IPR025763;IPR003358;	PF02390;	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)
B8C5S9	THAPSDRAFT_269080	IPR029062;IPR004468;IPR017456;IPR017926;IPR033828;IPR027417;	PF06418;PF00117;	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)
B8C5U2	DPO1 THAPSDRAFT_35189	IPR006172;IPR017964;IPR006133;IPR006134;IPR043502;IPR042087;IPR023211;IPR050240;IPR012337;IPR036397;IPR025687;	PF00136;PF03104;PF14260;	DNA polymerase (EC 2.7.7.7)
B8C5V7	P5CS THAPSDRAFT_41038	IPR036393;IPR016161;IPR016163;IPR016162;IPR015590;IPR001048;IPR020593;IPR001057;IPR019797;IPR000965;IPR005766;	PF00696;PF00171;	Delta-1-pyrroline-5-carboxylate synthase [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]
B8C600	THAPSDRAFT_34850	IPR003593;IPR003959;IPR004815;IPR054594;IPR008269;IPR027065;IPR003111;IPR046336;IPR027503;IPR027417;IPR008268;IPR015947;IPR020568;IPR014721;	PF00004;PF05362;PF22667;PF02190;	Lon protease homolog (EC 3.4.21.-)
B8C649	THAPSDRAFT_269123	IPR031327;IPR008047;IPR018525;IPR001208;IPR041562;IPR033762;IPR012340;IPR027417;IPR036388;	PF00493;PF17855;PF17207;	DNA replication licensing factor MCM4 (EC 3.6.4.12)
B8C6Q4	THAPSDRAFT_7506	IPR014929;IPR045886;IPR000594;IPR023318;IPR030468;IPR035985;IPR033127;	PF08825;PF00899;	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64)
B8C6T8	THAPSDRAFT_7542	IPR022898;IPR001352;IPR024567;IPR012337;IPR036397;	PF01351;	Ribonuclease (EC 3.1.26.4)
B8C6V3	THAPSDRAFT_35896	IPR000649;IPR005251;IPR042529;IPR011559;IPR027363;IPR037171;	PF01008;	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)
B8C772	THAPSDRAFT_269371	IPR036393;IPR045865;IPR054352;IPR001048;IPR001341;IPR042199;	PF00696;PF22468;	aspartate kinase (EC 2.7.2.4)
B8C779	PPS1 THAPSDRAFT_23810	IPR013815;IPR008279;IPR006319;IPR018274;IPR000121;IPR036637;IPR002192;IPR015813;IPR040442;	PF00391;PF02896;PF01326;	pyruvate, water dikinase (EC 2.7.9.2) (Pyruvate, water dikinase)
B8C783	GAPD2 THAPSDRAFT_35816	IPR054835;IPR052978;IPR020831;IPR020830;IPR020829;IPR020828;IPR006424;IPR036291;	PF02800;PF00044;	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)
B8C7E5	TUB4 THAPSDRAFT_29237	IPR002454;IPR008280;IPR000217;IPR037103;IPR018316;IPR036525;IPR023123;IPR017975;IPR003008;	PF00091;PF03953;	Tubulin gamma chain
B8C809	GDCT THAPSDRAFT_36208	IPR006223;IPR028896;IPR029043;IPR013977;IPR006222;IPR027266;	PF01571;PF08669;	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)
B8C846	THAPSDRAFT_23971	IPR044046;IPR039164;IPR055194;IPR003126;	PF18995;PF22960;PF02207;	E3 ubiquitin-protein ligase (EC 2.3.2.27)
B8C871	AK2 THAPSDRAFT_644	IPR001805;IPR002173;IPR011611;IPR029056;	PF00294;	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)
B8C8B4	TUB2 THAPSDRAFT_8069	IPR013838;IPR002453;IPR008280;IPR000217;IPR037103;IPR018316;IPR036525;IPR023123;IPR017975;IPR003008;	PF00091;PF03953;	Tubulin beta chain
B8C8L4	MLK1 THAPSDRAFT_24056	IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	non-specific serine/threonine protein kinase (EC 2.7.11.1)
B8C8N2	THAPSDRAFT_36223 THAPSDRAFT_bd1464	IPR050503;IPR012198;IPR018488;IPR000595;IPR018490;IPR014710;	PF00027;	cGMP-dependent protein kinase (EC 2.7.11.12)
B8C8Q6	PURA THAPSDRAFT_41778	IPR033128;IPR042109;IPR042110;IPR042111;IPR001114;IPR027417;	PF00709;	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)
B8C8S3	THAPSDRAFT_36310	IPR027057;IPR001915;IPR032456;	PF01435;PF16491;	CAAX prenyl protease (EC 3.4.24.84)
B8C8U5	TPI3 THAPSDRAFT_36462	IPR013785;IPR035990;IPR000652;IPR020861;	PF00121;	Triosephosphate isomerase (EC 5.3.1.1)
B8C981	TopoII_2 THAPSDRAFT_263644	IPR050634;IPR036890;IPR020568;IPR014721;IPR001241;IPR013760;IPR013758;IPR013757;IPR013759;IPR013506;IPR002205;IPR001154;IPR018522;IPR031660;IPR006171;	PF00204;PF00521;PF01751;PF16898;	DNA topoisomerase 2 (EC 5.6.2.2)
B8C9C5	THAPSDRAFT_24163	IPR006195;IPR045864;IPR005121;IPR036690;IPR002319;	PF03147;PF01409;	phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase)
B8C9C8	THAPSDRAFT_661	IPR003593;IPR041702;IPR041628;IPR011776;IPR000523;IPR027417;IPR002035;IPR036465;	PF17863;PF01078;PF13519;	Mg-protoporphyrin IX chelatase (EC 6.6.1.1)
B8C9L4	THAPSDRAFT_36420	IPR050634;IPR036890;IPR003594;IPR020568;IPR014721;IPR001241;IPR013760;IPR013758;IPR013757;IPR013759;IPR013506;IPR002205;IPR001154;IPR018522;IPR031660;IPR006171;IPR034157;	PF00204;PF00521;PF02518;PF01751;PF16898;	DNA topoisomerase 2 (EC 5.6.2.2)
B8C9P0	TOP2 THAPSDRAFT_36522	IPR050634;IPR036890;IPR003594;IPR020568;IPR014721;IPR001241;IPR013760;IPR013758;IPR013757;IPR013759;IPR013506;IPR002205;IPR001154;IPR018522;IPR031660;IPR006171;IPR034157;	PF00204;PF00521;PF02518;PF01751;PF16898;	DNA topoisomerase 2 (EC 5.6.2.2)
B8C9R3	THAPSDRAFT_8524	IPR007886;IPR007698;IPR029035;IPR036291;IPR026255;IPR024605;IPR034300;	PF01262;PF05222;PF02233;PF12769;	NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase)
B8C9X1	MHMT1 THAPSDRAFT_693	IPR003759;IPR006158;IPR036724;IPR011005;IPR003726;IPR036589;IPR050554;IPR033706;IPR011822;IPR036594;IPR000489;IPR004223;IPR037010;	PF02310;PF02607;PF02965;PF00809;PF02574;	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)
B8C9X7	MAP2 THAPSDRAFT_24414	IPR036005;IPR050247;IPR000994;IPR001714;IPR002468;IPR018349;IPR036388;IPR036390;	PF00557;	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)
B8C9Z5	THAPSDRAFT_8959	IPR003593;IPR041569;IPR003959;IPR003960;IPR007330;IPR036181;IPR050304;IPR027417;IPR015415;	PF00004;PF17862;PF04212;PF09336;	vesicle-fusing ATPase (EC 3.6.4.6)
B8CA75	THAPSDRAFT_9040	IPR016181;IPR039661;IPR034687;IPR056591;IPR006638;IPR000182;IPR032432;IPR007197;IPR058240;	PF00583;PF23613;PF04055;PF16199;	Elongator complex protein 3 (EC 2.3.1.-)
B8CAM3	THAPSDRAFT_9195	IPR027417;IPR038729;	PF13476;	DNA repair protein RAD50
B8CAM6	THAPSDRAFT_36937	IPR016024;IPR011009;IPR057756;IPR015433;IPR000403;IPR036940;IPR018936;IPR001263;IPR042236;	PF00454;PF00613;	phosphatidylinositol 3-kinase (EC 2.7.1.137)
B8CAP3	THAPSDRAFT_36927	IPR050108;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Cyclin-dependent kinase 2 homolog (EC 2.7.11.22) (Cell division control protein 2 homolog) (cdc2-related kinase 2)
B8CAZ0	eIF6 EIF6 THAPSDRAFT_29782	IPR002769;	PF01912;	Eukaryotic translation initiation factor 6 (eIF-6)
B8CBR9	THAPSDRAFT_264061	IPR000340;IPR029021;IPR000387;IPR020422;	PF00782;	Dual specificity phosphatase 28 (EC 3.1.3.16) (EC 3.1.3.48)
B8CBZ4	THAPSDRAFT_9679	IPR001250;IPR016305;IPR018050;IPR046457;IPR046458;IPR014710;IPR011051;	PF20511;PF20512;	mannose-6-phosphate isomerase (EC 5.3.1.8)
B8CC27	mapk THAPSDRAFT_9710	IPR011009;IPR003527;IPR050117;IPR000719;IPR017441;IPR008271;	PF00069;	Mitogen-activated protein kinase (EC 2.7.11.24)
B8CCB0	THAPSDRAFT_9792	IPR003406;IPR043538;	PF02485;	protein xylosyltransferase (EC 2.4.2.26) (Peptide O-xylosyltransferase)
B8CCB2	THAPSDRAFT_37443	IPR004313;IPR027496;IPR014710;IPR011051;	PF03079;	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)
B8CCL4	DPS1 THAPSDRAFT_37471	IPR045031;IPR006390;IPR011005;IPR000550;IPR035907;IPR000489;	PF01288;PF00809;	Dihydropteroate synthetase (EC 2.5.1.15)
B8CCP5	THAPSDRAFT_24902	IPR050731;IPR057992;IPR001841;IPR013083;IPR058051;	PF25563;PF13639;	RING-type E3 ubiquitin transferase (EC 2.3.2.27)
B8CCT7	THAPSDRAFT_42475	IPR003953;IPR036188;IPR003952;IPR037099;IPR015939;IPR030664;IPR027477;IPR011281;IPR014006;	PF00890;PF02910;	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)
B8CDX5	THAPSDRAFT_25214	IPR013956;IPR001841;IPR013083;IPR017907;	PF13920;	E3 ubiquitin protein ligase (EC 2.3.2.27)
B8CDY1	THAPSDRAFT_10581	IPR038765;IPR005078;IPR046792;	PF03416;	Cysteine protease (EC 3.4.22.-)
B8CE39	THAPSDRAFT_42646	IPR002815;IPR013049;IPR036078;IPR004085;IPR034136;IPR036388;	PF21180;PF04406;	DNA topoisomerase (ATP-hydrolyzing) (EC 5.6.2.2) (Meiotic recombination protein SPO11-3)
B8CE54	THAPSDRAFT_20248	IPR045055;IPR041679;IPR027417;IPR047187;	PF13087;	DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12)
B8CE97	THAPSDRAFT_14028	IPR020846;IPR005828;IPR036259;IPR050814;IPR003663;IPR005829;	PF00083;	Hexose transporter 1
B8CED9	THAPSDRAFT_37974	IPR020846;IPR005828;IPR036259;IPR050814;IPR003663;IPR005829;	PF00083;	Hexose transporter 1
B8CEE0	LEU2 THAPSDRAFT_42704	IPR004430;IPR004431;IPR015931;IPR001030;IPR015928;IPR018136;IPR036008;IPR000573;IPR050067;IPR033941;IPR033940;	PF00330;PF00694;	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)
B8CET1	THAPSDRAFT_25629	IPR053905;IPR041095;IPR009022;IPR035647;IPR047872;IPR035649;IPR000640;IPR031157;IPR027417;IPR020568;IPR014721;IPR005225;IPR000795;IPR009000;IPR004540;IPR005517;	PF22042;PF00679;PF14492;PF03764;PF00009;	Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)
B8CFG9	THAPSDRAFT_264792	IPR011545;IPR004589;IPR014001;IPR001650;IPR027417;	PF00270;PF00271;	DNA 3'-5' helicase (EC 5.6.2.4)
B8CGF0	THAPSDRAFT_25866	IPR038959;IPR013915;IPR015943;IPR036322;IPR001680;	PF08606;PF00400;	Pre-mRNA-processing factor 19 (EC 2.3.2.27)
B8LBM8	THAPSDRAFT_41953	IPR001233;IPR036025;IPR027513;	PF01139;	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)
B8LBU8	THAPSDRAFT_41979	IPR036188;IPR023753;IPR016156;IPR006322;IPR046952;IPR001100;IPR004099;IPR012999;	PF07992;PF02852;	Glutathione reductase (EC 1.8.1.7)
B8LBV1	THAPSDRAFT_24323	IPR001247;IPR015847;IPR036345;IPR050590;IPR027408;IPR020568;	PF01138;PF03725;	Ribosomal RNA-processing protein 43
B8LBV9	THAPSDRAFT_8732	IPR033315;		Fanconi-associated nuclease (EC 3.1.4.1)
B8LBX3	THAPSDRAFT_24331	IPR001487;IPR036427;IPR031162;IPR013178;IPR036529;IPR038547;IPR035898;IPR011011;IPR019787;IPR013083;IPR000197;IPR000433;IPR043145;	PF00439;PF08214;PF00628;PF02135;PF00569;	histone acetyltransferase (EC 2.3.1.48)
B8LCD8	THAPSDRAFT_30178	IPR004443;IPR036652;IPR032976;	PF03853;	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)
B8LCF8	PGK5 THAPSDRAFT_25116	IPR001576;IPR015911;IPR015824;IPR036043;	PF00162;	Phosphoglycerate kinase (EC 2.7.2.3)
B8LCG0	URE THAPSDRAFT_30193	IPR006680;IPR011059;IPR032466;IPR008221;IPR011612;IPR017950;IPR005848;IPR017951;IPR002019;IPR036461;IPR002026;IPR036463;IPR029754;IPR050069;	PF01979;PF00449;PF00699;PF00547;	Urease (EC 3.5.1.5) (Urea amidohydrolase)
B8LCH6	PGK3 THAPSDRAFT_42577	IPR001576;IPR015911;IPR015824;IPR036043;	PF00162;	Phosphoglycerate kinase (EC 2.7.2.3)
B8LCJ1	GYK2 THAPSDRAFT_25132	IPR043129;IPR000577;IPR018483;IPR018485;IPR018484;IPR005999;	PF02782;PF00370;	glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)
B8LDE3	THAPSDRAFT_11221	IPR003593;IPR003959;IPR003960;IPR027417;IPR039812;	PF00004;	Vesicle-fusing ATPase (EC 3.6.4.6)
B8LDI1	VPS4 THAPSDRAFT_821	IPR003593;IPR041569;IPR003959;IPR003960;IPR007330;IPR036181;IPR050304;IPR027417;IPR015415;	PF00004;PF17862;PF04212;PF09336;	vesicle-fusing ATPase (EC 3.6.4.6)
B8LDI3	THAPSDRAFT_264610	IPR007865;IPR029149;IPR036005;IPR000994;IPR052433;	PF05195;PF00557;	Xaa-Pro dipeptidase (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase)
B8LDL7	hisH THAPSDRAFT_30478	IPR013785;IPR029062;IPR017926;IPR006062;IPR004651;IPR050064;IPR014640;IPR010139;IPR011060;	PF00117;PF00977;	Imidazole glycerol phosphate synthase hisHF [Includes: Glutaminase (EC 3.5.1.2); Cyclase]
B8LDZ7	LSM4 THAPSDRAFT_bd1125	IPR034101;IPR027141;IPR010920;IPR047575;IPR001163;	PF01423;	U6 snRNA-associated Sm-like protein LSm4
B8LDZ9	LSM4 THAPSDRAFT_bd1124	IPR034101;IPR027141;IPR010920;IPR047575;IPR001163;	PF01423;	U6 snRNA-associated Sm-like protein LSm4
B8LE83	THAPSDRAFT_bd1173	IPR030616;IPR011009;IPR000719;IPR017441;IPR008271;	PF00069;	Aurora kinase (EC 2.7.11.1)
B8LE99	ADL THAPSDRAFT_bd1515	IPR019468;IPR020557;IPR000362;IPR022761;IPR008948;IPR004769;	PF10397;PF00206;	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)
B8LEG9	THAPSDRAFT_bd439	IPR006172;IPR017964;IPR006133;IPR006134;IPR043502;IPR042087;IPR023211;IPR038256;IPR045846;IPR012337;IPR036397;IPR015088;	PF00136;PF03104;PF08996;	DNA polymerase (EC 2.7.7.7)
B8LEH2	THAPSDRAFT_bd1221	IPR011545;IPR004589;IPR014001;IPR001650;IPR027417;IPR032284;	PF00270;PF00271;PF16124;	ATP-dependent DNA helicase (EC 5.6.2.4)
B8LEQ2	rpoC2 THAPSDRAFT_bd2050	IPR012756;IPR045867;IPR007066;IPR042102;IPR007083;IPR007081;IPR038120;	PF04983;PF05000;PF04998;	DNA-directed RNA polymerase subunit beta'' (EC 2.7.7.6) (PEP) (Plastid-encoded RNA polymerase subunit beta'') (RNA polymerase subunit beta'')
B8LER1	atpA THAPSDRAFT_bd1287	IPR023366;IPR000793;IPR038376;IPR033732;IPR005294;IPR020003;IPR004100;IPR036121;IPR000194;IPR027417;	PF00006;PF00306;PF02874;	ATP synthase subunit alpha, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)
B8LER4	atpG atpF2 THAPSDRAFT_bd598	IPR034679;IPR002146;IPR050059;	PF00430;	ATP synthase subunit b', chloroplastic (ATP synthase F(0) sector subunit b') (ATPase subunit II)
B8LER5	atpH THAPSDRAFT_bd1290	IPR005953;IPR000454;IPR020537;IPR038662;IPR002379;IPR035921;	PF00137;	ATP synthase subunit c, chloroplastic (ATP synthase F(0) sector subunit c) (ATPase subunit III) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)
B8LES1	PsbV psbV THAPSDRAFT_bd1039	IPR009056;IPR036909;IPR029490;IPR017851;IPR016003;	PF14495;	Photosystem II extrinsic protein V (PsbV) (Cytochrome c-550) (Cytochrome c550)
B8LES4	psaB THAPSDRAFT_bd1611	IPR001280;IPR020586;IPR036408;IPR006244;	PF00223;	Photosystem I P700 chlorophyll a apoprotein A2 (EC 1.97.1.12) (PSI-B) (PsaB)
B8LES8	petB THAPSDRAFT_bd467	IPR005797;IPR023530;IPR027387;IPR048259;IPR016174;	PF00033;	Cytochrome b6
B8LET5	petA THAPSDRAFT_bd573	IPR024058;IPR002325;IPR024094;IPR036826;IPR011054;	PF01333;PF16639;	Cytochrome f
B8LET6	atpB THAPSDRAFT_bd1563	IPR003593;IPR055190;IPR005722;IPR020003;IPR050053;IPR004100;IPR036121;IPR000194;IPR024034;IPR027417;	PF00006;PF02874;PF22919;	ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
B8LEU5	psbE THAPSDRAFT_bd1387	IPR006217;IPR037025;IPR006216;IPR013081;IPR013082;	PF00283;PF00284;	Cytochrome b559 subunit alpha (PSII reaction center subunit V)
B8LEV1	psaC THAPSDRAFT_bd1048	IPR017896;IPR017900;IPR050157;IPR017491;	PF12838;	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)
B8LEV4	thiG THAPSDRAFT_bd1620	IPR013785;IPR033983;IPR008867;	PF05690;	Thiazole synthase (EC 2.8.1.10)
A0T0N0	petF petF_1 THAPSDRAFT_bd1258	IPR036010;IPR001041;IPR006058;IPR012675;IPR010241;	PF00111;	Ferredoxin
A0T0N9	atpI THAPSDRAFT_bd1378	IPR045082;IPR000568;IPR023011;IPR035908;	PF00119;	ATP synthase subunit a, chloroplastic (ATP synthase F0 sector subunit a) (F-ATPase subunit IV)
A0T0P5	psbB THAPSDRAFT_bd2073	IPR000932;IPR036001;IPR017486;	PF00421;	Photosystem II CP47 reaction center protein (PSII 47 kDa protein) (Protein CP-47)
A0T0Q4	dnaB dnab THAPSDRAFT_bd1327	IPR003593;IPR036185;IPR007692;IPR007694;IPR007693;IPR016136;IPR027417;	PF00772;PF03796;	Replicative DNA helicase (EC 5.6.2.3)
A0T0S0	chlI bchI THAPSDRAFT_bd980	IPR003593;IPR045006;IPR041628;IPR011775;IPR000523;IPR027417;	PF17863;PF01078;	Mg-protoporphyrin IX chelatase (EC 6.6.1.1)
A0T0T3	psbZ THAPSDRAFT_bd1426	IPR002644;IPR036512;	PF01737;	Photosystem II reaction center protein Z
A0T0T4	secG THAPSDRAFT_bd2028	IPR004692;	PF03840;	Probable protein-export membrane protein SecG (Probable protein-export membrane protein secG)
A0T0T5	psaD THAPSDRAFT_bd1339	IPR003685;IPR036579;	PF02531;	Photosystem I reaction center subunit II
A0T0W5	ccsA ccsA' THAPSDRAFT_bd1441	IPR002541;IPR017562;IPR045062;	PF01578;	Cytochrome c biogenesis protein CcsA
B5YLF6	THAPS_38046	IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR027417;IPR039421;	PF00664;PF00005;	ABC transporter
B5YLG8	THAPS_797	IPR029000;IPR024936;IPR020892;IPR002130;	PF00160;	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)
B5YLI1	THAPS_38132	IPR002610;IPR022764;IPR035952;	PF01694;	rhomboid protease (EC 3.4.21.105)
B5YLI4	ASSY THAPS_42719	IPR048268;IPR048267;IPR001518;IPR018223;IPR023434;IPR024074;IPR014729;	PF20979;PF00764;	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)
B5YLI5	THAPS_38171	IPR002043;IPR018085;IPR005122;IPR036895;	PF03167;	Uracil-DNA glycosylase (EC 3.2.2.27)
B5YLJ0	THAPS_25330	IPR014756;IPR016449;IPR013518;		Inward rectifier potassium channel C-terminal domain-containing protein
B5YLJ5	THAPS_10803	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B5YLJ6	THAPS_25332	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B5YLJ8	THAPS_10806	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B5YLJ9	THAPS_10807	IPR000232;IPR036388;IPR036390;	PF00447;	HSF-type DNA-binding domain-containing protein
B5YLK3	THAPS_10811	IPR050410;IPR036691;IPR005135;	PF03372;	Endonuclease/exonuclease/phosphatase domain-containing protein
B5YLK7	THAPS_10815	IPR029045;IPR001478;IPR041489;IPR036034;IPR005151;IPR028204;IPR012393;IPR015943;	PF17820;PF03572;PF14684;	Tail specific protease domain-containing protein
B5YLL3	THAPS_264494	IPR029035;IPR050134;IPR003000;IPR026590;	PF02146;	protein acetyllysine N-acetyltransferase (EC 2.3.1.286)
B5YLL4	THAPS_25337	IPR051553;IPR058923;IPR009091;IPR000408;	PF25390;	RCC1-like domain-containing protein
B5YLL9	THAPS_264496	IPR020471;IPR044485;IPR018170;IPR036812;IPR023210;	PF00248;	Aldo-keto oxidoreductase (EC 1.1.1.200)
B5YLM0	THAPS_269935	IPR016161;IPR001692;IPR022695;IPR012131;	PF00815;	HisD, histidinol dehydrogenase (EC 1.1.1.23)
B5YLN0	THAPS_10837	IPR002685;IPR029044;	PF01793;	Uncharacterized protein
B5YLN3	THAPS_269937	IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268;	PF11838;PF01433;PF17900;	Aminopeptidase (EC 3.4.11.-)
B5YLN7	RL5 THAPS_802	IPR005485;IPR057268;IPR025607;	PF14204;PF17144;	RL5, ribosomal protein 5, 60S large ribosomal subunit
B5YLN9	THAPS_10847	IPR036338;IPR015310;IPR050754;IPR011990;IPR019734;	PF09229;	peptidylprolyl isomerase (EC 5.2.1.8)
B5YLP2	THAPS_10850	IPR006694;IPR050307;	PF04116;	Fatty acid hydroxylase domain-containing protein
B5YLP7	THAPS_42740	IPR016192;IPR002125;IPR016193;IPR016473;IPR015517;IPR035105;	PF00383;	dCMP deaminase (EC 3.5.4.12) (dCMP deaminase)
B5YLQ8	SEC61-1 THAPS_25355	IPR002208;IPR030659;IPR023201;IPR019561;	PF10559;PF00344;	Protein translocase complex subunit
B5YLR6	RecA_1 THAPS_25358	IPR003593;IPR013765;IPR020584;IPR027417;IPR049261;IPR049428;IPR020588;IPR023400;IPR020587;	PF21096;PF00154;	Uncharacterized protein
B5YLS0	THAPS_38025	IPR023635;IPR036821;	PF01327;	Peptide deformylase (EC 3.5.1.88)
