gene_id	protein_id
Sro119_g057990	CAB9501807.1
Sro119_g058000	CAB9501808.1
Sro119_g058010	CAB9501809.1
Sro119_g058020	CAB9501810.1
Sro119_g058030	CAB9501811.1
Sro119_g058040	CAB9501812.1
Sro119_g058050	CAB9501813.1
Sro119_g058060	CAB9501814.1
Sro119_g058070	CAB9501815.1
Sro119_g058080	CAB9501816.1
Sro119_g058090	CAB9501817.1
Sro119_g058100	CAB9501818.1
Sro119_g058110	CAB9501819.1
Sro119_g058120	CAB9501820.1
Sro119_g058150	CAB9501821.1
Sro119_g058160	CAB9501822.1
Sro119_g058170	CAB9501823.1
Sro119_g058180	CAB9501824.1
Sro119_g058190	CAB9501825.1
Sro119_g058200	CAB9501826.1
Sro119_g058210	CAB9501827.1
Sro119_g058220	CAB9501828.1
Sro119_g058230	CAB9501829.1
Sro119_g058240	CAB9501830.1
Sro119_g058250	CAB9501831.1
Sro119_g058260	CAB9501832.1
Sro119_g058270	CAB9501833.1
Sro119_g058280	CAB9501834.1
Sro11_g008410	CAB9496881.1
Sro11_g008420	CAB9496882.1
Sro11_g008430	CAB9496883.1
Sro11_g008450	CAB9496884.1
Sro11_g008460	CAB9496885.1
Sro11_g008470	CAB9496886.1
Sro11_g008480	CAB9496887.1
Sro11_g008490	CAB9496888.1
Sro11_g008500	CAB9496889.1
Sro11_g008510	CAB9496890.1
Sro11_g008520	CAB9496891.1
Sro11_g008530	CAB9496892.1
Sro11_g008540	CAB9496893.1
Sro11_g008550	CAB9496894.1
Sro11_g008560	CAB9496895.1
Sro11_g008570	CAB9496896.1
Sro11_g008580	CAB9496897.1
Sro11_g008590	CAB9496898.1
Sro11_g008600	CAB9496899.1
Sro11_g008601	CAB9496900.1
Sro11_g008610	CAB9496901.1
Sro11_g008620	CAB9496902.1
Sro11_g008630	CAB9496903.1
Sro11_g008640	CAB9496904.1
Sro11_g008650	CAB9496905.1
Sro11_g008660	CAB9496906.1
Sro11_g008670	CAB9496907.1
Sro11_g008680	CAB9496908.1
Sro11_g008690	CAB9496909.1
Sro11_g008700	CAB9496910.1
Sro11_g008710	CAB9496911.1
Sro11_g008720	CAB9496912.1
Sro11_g008730	CAB9496913.1
Sro11_g008740	CAB9496914.1
Sro11_g008750	CAB9496915.1
Sro11_g008760	CAB9496916.1
Sro11_g008770	CAB9496917.1
Sro11_g008780	CAB9496918.1
Sro11_g008790	CAB9496919.1
Sro11_g008800	CAB9496920.1
Sro11_g008810	CAB9496921.1
Sro11_g008820	CAB9496922.1
Sro11_g008830	CAB9496923.1
Sro11_g008840	CAB9496924.1
Sro11_g008850	CAB9496925.1
Sro11_g008860	CAB9496926.1
Sro11_g008870	CAB9496927.1
Sro11_g008880	CAB9496928.1
Sro11_g008890	CAB9496929.1
Sro11_g008900	CAB9496930.1
Sro11_g008910	CAB9496931.1
Sro11_g008920	CAB9496932.1
Sro11_g008930	CAB9496933.1
Sro11_g008940	CAB9496934.1
Sro11_g008950	CAB9496935.1
Sro11_g008960	CAB9496936.1
Sro11_g008970	CAB9496937.1
Sro11_g008980	CAB9496938.1
Sro11_g008990	CAB9496939.1
Sro11_g009000	CAB9496940.1
Sro11_g009010	CAB9496941.1
Sro11_g009020	CAB9496942.1
Sro120_g058290	CAB9501835.1
Sro120_g058300	CAB9501836.1
Sro120_g058310	CAB9501837.1
Sro120_g058320	CAB9501838.1
Sro120_g058330	CAB9501839.1
Sro120_g058340	CAB9501840.1
Sro120_g058350	CAB9501841.1
Sro120_g058360	CAB9501842.1
Sro120_g058370	CAB9501843.1
Sro120_g058380	CAB9501844.1
Sro120_g058390	CAB9501845.1
Sro120_g058400	CAB9501846.1
Sro120_g058410	CAB9501847.1
Sro120_g058420	CAB9501848.1
Sro120_g058430	CAB9501849.1
Sro120_g058440	CAB9501850.1
Sro120_g058450	CAB9501851.1
Sro120_g058460	CAB9501852.1
Sro120_g058470	CAB9501853.1
Sro120_g058480	CAB9501854.1
Sro120_g058490	CAB9501855.1
Sro120_g058500	CAB9501856.1
Sro120_g058510	CAB9501857.1
Sro120_g058520	CAB9501858.1
Sro120_g058530	CAB9501859.1
Sro120_g058540	CAB9501860.1
Sro120_g058550	CAB9501861.1
Sro120_g058560	CAB9501862.1
Sro120_g058570	CAB9501863.1
Sro120_g058580	CAB9501864.1
Sro120_g058590	CAB9501865.1
Sro120_g058600	CAB9501866.1
Sro120_g058610	CAB9501867.1
Sro120_g058620	CAB9501868.1
Sro120_g058630	CAB9501869.1
Sro120_g058640	CAB9501870.1
Sro120_g058650	CAB9501871.1
Sro120_g058660	CAB9501872.1
Sro120_g058670	CAB9501873.1
Sro120_g058680	CAB9501874.1
Sro120_g058690	CAB9501875.1
Sro121_g058700	CAB9501876.1
Sro121_g058710	CAB9501877.1
Sro121_g058720	CAB9501878.1
Sro121_g058730	CAB9501879.1
Sro121_g058740	CAB9501880.1
Sro121_g058750	CAB9501881.1
Sro121_g058760	CAB9501882.1
Sro121_g058770	CAB9501883.1
Sro121_g058780	CAB9501884.1
Sro121_g058790	CAB9501885.1
Sro121_g058800	CAB9501886.1
Sro121_g058810	CAB9501887.1
Sro121_g058820	CAB9501888.1
Sro121_g058830	CAB9501889.1
Sro121_g058840	CAB9501890.1
Sro121_g058850	CAB9501891.1
Sro121_g058860	CAB9501892.1
Sro121_g058870	CAB9501893.1
Sro121_g058880	CAB9501894.1
Sro121_g058890	CAB9501895.1
Sro121_g058900	CAB9501896.1
Sro121_g058910	CAB9501897.1
Sro121_g058920	CAB9501898.1
Sro121_g058930	CAB9501899.1
Sro121_g058940	CAB9501900.1
Sro121_g058950	CAB9501901.1
Sro121_g058960	CAB9501902.1
Sro121_g058970	CAB9501903.1
Sro121_g058980	CAB9501904.1
Sro121_g058990	CAB9501905.1
Sro121_g059000	CAB9501906.1
Sro121_g059010	CAB9501907.1
Sro121_g059020	CAB9501908.1
Sro121_g059030	CAB9501909.1
Sro122_g059040	CAB9501910.1
Sro122_g059050	CAB9501911.1
Sro122_g059060	CAB9501912.1
Sro122_g059070	CAB9501913.1
Sro122_g059080	CAB9501914.1
Sro122_g059090	CAB9501915.1
Sro122_g059100	CAB9501916.1
Sro122_g059110	CAB9501917.1
Sro122_g059120	CAB9501918.1
Sro122_g059130	CAB9501919.1
Sro122_g059140	CAB9501920.1
Sro122_g059150	CAB9501921.1
Sro122_g059160	CAB9501922.1
Sro122_g059170	CAB9501923.1
Sro122_g059180	CAB9501924.1
Sro122_g059190	CAB9501925.1
Sro122_g059200	CAB9501926.1
Sro122_g059210	CAB9501927.1
Sro122_g059220	CAB9501928.1
Sro122_g059230	CAB9501929.1
Sro122_g059240	CAB9501930.1
Sro122_g059250	CAB9501931.1
Sro122_g059260	CAB9501932.1
Sro122_g059270	CAB9501933.1
Sro122_g059280	CAB9501934.1
Sro122_g059290	CAB9501935.1
Sro122_g059300	CAB9501936.1
Sro122_g059310	CAB9501937.1
Sro122_g059320	CAB9501938.1
Sro122_g059330	CAB9501939.1
Sro122_g059340	CAB9501940.1
Sro122_g059350	CAB9501941.1
Sro122_g059360	CAB9501942.1
Sro123_g059370	CAB9501943.1
Sro123_g059380	CAB9501944.1
Sro123_g059390	CAB9501945.1
Sro123_g059400	CAB9501946.1
Sro123_g059410	CAB9501947.1
Sro123_g059420	CAB9501948.1
Sro123_g059430	CAB9501949.1
Sro123_g059440	CAB9501950.1
Sro123_g059450	CAB9501951.1
Sro123_g059460	CAB9501952.1
Sro123_g059470	CAB9501953.1
Sro123_g059480	CAB9501954.1
Sro123_g059490	CAB9501955.1
Sro123_g059500	CAB9501956.1
Sro123_g059510	CAB9501957.1
Sro123_g059520	CAB9501958.1
Sro123_g059530	CAB9501959.1
Sro123_g059540	CAB9501960.1
Sro123_g059550	CAB9501961.1
Sro123_g059560	CAB9501962.1
Sro123_g059570	CAB9501963.1
Sro123_g059580	CAB9501964.1
Sro123_g059590	CAB9501965.1
Sro123_g059600	CAB9501966.1
Sro123_g059610	CAB9501967.1
Sro123_g059620	CAB9501968.1
Sro123_g059630	CAB9501969.1
Sro123_g059640	CAB9501970.1
Sro123_g059650	CAB9501971.1
Sro123_g059660	CAB9501972.1
Sro123_g059670	CAB9501973.1
Sro123_g059680	CAB9501974.1
Sro123_g059690	CAB9501975.1
Sro123_g059700	CAB9501976.1
Sro123_g059710	CAB9501977.1
Sro123_g059720	CAB9501978.1
Sro123_g059730	CAB9501979.1
Sro123_g059740	CAB9501980.1
Sro123_g059750	CAB9501981.1
Sro123_g059760	CAB9501982.1
Sro123_g059770	CAB9501983.1
Sro124_g059780	CAB9501984.1
Sro124_g059790	CAB9501985.1
Sro124_g059800	CAB9501986.1
Sro124_g059810	CAB9501987.1
Sro124_g059820	CAB9501988.1
Sro124_g059830	CAB9501989.1
Sro124_g059840	CAB9501990.1
Sro124_g059850	CAB9501991.1
Sro124_g059860	CAB9501992.1
Sro124_g059870	CAB9501993.1
Sro124_g059880	CAB9501994.1
Sro124_g059890	CAB9501995.1
Sro124_g059900	CAB9501996.1
Sro124_g059910	CAB9501997.1
Sro124_g059920	CAB9501998.1
Sro124_g059921	CAB9501999.1
Sro124_g059930	CAB9502000.1
Sro124_g059940	CAB9502001.1
Sro124_g059950	CAB9502002.1
Sro124_g059960	CAB9502003.1
Sro124_g059970	CAB9502004.1
Sro124_g059980	CAB9502005.1
Sro124_g059990	CAB9502006.1
Sro124_g060000	CAB9502007.1
Sro124_g060010	CAB9502008.1
Sro124_g060020	CAB9502009.1
Sro124_g060030	CAB9502010.1
Sro125_g060040	CAB9502011.1
Sro125_g060050	CAB9502012.1
Sro125_g060060	CAB9502013.1
Sro125_g060070	CAB9502014.1
Sro125_g060080	CAB9502015.1
Sro125_g060090	CAB9502016.1
Sro125_g060100	CAB9502017.1
Sro125_g060110	CAB9502018.1
Sro125_g060120	CAB9502019.1
Sro125_g060130	CAB9502020.1
Sro125_g060140	CAB9502021.1
Sro125_g060150	CAB9502022.1
Sro125_g060160	CAB9502023.1
Sro125_g060170	CAB9502024.1
Sro125_g060180	CAB9502025.1
Sro125_g060190	CAB9502026.1
Sro125_g060200	CAB9502027.1
Sro125_g060210	CAB9502028.1
Sro125_g060220	CAB9502029.1
Sro125_g060230	CAB9502030.1
Sro125_g060240	CAB9502031.1
Sro125_g060250	CAB9502032.1
Sro125_g060260	CAB9502033.1
Sro125_g060270	CAB9502034.1
Sro125_g060280	CAB9502035.1
Sro125_g060290	CAB9502036.1
Sro125_g060300	CAB9502037.1
Sro125_g060310	CAB9502038.1
Sro125_g060320	CAB9502039.1
Sro125_g060330	CAB9502040.1
Sro125_g060340	CAB9502041.1
Sro125_g060350	CAB9502042.1
Sro125_g060360	CAB9502043.1
Sro125_g060370	CAB9502044.1
Sro125_g060380	CAB9502045.1
Sro125_g060390	CAB9502046.1
Sro125_g060400	CAB9502047.1
Sro126_g060410	CAB9502048.1
Sro126_g060420	CAB9502049.1
Sro126_g060430	CAB9502050.1
Sro126_g060440	CAB9502051.1
Sro126_g060450	CAB9502052.1
Sro126_g060460	CAB9502053.1
Sro126_g060470	CAB9502054.1
Sro126_g060480	CAB9502055.1
Sro126_g060490	CAB9502056.1
Sro126_g060500	CAB9502057.1
Sro126_g060510	CAB9502058.1
Sro126_g060520	CAB9502059.1
Sro126_g060530	CAB9502060.1
Sro126_g060540	CAB9502061.1
Sro126_g060550	CAB9502062.1
Sro126_g060560	CAB9502063.1
Sro126_g060570	CAB9502064.1
Sro126_g060580	CAB9502065.1
Sro126_g060590	CAB9502066.1
Sro126_g060600	CAB9502067.1
Sro126_g060610	CAB9502068.1
Sro126_g060620	CAB9502069.1
Sro126_g060630	CAB9502070.1
Sro126_g060640	CAB9502071.1
Sro126_g060650	CAB9502072.1
Sro126_g060651	CAB9502073.1
Sro126_g060660	CAB9502074.1
Sro126_g060670	CAB9502075.1
Sro127_g060680	CAB9502076.1
Sro127_g060690	CAB9502077.1
Sro127_g060700	CAB9502078.1
Sro127_g060710	CAB9502079.1
Sro127_g060720	CAB9502080.1
Sro127_g060730	CAB9502081.1
Sro127_g060740	CAB9502082.1
Sro127_g060750	CAB9502083.1
Sro127_g060760	CAB9502084.1
Sro127_g060770	CAB9502085.1
Sro127_g060780	CAB9502086.1
Sro127_g060790	CAB9502087.1
Sro127_g060800	CAB9502088.1
Sro127_g060810	CAB9502089.1
Sro127_g060820	CAB9502090.1
Sro127_g060830	CAB9502091.1
Sro127_g060840	CAB9502092.1
Sro127_g060850	CAB9502093.1
Sro127_g060860	CAB9502094.1
Sro127_g060870	CAB9502095.1
Sro127_g060880	CAB9502096.1
Sro127_g060890	CAB9502097.1
Sro127_g060900	CAB9502098.1
Sro127_g060910	CAB9502099.1
Sro127_g060920	CAB9502100.1
Sro127_g060930	CAB9502101.1
Sro127_g060940	CAB9502102.1
Sro127_g060950	CAB9502103.1
Sro127_g060960	CAB9502104.1
Sro127_g060970	CAB9502105.1
Sro127_g060980	CAB9502106.1
Sro127_g060990	CAB9502107.1
Sro127_g061000	CAB9502108.1
Sro128_g061010	CAB9502109.1
Sro128_g061020	CAB9502110.1
Sro128_g061030	CAB9502111.1
Sro128_g061040	CAB9502112.1
Sro128_g061050	CAB9502113.1
Sro128_g061060	CAB9502114.1
Sro128_g061070	CAB9502115.1
Sro128_g061080	CAB9502116.1
Sro128_g061090	CAB9502117.1
Sro128_g061100	CAB9502118.1
Sro128_g061110	CAB9502119.1
Sro128_g061120	CAB9502120.1
Sro128_g061130	CAB9502121.1
Sro128_g061140	CAB9502122.1
Sro128_g061150	CAB9502123.1
Sro128_g061160	CAB9502124.1
Sro128_g061170	CAB9502125.1
Sro128_g061180	CAB9502126.1
Sro128_g061190	CAB9502127.1
Sro128_g061200	CAB9502128.1
Sro128_g061210	CAB9502129.1
Sro128_g061220	CAB9502130.1
Sro128_g061230	CAB9502131.1
Sro128_g061240	CAB9502132.1
Sro128_g061250	CAB9502133.1
Sro128_g061260	CAB9502134.1
Sro128_g061270	CAB9502135.1
Sro128_g061280	CAB9502136.1
Sro128_g061290	CAB9502137.1
Sro128_g061300	CAB9502138.1
Sro128_g061310	CAB9502139.1
Sro128_g061320	CAB9502140.1
Sro128_g061330	CAB9502141.1
Sro128_g061340	CAB9502142.1
Sro128_g061350	CAB9502143.1
Sro128_g061360	CAB9502144.1
Sro128_g061370	CAB9502145.1
Sro128_g061380	CAB9502146.1
Sro128_g061390	CAB9502147.1
Sro128_g061400	CAB9502148.1
Sro128_g061410	CAB9502149.1
Sro128_g061420	CAB9502150.1
Sro129_g061430	CAB9502151.1
Sro129_g061440	CAB9502152.1
Sro129_g061450	CAB9502153.1
Sro129_g061460	CAB9502154.1
Sro129_g061470	CAB9502155.1
Sro129_g061480	CAB9502156.1
Sro129_g061490	CAB9502157.1
Sro129_g061500	CAB9502158.1
Sro129_g061510	CAB9502159.1
Sro129_g061520	CAB9502160.1
Sro129_g061530	CAB9502161.1
Sro129_g061540	CAB9502162.1
Sro129_g061550	CAB9502163.1
Sro129_g061560	CAB9502164.1
Sro129_g061570	CAB9502165.1
Sro129_g061580	CAB9502166.1
Sro129_g061590	CAB9502167.1
Sro129_g061600	CAB9502168.1
Sro129_g061610	CAB9502169.1
Sro129_g061611	CAB9502170.1
Sro129_g061620	CAB9502171.1
Sro129_g061630	CAB9502172.1
Sro129_g061640	CAB9502173.1
Sro129_g061650	CAB9502174.1
Sro129_g061660	CAB9502175.1
Sro129_g061670	CAB9502176.1
Sro129_g061680	CAB9502177.1
Sro129_g061690	CAB9502178.1
Sro129_g061700	CAB9502179.1
Sro129_g061710	CAB9502180.1
Sro129_g061720	CAB9502181.1
Sro129_g061730	CAB9502182.1
Sro129_g061740	CAB9502183.1
Sro12_g009030	CAB9496943.1
Sro12_g009040	CAB9496944.1
Sro12_g009050	CAB9496945.1
Sro12_g009060	CAB9496946.1
Sro12_g009070	CAB9496947.1
Sro12_g009080	CAB9496948.1
Sro12_g009090	CAB9496949.1
Sro12_g009100	CAB9496950.1
Sro12_g009110	CAB9496951.1
Sro12_g009120	CAB9496952.1
Sro12_g009130	CAB9496953.1
Sro12_g009140	CAB9496954.1
Sro12_g009150	CAB9496955.1
Sro12_g009160	CAB9496956.1
Sro12_g009170	CAB9496957.1
Sro12_g009180	CAB9496958.1
Sro12_g009190	CAB9496959.1
Sro12_g009200	CAB9496960.1
Sro12_g009210	CAB9496961.1
Sro12_g009220	CAB9496962.1
Sro12_g009230	CAB9496963.1
Sro12_g009240	CAB9496964.1
Sro12_g009250	CAB9496965.1
Sro12_g009251	CAB9496966.1
Sro12_g009260	CAB9496967.1
Sro12_g009270	CAB9496968.1
Sro12_g009280	CAB9496969.1
Sro12_g009290	CAB9496970.1
Sro12_g009300	CAB9496971.1
Sro12_g009310	CAB9496972.1
Sro12_g009320	CAB9496973.1
Sro12_g009330	CAB9496974.1
Sro12_g009340	CAB9496975.1
Sro12_g009350	CAB9496976.1
Sro12_g009360	CAB9496977.1
Sro12_g009370	CAB9496978.1
Sro12_g009380	CAB9496979.1
Sro12_g009390	CAB9496980.1
Sro12_g009400	CAB9496981.1
Sro12_g009410	CAB9496982.1
Sro12_g009420	CAB9496983.1
Sro12_g009430	CAB9496984.1
Sro12_g009440	CAB9496985.1
Sro12_g009450	CAB9496986.1
Sro12_g009460	CAB9496987.1
Sro12_g009470	CAB9496988.1
Sro12_g009480	CAB9496989.1
Sro12_g009490	CAB9496990.1
Sro12_g009500	CAB9496991.1
Sro12_g009510	CAB9496992.1
Sro12_g009520	CAB9496993.1
Sro12_g009530	CAB9496994.1
Sro12_g009540	CAB9496995.1
Sro12_g009550	CAB9496996.1
Sro12_g009560	CAB9496997.1
Sro12_g009570	CAB9496998.1
Sro12_g009571	CAB9496999.1
Sro12_g009580	CAB9497000.1
Sro12_g009590	CAB9497001.1
Sro12_g009600	CAB9497002.1
Sro12_g009610	CAB9497003.1
Sro12_g009620	CAB9497004.1
Sro12_g009630	CAB9497005.1
Sro12_g009640	CAB9497006.1
Sro12_g009650	CAB9497007.1
Sro130_g061750	CAB9502184.1
Sro130_g061760	CAB9502185.1
Sro130_g061770	CAB9502186.1
Sro130_g061780	CAB9502187.1
Sro130_g061790	CAB9502188.1
Sro130_g061800	CAB9502189.1
Sro130_g061810	CAB9502190.1
Sro130_g061820	CAB9502191.1
Sro130_g061830	CAB9502192.1
Sro130_g061840	CAB9502193.1
Sro130_g061850	CAB9502194.1
Sro130_g061860	CAB9502195.1
Sro130_g061870	CAB9502196.1
Sro130_g061880	CAB9502197.1
Sro130_g061881	CAB9502198.1
Sro130_g061890	CAB9502199.1
Sro130_g061900	CAB9502200.1
Sro130_g061910	CAB9502201.1
Sro130_g061920	CAB9502202.1
Sro130_g061930	CAB9502203.1
Sro130_g061931	CAB9502204.1
Sro130_g061940	CAB9502205.1
Sro130_g061950	CAB9502206.1
Sro130_g061960	CAB9502207.1
Sro130_g061970	CAB9502208.1
Sro130_g061980	CAB9502209.1
Sro130_g061990	CAB9502210.1
Sro130_g061991	CAB9502211.1
Sro130_g062000	CAB9502212.1
Sro130_g062010	CAB9502213.1
Sro130_g062020	CAB9502214.1
Sro130_g062030	CAB9502215.1
Sro130_g062040	CAB9502216.1
Sro130_g062050	CAB9502217.1
Sro130_g062060	CAB9502218.1
Sro130_g062070	CAB9502219.1
Sro130_g062080	CAB9502220.1
Sro130_g062090	CAB9502221.1
Sro130_g062100	CAB9502222.1
Sro130_g062110	CAB9502223.1
Sro130_g062120	CAB9502224.1
Sro130_g062130	CAB9502225.1
Sro130_g062140	CAB9502226.1
Sro131_g062150	CAB9502227.1
Sro131_g062160	CAB9502228.1
Sro131_g062170	CAB9502229.1
Sro131_g062180	CAB9502230.1
Sro131_g062181	CAB9502231.1
Sro131_g062190	CAB9502232.1
Sro131_g062200	CAB9502233.1
Sro131_g062210	CAB9502234.1
Sro131_g062220	CAB9502235.1
Sro131_g062230	CAB9502236.1
Sro131_g062240	CAB9502237.1
Sro131_g062250	CAB9502238.1
Sro131_g062260	CAB9502239.1
Sro131_g062270	CAB9502240.1
Sro131_g062280	CAB9502241.1
Sro131_g062290	CAB9502242.1
Sro131_g062310	CAB9502243.1
Sro131_g062320	CAB9502244.1
Sro131_g062330	CAB9502245.1
Sro131_g062331	CAB9502246.1
Sro131_g062340	CAB9502247.1
Sro131_g062350	CAB9502248.1
Sro131_g062360	CAB9502249.1
Sro131_g062370	CAB9502250.1
Sro132_g062380	CAB9502251.1
Sro132_g062390	CAB9502252.1
Sro132_g062400	CAB9502253.1
Sro132_g062410	CAB9502254.1
Sro132_g062420	CAB9502255.1
Sro132_g062430	CAB9502256.1
Sro132_g062440	CAB9502257.1
Sro132_g062450	CAB9502258.1
Sro132_g062460	CAB9502259.1
Sro132_g062470	CAB9502260.1
Sro132_g062480	CAB9502261.1
Sro132_g062490	CAB9502262.1
Sro132_g062491	CAB9502263.1
Sro132_g062500	CAB9502264.1
Sro132_g062510	CAB9502265.1
Sro132_g062511	CAB9502266.1
Sro132_g062520	CAB9502267.1
Sro132_g062530	CAB9502268.1
Sro132_g062540	CAB9502269.1
Sro132_g062550	CAB9502270.1
Sro132_g062560	CAB9502271.1
Sro132_g062570	CAB9502272.1
Sro132_g062580	CAB9502273.1
Sro132_g062590	CAB9502274.1
Sro132_g062600	CAB9502275.1
Sro132_g062610	CAB9502276.1
Sro132_g062620	CAB9502277.1
Sro132_g062630	CAB9502278.1
Sro132_g062640	CAB9502279.1
Sro132_g062650	CAB9502280.1
Sro132_g062660	CAB9502281.1
Sro132_g062670	CAB9502282.1
Sro132_g062680	CAB9502283.1
Sro132_g062690	CAB9502284.1
Sro132_g062700	CAB9502285.1
Sro132_g062710	CAB9502286.1
Sro132_g062720	CAB9502287.1
Sro132_g062730	CAB9502288.1
Sro132_g062740	CAB9502289.1
Sro132_g062750	CAB9502290.1
Sro132_g062760	CAB9502291.1
Sro132_g062770	CAB9502292.1
Sro132_g062780	CAB9502293.1
Sro132_g062790	CAB9502294.1
Sro132_g062800	CAB9502295.1
Sro132_g062810	CAB9502296.1
Sro133_g062820	CAB9502297.1
Sro133_g062830	CAB9502298.1
Sro133_g062840	CAB9502299.1
Sro133_g062850	CAB9502300.1
Sro133_g062860	CAB9502301.1
Sro133_g062870	CAB9502302.1
Sro133_g062880	CAB9502303.1
Sro133_g062890	CAB9502304.1
Sro133_g062900	CAB9502305.1
Sro133_g062910	CAB9502306.1
Sro133_g062920	CAB9502307.1
Sro133_g062930	CAB9502308.1
Sro133_g062940	CAB9502309.1
Sro133_g062950	CAB9502310.1
Sro133_g062960	CAB9502311.1
Sro133_g062970	CAB9502312.1
Sro133_g062980	CAB9502313.1
Sro133_g062990	CAB9502314.1
Sro133_g063000	CAB9502315.1
Sro133_g063010	CAB9502316.1
Sro133_g063020	CAB9502317.1
Sro133_g063030	CAB9502318.1
Sro133_g063040	CAB9502319.1
Sro133_g063050	CAB9502320.1
Sro133_g063060	CAB9502321.1
Sro133_g063070	CAB9502322.1
Sro133_g063080	CAB9502323.1
Sro133_g063090	CAB9502324.1
Sro133_g063100	CAB9502325.1
Sro133_g063110	CAB9502326.1
Sro133_g063120	CAB9502327.1
Sro133_g063130	CAB9502328.1
Sro133_g063140	CAB9502329.1
Sro133_g063150	CAB9502330.1
Sro133_g063160	CAB9502331.1
Sro133_g063170	CAB9502332.1
Sro133_g063180	CAB9502333.1
Sro133_g063190	CAB9502334.1
Sro133_g063200	CAB9502335.1
Sro133_g063210	CAB9502336.1
Sro133_g063220	CAB9502337.1
Sro133_g063230	CAB9502338.1
Sro133_g063240	CAB9502339.1
Sro134_g063250	CAB9502340.1
Sro134_g063260	CAB9502341.1
Sro134_g063270	CAB9502342.1
Sro134_g063280	CAB9502343.1
Sro134_g063290	CAB9502344.1
Sro134_g063300	CAB9502345.1
Sro134_g063310	CAB9502346.1
Sro134_g063320	CAB9502347.1
Sro134_g063330	CAB9502348.1
Sro134_g063340	CAB9502349.1
Sro134_g063350	CAB9502350.1
Sro134_g063360	CAB9502351.1
Sro134_g063370	CAB9502352.1
Sro134_g063380	CAB9502353.1
Sro134_g063390	CAB9502354.1
Sro134_g063400	CAB9502355.1
Sro134_g063410	CAB9502356.1
Sro134_g063420	CAB9502357.1
Sro134_g063430	CAB9502358.1
Sro134_g063440	CAB9502359.1
Sro134_g063450	CAB9502360.1
Sro134_g063460	CAB9502361.1
Sro134_g063470	CAB9502362.1
Sro134_g063480	CAB9502363.1
Sro134_g063490	CAB9502364.1
Sro134_g063500	CAB9502365.1
Sro134_g063501	CAB9502366.1
Sro134_g063510	CAB9502367.1
Sro134_g063520	CAB9502368.1
Sro134_g063530	CAB9502369.1
Sro134_g063540	CAB9502370.1
Sro134_g063550	CAB9502371.1
Sro134_g063560	CAB9502372.1
Sro134_g063570	CAB9502373.1
Sro134_g063580	CAB9502374.1
Sro134_g063590	CAB9502375.1
Sro134_g063600	CAB9502376.1
Sro134_g063610	CAB9502377.1
Sro134_g063620	CAB9502378.1
Sro134_g063630	CAB9502379.1
Sro135_g063640	CAB9502380.1
Sro135_g063650	CAB9502381.1
Sro135_g063660	CAB9502382.1
Sro135_g063670	CAB9502383.1
Sro135_g063680	CAB9502384.1
Sro135_g063690	CAB9502385.1
Sro135_g063700	CAB9502386.1
Sro135_g063710	CAB9502387.1
Sro135_g063720	CAB9502388.1
Sro135_g063730	CAB9502389.1
Sro135_g063740	CAB9502390.1
Sro135_g063750	CAB9502391.1
Sro135_g063760	CAB9502392.1
Sro135_g063770	CAB9502393.1
Sro135_g063780	CAB9502394.1
Sro135_g063790	CAB9502395.1
Sro135_g063800	CAB9502396.1
Sro135_g063810	CAB9502397.1
Sro135_g063820	CAB9502398.1
Sro135_g063830	CAB9502399.1
Sro135_g063840	CAB9502400.1
Sro135_g063850	CAB9502401.1
Sro135_g063860	CAB9502402.1
Sro135_g063861	CAB9502403.1
Sro135_g063870	CAB9502404.1
Sro135_g063880	CAB9502405.1
Sro135_g063881	CAB9502406.1
Sro135_g063882	CAB9502407.1
Sro135_g063890	CAB9502408.1
Sro135_g063900	CAB9502409.1
Sro136_g063910	CAB9502410.1
Sro136_g063920	CAB9502411.1
Sro136_g063930	CAB9502412.1
Sro136_g063940	CAB9502413.1
Sro136_g063950	CAB9502414.1
Sro136_g063960	CAB9502415.1
Sro136_g063970	CAB9502416.1
Sro136_g063980	CAB9502417.1
Sro136_g063990	CAB9502418.1
Sro136_g064000	CAB9502419.1
Sro136_g064001	CAB9502420.1
Sro136_g064010	CAB9502421.1
Sro136_g064020	CAB9502422.1
Sro136_g064030	CAB9502423.1
Sro136_g064040	CAB9502424.1
Sro136_g064050	CAB9502425.1
Sro136_g064051	CAB9502426.1
Sro136_g064060	CAB9502427.1
Sro136_g064070	CAB9502428.1
Sro136_g064080	CAB9502429.1
Sro136_g064090	CAB9502430.1
Sro136_g064100	CAB9502431.1
Sro136_g064110	CAB9502432.1
Sro136_g064120	CAB9502433.1
Sro136_g064130	CAB9502434.1
Sro136_g064140	CAB9502435.1
Sro136_g064150	CAB9502436.1
Sro136_g064160	CAB9502437.1
Sro136_g064170	CAB9502438.1
Sro136_g064180	CAB9502439.1
Sro136_g064190	CAB9502440.1
Sro136_g064200	CAB9502441.1
Sro136_g064210	CAB9502442.1
Sro136_g064220	CAB9502443.1
Sro136_g064230	CAB9502444.1
Sro136_g064240	CAB9502445.1
Sro136_g064250	CAB9502446.1
Sro136_g064260	CAB9502447.1
Sro136_g064270	CAB9502448.1
Sro137_g064280	CAB9502449.1
Sro137_g064290	CAB9502450.1
Sro137_g064300	CAB9502451.1
Sro137_g064310	CAB9502452.1
Sro137_g064320	CAB9502453.1
Sro137_g064330	CAB9502454.1
Sro137_g064340	CAB9502455.1
Sro137_g064350	CAB9502456.1
